Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-206.6199655431336,93.62945180743704,1054.8700377861126,2.6698988128791674,0.1479383290460782,0.1844531701095059,0.0272876937732522,1.6183619311098782,2.3151722847841096,-41.53,-206.6199655431336,0.0,0.0,50.278598279247774,20.31764372409619,211.205243258268,0.0,0.0501756844856238,0.0,0.0092550640657876
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-206.6199655431336,93.62945180743704,1054.8700377861126,2.6698988128791674,0.1479383290460782,0.1844531701095059,0.0272876937732522,1.6796095717797561,2.3151722847841096,-47.82,-206.6199655431336,0.0,0.0,50.278598279247774,20.31764372409619,211.205243258268,0.0,0.0501756844856238,0.0,0.0092550640657876
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-206.6199655431336,93.62945180743704,1054.8700377861126,2.6698988128791674,0.1479383290460782,0.1844531701095059,0.0272876937732522,1.6264430253312947,2.3151722847841096,-42.31,-206.6199655431336,0.0,0.0,50.278598279247774,20.31764372409619,211.205243258268,0.0,0.0501756844856238,0.0,0.0092550640657876
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-187.1874187779844,94.15754057942772,1054.917881476946,0.4131867779051466,0.148611289114153,0.0285455054192669,0.0042421843587722,1.9205407165024797,2.272276655625835,-83.28,-187.1874187779844,0.0,0.0,72.7760126567588,20.399230410690915,211.20844685981456,0.0,0.0497819818297478,0.0,0.0014210518321029
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-187.1874187779844,94.15754057942772,1054.917881476946,0.4131867779051466,0.148611289114153,0.0285455054192669,0.0042421843587722,2.239949807908753,2.272276655625835,-173.76,-187.1874187779844,0.0,0.0,72.7760126567588,20.399230410690915,211.20844685981456,0.0,0.0497819818297478,0.0,0.0014210518321029
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-78.24944425257353,97.57577303851356,1055.2295654828365,0.5593015411131526,0.1539971834045509,0.0386400195422395,0.0059504541762016,0.8241258339165489,1.893481261759729,-6.67,-78.24944425257353,0.0,0.0,14.47903181632715,21.711699840184966,211.33317409823815,0.0,0.0519693695633963,0.0,0.0020080974555274
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-78.24944425257353,97.57577303851356,1055.2295654828365,0.5593015411131526,0.1539971834045509,0.0386400195422395,0.0059504541762016,0.9074113607745862,1.893481261759729,-8.08,-78.24944425257353,0.0,0.0,14.47903181632715,21.711699840184966,211.33317409823815,0.0,0.0519693695633963,0.0,0.0020080974555274
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-78.24944425257353,97.57577303851356,1055.2295654828365,0.5593015411131526,0.1539971834045509,0.0386400195422395,0.0059504541762016,0.9960736544852753,1.893481261759729,-9.91,-78.24944425257353,0.0,0.0,14.47903181632715,21.711699840184966,211.33317409823815,0.0,0.0519693695633963,0.0,0.0020080974555274
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-69.1476577746433,97.90870836737176,1055.2603259676932,0.5205364492443777,0.1545848557347238,0.0359618865544687,0.005559163044971,0.8585371975696391,1.839777473920737,-7.22,-69.1476577746433,0.0,0.0,13.72717306761195,21.70551828061004,211.33297023428696,0.0,0.0522914431549251,0.0,0.0018804989465068
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-69.1476577746433,97.90870836737176,1055.2603259676932,0.5205364492443777,0.1545848557347238,0.0359618865544687,0.005559163044971,1.2521245525056444,1.839777473920737,-17.87,-69.1476577746433,0.0,0.0,13.72717306761195,21.70551828061004,211.33297023428696,0.0,0.0522914431549251,0.0,0.0018804989465068
