Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate
CM_018-2,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.64,-102.126046,41.316592,-160.01251860499292,80.14837060506379,950.29520860562,3.591954566414012,0.1465731588298306,0.2495571021181187,0.0365783727658712,0.21484384804769785,2.204153961083369
CM_018-3,-102.126046,41.316592,20.47,8.0,8.26,91.71,-0.86,-102.126046,41.316592,-160.01251860499292,80.14837060506379,950.29520860562,3.591954566414012,0.1465731588298306,0.2495571021181187,0.0365783727658712,-0.06550154875643228,2.204153961083369
CM_020-1,-79.04489,33.82767,30.16,6.5,4.36,57.87,-18.49,-79.04489,33.82767,-95.85394764534308,81.45454174848368,950.4048194255528,1.9647256366429324,0.149146597868747,0.1365026275450034,0.0203589024984819,1.266936911159173,1.9816100035498645
CM_020-2,-79.04489,33.82767,30.16,6.5,4.36,57.87,-21.45,-79.04489,33.82767,-95.85394764534308,81.45454174848368,950.4048194255528,1.9647256366429324,0.149146597868747,0.1365026275450034,0.0203589024984819,1.331427296520743,1.9816100035498645
CM_020-3,-79.04489,33.82767,30.16,6.5,4.36,57.87,-15.72,-79.04489,33.82767,-95.85394764534308,81.45454174848368,950.4048194255528,1.9647256366429324,0.149146597868747,0.1365026275450034,0.0203589024984819,1.196452541703389,1.9816100035498645
CM_021-1,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.78,-111.0953268,32.3504894,-189.96429713291352,80.59907998790047,950.3326595298436,3.143018256537785,0.1472367914717675,0.2183664947602527,0.0321515820534361,0.761927838420529,2.278671985083515
CM_021-2,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-4.15,-111.0953268,32.3504894,-189.96429713291352,80.59907998790047,950.3326595298436,3.143018256537785,0.1472367914717675,0.2183664947602527,0.0321515820534361,0.6180480967120927,2.278671985083515
CM_021-3,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.71,-111.0953268,32.3504894,-189.96429713291352,80.59907998790047,950.3326595298436,3.143018256537785,0.1472367914717675,0.2183664947602527,0.0321515820534361,0.756636108245848,2.278671985083515
CM_022-1,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-6.39,-123.24972440000002,44.550507,-73.14569262402298,82.17573243042601,950.4672043642464,4.166436423928663,0.1505940683524924,0.289470198158172,0.0435924948074412,0.8055008581584001,1.8641887566445579
CM_022-2,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-4.79,-123.24972440000002,44.550507,-73.14569262402298,82.17573243042601,950.4672043642464,4.166436423928663,0.1505940683524924,0.289470198158172,0.0435924948074412,0.6803355134145632,1.8641887566445579
CM_022-3,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-9.54,-123.24972440000002,44.550507,-73.14569262402298,82.17573243042601,950.4672043642464,4.166436423928663,0.1505940683524924,0.289470198158172,0.0435924948074412,0.9795483747040951,1.8641887566445579
CM_023-1,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2228.76,-123.27687,44.55596,-2087.6928062730285,189.8915435329804,966.769417126296,2.2016508596269606,0.3649355975511976,0.1529634070379944,0.0558217923508775,3.3480633047801924,3.31966659473467
CM_023-2,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2718.25,-123.27687,44.55596,-2087.6928062730285,189.8915435329804,966.769417126296,2.2016508596269606,0.3649355975511976,0.1529634070379944,0.0558217923508775,3.4342893967038757,3.31966659473467
CM_023-3,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2289.87,-123.27687,44.55596,-2087.6928062730285,189.8915435329804,966.769417126296,2.2016508596269606,0.3649355975511976,0.1529634070379944,0.0558217923508775,3.3598108273681695,3.31966659473467
CM_024-1,-84.41527,33.68401,23.66,6.0,7.27,85.82,-4.93,-84.41527,33.68401,-75.74945044601961,82.13819908388125,950.4638945000734,0.8474366630698652,0.1504259438494841,0.0588770915539437,0.0088566420681144,0.69284691927723,1.8793794864267923
CM_024-2,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.02,-84.41527,33.68401,-75.74945044601961,82.13819908388125,950.4638945000734,0.8474366630698652,0.1504259438494841,0.0588770915539437,0.0088566420681144,0.7007037171450193,1.8793794864267923
CM_024-3,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.3,-84.41527,33.68401,-75.74945044601961,82.13819908388125,950.4638945000734,0.8474366630698652,0.1504259438494841,0.0588770915539437,0.0088566420681144,0.724275869600789,1.8793794864267923
CM_027-1,-95.28318,29.33381,32.93,7.5,10.96,152.38,-3293.85,-95.28318,29.33381,-2763.7750323520777,241.06240963411187,977.6255065929472,2.794550967552954,0.446303932916379,0.1941561420917808,0.086652649815433,3.517703817767683,3.441502689141956
CM_027-2,-95.28318,29.33381,32.93,7.5,10.96,152.38,-2717.18,-95.28318,29.33381,-2763.7750323520777,241.06240963411187,977.6255065929472,2.794550967552954,0.446303932916379,0.1941561420917808,0.086652649815433,3.434118409274495,3.441502689141956
CM_027-3,-95.28318,29.33381,32.93,7.5,10.96,152.38,-1941.4,-95.28318,29.33381,-2763.7750323520777,241.06240963411187,977.6255065929472,2.794550967552954,0.446303932916379,0.1941561420917808,0.086652649815433,3.288115025288103,3.441502689141956
CM_028-1,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-42.78,-96.57826799,28.83182444,-194.4556781160249,78.72452510681961,950.1748173566896,3.9143605961821377,0.1450138502699202,0.2719568048445,0.0394375033776061,1.6312407802355091,2.2888206290903366
CM_028-2,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-30.01,-96.57826799,28.83182444,-194.4556781160249,78.72452510681961,950.1748173566896,3.9143605961821377,0.1450138502699202,0.2719568048445,0.0394375033776061,1.4772659954248526,2.2888206290903366
CM_028-3,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-41.12,-96.57826799,28.83182444,-194.4556781160249,78.72452510681961,950.1748173566896,3.9143605961821377,0.1450138502699202,0.2719568048445,0.0394375033776061,1.6140531059872194,2.2888206290903366
CM_032-1,-96.798,46.804,15.02,7.6,9.38,93.04,-4001.81,-96.798,46.804,-4154.258853656325,369.726462452163,1017.558683898944,4.173361002462548,0.6852981743870185,0.2899512949316289,0.1987030930777972,3.602256465132177,3.618493554118209
CM_032-2,-96.798,46.804,15.02,7.6,9.38,93.04,-3971.85,-96.798,46.804,-4154.258853656325,369.726462452163,1017.558683898944,4.173361002462548,0.6852981743870185,0.2899512949316289,0.1987030930777972,3.5989928386646377,3.618493554118209
CM_032-3,-96.798,46.804,15.02,7.6,9.38,93.04,-4007.87,-96.798,46.804,-4154.258853656325,369.726462452163,1017.558683898944,4.173361002462548,0.6852981743870185,0.2899512949316289,0.1987030930777972,3.6029136262328714,3.618493554118209
CM_033-1,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-4.36,-111.3042085,32.4712725,-172.40521564372025,80.37102866636776,950.3137965782367,3.593530265426069,0.1469406690700205,0.2496665764647422,0.0366861737901506,0.6394864892685861,2.236550400067722
CM_033-2,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.98,-111.3042085,32.4712725,-172.40521564372025,80.37102866636776,950.3137965782367,3.593530265426069,0.1469406690700205,0.2496665764647422,0.0366861737901506,0.4742162640762553,2.236550400067722
CM_033-3,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.16,-111.3042085,32.4712725,-172.40521564372025,80.37102866636776,950.3137965782367,3.593530265426069,0.1469406690700205,0.2496665764647422,0.0366861737901506,0.3344537511509309,2.236550400067722
CM_034-1,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1542.53,-84.37418,46.49794,-2103.9713305840246,182.28013558604889,964.8307464142642,3.958082080696111,0.3344315790679606,0.2749944287269485,0.0919668210340451,3.1882336191932925,3.3230398176803764
CM_034-2,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1776.15,-84.37418,46.49794,-2103.9713305840246,182.28013558604889,964.8307464142642,3.958082080696111,0.3344315790679606,0.2749944287269485,0.0919668210340451,3.249479640170859,3.3230398176803764
CM_034-3,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1842.39,-84.37418,46.49794,-2103.9713305840246,182.28013558604889,964.8307464142642,3.958082080696111,0.3344315790679606,0.2749944287269485,0.0919668210340451,3.265381567728317,3.3230398176803764
CM_035-1,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2420.28,-92.785556,45.084433,-2723.724560030245,238.7531226069673,977.5103072124854,1.5033086789674517,0.4465474357763128,0.1044449061299438,0.046639605012224,3.383865612022011,3.435163186901827
CM_035-2,-92.785556,45.084433,7.86,6.5,13.12,110.39,-3023.27,-92.785556,45.084433,-2723.724560030245,238.7531226069673,977.5103072124854,1.5033086789674517,0.4465474357763128,0.1044449061299438,0.046639605012224,3.4804769345658073,3.435163186901827
CM_035-3,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2757.22,-92.785556,45.084433,-2723.724560030245,238.7531226069673,977.5103072124854,1.5033086789674517,0.4465474357763128,0.1044449061299438,0.046639605012224,3.4404714200681,3.435163186901827
CM_037-1,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.16,-72.8972,41.3825,-50.99887326822857,82.97562784955525,950.536807983744,0.5703436910690602,0.1518415404214442,0.0396255899463236,0.0060168106175582,0.7895807121644255,1.7075605812195762
CM_037-2,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.7,-72.8972,41.3825,-50.99887326822857,82.97562784955525,950.536807983744,0.5703436910690602,0.1518415404214442,0.0396255899463236,0.0060168106175582,0.8260748027008264,1.7075605812195762
CM_037-3,-72.8972,41.3825,10.8,6.5,9.86,89.03,-8.2,-72.8972,41.3825,-50.99887326822857,82.97562784955525,950.536807983744,0.5703436910690602,0.1518415404214442,0.0396255899463236,0.0060168106175582,0.9138138523837167,1.7075605812195762
CM_038-1,-72.20667,41.52361,10.06,6.0,6.51,57.77,-4.09,-72.20667,41.52361,-43.38230996324703,83.26858179556807,950.5624976099318,1.0740789896696372,0.1523770063703027,0.0746234494762861,0.0113708978362219,0.6117233080073418,1.637312673025857
CM_038-2,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.29,-72.20667,41.52361,-43.38230996324703,83.26858179556807,950.5624976099318,1.0740789896696372,0.1523770063703027,0.0746234494762861,0.0113708978362219,0.7234556720351858,1.637312673025857
CM_038-3,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.01,-72.20667,41.52361,-43.38230996324703,83.26858179556807,950.5624976099318,1.0740789896696372,0.1523770063703027,0.0746234494762861,0.0113708978362219,0.6998377258672457,1.637312673025857
CM_039-1,-97.69147,30.24565,24.59,7.5,9.88,118.65,-16.39,-97.69147,30.24565,-84.6921589148707,81.84002218826498,950.4381012079092,3.933034563356756,0.1498087290107943,0.2732542102116839,0.0409358659286607,1.2145789535704992,1.9278432037470252
CM_039-2,-97.69147,30.24565,24.59,7.5,9.88,118.65,-9.11,-97.69147,30.24565,-84.6921589148707,81.84002218826498,950.4381012079092,3.933034563356756,0.1498087290107943,0.2732542102116839,0.0409358659286607,0.9595183769729982,1.9278432037470252
CM_039-3,-97.69147,30.24565,24.59,7.5,9.88,118.65,-7.18,-97.69147,30.24565,-84.6921589148707,81.84002218826498,950.4381012079092,3.933034563356756,0.1498087290107943,0.2732542102116839,0.0409358659286607,0.8561244442423004,1.9278432037470252
CM_040-1,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3601.52,-91.191226,30.438365,-3409.482988911974,301.6118855700244,995.0918042434974,7.483075574642513,0.5651199625619284,0.519899297390895,0.2938054714775154,3.556485830848241,3.532688527940913
CM_040-2,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3105.59,-91.191226,30.438365,-3409.482988911974,301.6118855700244,995.0918042434974,7.483075574642513,0.5651199625619284,0.519899297390895,0.2938054714775154,3.4921441196182794,3.532688527940913
CM_040-3,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3855.6,-91.191226,30.438365,-3409.482988911974,301.6118855700244,995.0918042434974,7.483075574642513,0.5651199625619284,0.519899297390895,0.2938054714775154,3.586091971599143,3.532688527940913
CM_041-1,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-73.38,-80.8599379,37.3724372,-101.70446738022096,81.2086633208272,950.3840288922728,1.2968810361436582,0.1486795794621211,0.0901029974594202,0.0133964757705431,1.8655777074199291,2.007340029775911
CM_041-2,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-56.24,-80.8599379,37.3724372,-101.70446738022096,81.2086633208272,950.3840288922728,1.2968810361436582,0.1486795794621211,0.0901029974594202,0.0133964757705431,1.7500453120117676,2.007340029775911
CM_041-3,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-47.2,-80.8599379,37.3724372,-101.70446738022096,81.2086633208272,950.3840288922728,1.2968810361436582,0.1486795794621211,0.0901029974594202,0.0133964757705431,1.6739419986340878,2.007340029775911
CM_042-1,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-11.88,-80.5627036,37.0421794,-82.65474993719681,81.8874650293319,950.442155323134,0.6768225513116541,0.1500510237086173,0.0470233883615497,0.0070559075618983,1.0748164406451748,1.917267816313263
CM_042-2,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-8.82,-80.5627036,37.0421794,-82.65474993719681,81.8874650293319,950.442155323134,0.6768225513116541,0.1500510237086173,0.0470233883615497,0.0070559075618983,0.9454685851318197,1.917267816313263
CM_042-3,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-8.79,-80.5627036,37.0421794,-82.65474993719681,81.8874650293319,950.442155323134,0.6768225513116541,0.1500510237086173,0.0470233883615497,0.0070559075618983,0.9439888750737718,1.917267816313263
