Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
CM_032-3,-96.798,46.804,15.02,7.6,9.38,93.04,-4007.87,-96.798,46.804,-4154.258853656325,369.726462452163,1017.558683898944,4.173361002462548,0.6852981743870185,0.2899512949316289,0.1987030930777972
CM_033-1,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-4.36,-111.3042085,32.4712725,-172.40521564372025,80.37102866636776,950.3137965782367,3.593530265426069,0.1469406690700205,0.2496665764647422,0.0366861737901506
CM_033-2,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.98,-111.3042085,32.4712725,-172.40521564372025,80.37102866636776,950.3137965782367,3.593530265426069,0.1469406690700205,0.2496665764647422,0.0366861737901506
CM_033-3,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.16,-111.3042085,32.4712725,-172.40521564372025,80.37102866636776,950.3137965782367,3.593530265426069,0.1469406690700205,0.2496665764647422,0.0366861737901506
CM_034-1,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1542.53,-84.37418,46.49794,-2103.9713305840246,182.28013558604889,964.8307464142642,3.958082080696111,0.3344315790679606,0.2749944287269485,0.0919668210340451
CM_034-2,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1776.15,-84.37418,46.49794,-2103.9713305840246,182.28013558604889,964.8307464142642,3.958082080696111,0.3344315790679606,0.2749944287269485,0.0919668210340451
CM_034-3,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1842.39,-84.37418,46.49794,-2103.9713305840246,182.28013558604889,964.8307464142642,3.958082080696111,0.3344315790679606,0.2749944287269485,0.0919668210340451
CM_035-1,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2420.28,-92.785556,45.084433,-2723.724560030245,238.7531226069673,977.5103072124854,1.5033086789674517,0.4465474357763128,0.1044449061299438,0.046639605012224
CM_035-2,-92.785556,45.084433,7.86,6.5,13.12,110.39,-3023.27,-92.785556,45.084433,-2723.724560030245,238.7531226069673,977.5103072124854,1.5033086789674517,0.4465474357763128,0.1044449061299438,0.046639605012224
CM_035-3,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2757.22,-92.785556,45.084433,-2723.724560030245,238.7531226069673,977.5103072124854,1.5033086789674517,0.4465474357763128,0.1044449061299438,0.046639605012224
CM_037-1,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.16,-72.8972,41.3825,-50.99887326822857,82.97562784955525,950.536807983744,0.5703436910690602,0.1518415404214442,0.0396255899463236,0.0060168106175582
CM_037-2,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.7,-72.8972,41.3825,-50.99887326822857,82.97562784955525,950.536807983744,0.5703436910690602,0.1518415404214442,0.0396255899463236,0.0060168106175582
CM_037-3,-72.8972,41.3825,10.8,6.5,9.86,89.03,-8.2,-72.8972,41.3825,-50.99887326822857,82.97562784955525,950.536807983744,0.5703436910690602,0.1518415404214442,0.0396255899463236,0.0060168106175582
CM_038-1,-72.20667,41.52361,10.06,6.0,6.51,57.77,-4.09,-72.20667,41.52361,-43.38230996324703,83.26858179556807,950.5624976099318,1.0740789896696372,0.1523770063703027,0.0746234494762861,0.0113708978362219
CM_038-2,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.29,-72.20667,41.52361,-43.38230996324703,83.26858179556807,950.5624976099318,1.0740789896696372,0.1523770063703027,0.0746234494762861,0.0113708978362219
CM_038-3,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.01,-72.20667,41.52361,-43.38230996324703,83.26858179556807,950.5624976099318,1.0740789896696372,0.1523770063703027,0.0746234494762861,0.0113708978362219
CM_039-1,-97.69147,30.24565,24.59,7.5,9.88,118.65,-16.39,-97.69147,30.24565,-84.6921589148707,81.84002218826498,950.4381012079092,3.933034563356756,0.1498087290107943,0.2732542102116839,0.0409358659286607
CM_039-2,-97.69147,30.24565,24.59,7.5,9.88,118.65,-9.11,-97.69147,30.24565,-84.6921589148707,81.84002218826498,950.4381012079092,3.933034563356756,0.1498087290107943,0.2732542102116839,0.0409358659286607
CM_039-3,-97.69147,30.24565,24.59,7.5,9.88,118.65,-7.18,-97.69147,30.24565,-84.6921589148707,81.84002218826498,950.4381012079092,3.933034563356756,0.1498087290107943,0.2732542102116839,0.0409358659286607
CM_040-1,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3601.52,-91.191226,30.438365,-3409.482988911974,301.6118855700244,995.0918042434974,7.483075574642513,0.5651199625619284,0.519899297390895,0.2938054714775154
CM_040-2,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3105.59,-91.191226,30.438365,-3409.482988911974,301.6118855700244,995.0918042434974,7.483075574642513,0.5651199625619284,0.519899297390895,0.2938054714775154
CM_040-3,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3855.6,-91.191226,30.438365,-3409.482988911974,301.6118855700244,995.0918042434974,7.483075574642513,0.5651199625619284,0.519899297390895,0.2938054714775154
CM_041-1,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-73.38,-80.8599379,37.3724372,-101.70446738022096,81.2086633208272,950.3840288922728,1.2968810361436582,0.1486795794621211,0.0901029974594202,0.0133964757705431
CM_041-2,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-56.24,-80.8599379,37.3724372,-101.70446738022096,81.2086633208272,950.3840288922728,1.2968810361436582,0.1486795794621211,0.0901029974594202,0.0133964757705431
CM_041-3,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-47.2,-80.8599379,37.3724372,-101.70446738022096,81.2086633208272,950.3840288922728,1.2968810361436582,0.1486795794621211,0.0901029974594202,0.0133964757705431
CM_042-1,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-11.88,-80.5627036,37.0421794,-82.65474993719681,81.8874650293319,950.442155323134,0.6768225513116541,0.1500510237086173,0.0470233883615497,0.0070559075618983
CM_042-2,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-8.82,-80.5627036,37.0421794,-82.65474993719681,81.8874650293319,950.442155323134,0.6768225513116541,0.1500510237086173,0.0470233883615497,0.0070559075618983
CM_042-3,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-8.79,-80.5627036,37.0421794,-82.65474993719681,81.8874650293319,950.442155323134,0.6768225513116541,0.1500510237086173,0.0470233883615497,0.0070559075618983
CM_044-1,-72.33026,42.47158,1.8,7.0,12.88,92.59,-6.87,-72.33026,42.47158,-50.63592476511519,82.97933754359137,950.5370217414,2.205200374001458,0.1519297158673735,0.1532100155361944,0.0232771541284498
CM_044-2,-72.33026,42.47158,1.8,7.0,12.88,92.59,-7.34,-72.33026,42.47158,-50.63592476511519,82.97933754359137,950.5370217414,2.205200374001458,0.1519297158673735,0.1532100155361944,0.0232771541284498
CM_044-3,-72.33026,42.47158,1.8,7.0,12.88,92.59,-11.78,-72.33026,42.47158,-50.63592476511519,82.97933754359137,950.5370217414,2.205200374001458,0.1519297158673735,0.1532100155361944,0.0232771541284498
CM_045-1,-72.3303,42.47173,0.03,6.5,13.42,91.83,-1.64,-72.3303,42.47173,-42.937117800773066,83.2722834332625,950.562680994547,2.2162949144582966,0.1524578488684357,0.1539808274478008,0.0234755857196734
CM_045-2,-72.3303,42.47173,0.03,6.5,13.42,91.83,-2.11,-72.3303,42.47173,-42.937117800773066,83.2722834332625,950.562680994547,2.2162949144582966,0.1524578488684357,0.1539808274478008,0.0234755857196734
CM_045-3,-72.3303,42.47173,0.03,6.5,13.42,91.83,-2.02,-72.3303,42.47173,-42.937117800773066,83.2722834332625,950.562680994547,2.2162949144582966,0.1524578488684357,0.1539808274478008,0.0234755857196734
CM_046-1,-72.33038,42.47168,3.82,6.5,12.27,93.16,-9.31,-72.33038,42.47168,-49.9544424568453,83.00866986696212,950.5395981251238,2.06230152822384,0.1519719613013501,0.1432818771956562,0.021774827896363
CM_046-2,-72.33038,42.47168,3.82,6.5,12.27,93.16,-9.42,-72.33038,42.47168,-49.9544424568453,83.00866986696212,950.5395981251238,2.06230152822384,0.1519719613013501,0.1432818771956562,0.021774827896363
CM_046-3,-72.33038,42.47168,3.82,6.5,12.27,93.16,-9.44,-72.33038,42.47168,-49.9544424568453,83.00866986696212,950.5395981251238,2.06230152822384,0.1519719613013501,0.1432818771956562,0.021774827896363
CM_047-1,-72.330175,42.471505,13.67,7.5,9.46,91.09,-3.46,-72.330175,42.471505,-55.04119522867272,82.8368094261497,950.524517576594,1.7726109167554127,0.1516576140364096,0.1231551333373504,0.0186774136782784
CM_047-2,-72.330175,42.471505,13.67,7.5,9.46,91.09,-4.99,-72.330175,42.471505,-55.04119522867272,82.8368094261497,950.524517576594,1.7726109167554127,0.1516576140364096,0.1231551333373504,0.0186774136782784
CM_047-3,-72.330175,42.471505,13.67,7.5,9.46,91.09,-3.3,-72.330175,42.471505,-55.04119522867272,82.8368094261497,950.524517576594,1.7726109167554127,0.1516576140364096,0.1231551333373504,0.0186774136782784
CM_050-1,-121.92941,45.79232,5.17,6.5,11.74,92.34,-10.54,-121.92941,45.79232,-96.4265949432362,82.19839608416059,950.4720396213222,5.892239651820804,0.1500589222469615,0.4093732883603482,0.0614301144480484
CM_050-2,-121.92941,45.79232,5.17,6.5,11.74,92.34,-12.27,-121.92941,45.79232,-96.4265949432362,82.19839608416059,950.4720396213222,5.892239651820804,0.1500589222469615,0.4093732883603482,0.0614301144480484
CM_050-3,-121.92941,45.79232,5.17,6.5,11.74,92.34,-7.84,-121.92941,45.79232,-96.4265949432362,82.19839608416059,950.4720396213222,5.892239651820804,0.1500589222469615,0.4093732883603482,0.0614301144480484
