Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-4.728776976067865,2.1713392933005826,19.57993072044137,1.1831395993884846,0.156446111142649,0.0810285254027686,0.0126765976908864,0.0,0.0,2.1804799669429595,0.8388434773323243,5.515696194269395,0.0,0.131075062934613,0.0,0.0106208190666668
100002,-68.0024586084,46.8479089414,-8.270226881645783,1.9719386873189488,19.557646115189137,1.8120696155163845,0.1444435404832575,0.1241014407330668,0.0179256514785572,0.0,0.0,1.3596705232533008,0.572444980822941,5.486168340664755,0.0,0.1199489523091477,0.0,0.0148858377959871
100003,-67.8319392853,46.7736187052,-8.813435940607125,2.0300960553863665,19.5644038041873,1.935876894650796,0.1539246908382736,0.1325805088561991,0.0204074138368714,0.0,0.0,1.6401096313294947,0.553482652353972,5.481017416550198,0.0,0.1356503790067952,0.0,0.0179845962752571
100004,-67.2980373631,45.1687180464,-8.270582991313757,2.128066969356867,19.5750788040946,1.3570667872420386,0.1493863158015441,0.0929401067296956,0.0138839801345514,0.0,0.0,2.4948613529540067,0.7669328144996175,5.505615354968734,0.0,0.1236278561009924,0.0,0.0114899861407896
100005,-67.9355420529,44.6060839859,-5.43977975886161,2.063411649167839,19.567529141136145,0.8227014104897045,0.148554383692318,0.0563435474336363,0.0083700809640427,0.0,0.0,1.1795058731076364,0.7574190894313316,5.506771635390467,0.0,0.1232808619724008,0.0,0.0069460810942015
100006,-68.6437497835,45.2562592587,-8.263529716945214,1.920259091171026,19.551932240957434,1.5357195673656117,0.1384406820589597,0.1051753250758656,0.0145605437392756,0.0,0.0,0.7686440226188062,0.52040144573325,5.483244247133404,0.0,0.1112232470104971,0.0,0.0116979411603223
100007,-68.6976688239,44.8272759862,-8.313982467259713,1.9087348746924129,19.550791008530467,1.5137514295511014,0.1377069886827963,0.1036708146919052,0.0142761957055144,0.0,0.0,0.7750207767509105,0.5111722345241155,5.482426603502313,0.0,0.1106096707354417,0.0,0.0114669946779466
100008,-69.8848789022,45.0515545607,-6.2938637022141775,1.9849579826084212,19.55875301707811,0.5917515746473455,0.1449143232213658,0.0405267117449398,0.0058729010049052,0.0,0.0,1.0609216709811078,0.6496300885736217,5.495589154778496,0.0,0.1194752619115071,0.0,0.0048419395001388
100009,-69.6814483853,44.4726905408,-6.309228349755954,1.992508591538232,19.55961051619538,1.3000166580210326,0.1412299312280242,0.0890329702876352,0.0125741202707494,0.0,0.0,1.6768576742693195,0.6836637645214627,5.499361344393301,0.0,0.114747012035655,0.0,0.0102162673131653
100010,-70.9770838575,44.389592367,-2.8745684632847555,2.424443434711677,19.61038515241847,1.605342102647794,0.1754584455869528,0.1099434956042067,0.01929051484111,0.0,0.0,2.531154486461065,0.7918181386564801,5.505683196683907,0.0,0.1515538846105453,0.0,0.0166623638464799
100011,-70.2064326548,44.0731455038,-9.221419730717162,2.5916029758653814,19.640210559918785,2.202042894359507,0.1735167787625538,0.1508091595411205,0.0261679195714632,0.0,0.0,5.344452218481426,1.1979450593848575,5.545407958262923,0.0,0.1452399769623374,0.0,0.0219035188574618
100013,-69.9744186896,43.918531399,-7.285445426225285,2.312603721713113,19.597945247916275,2.078184640718113,0.1569246903771336,0.1423266003767485,0.0223345576965512,0.0,0.0,4.580901725970128,0.9135798864615216,5.5202795447810935,0.0,0.132214638603058,0.0,0.0188176600324136
100014,-70.3019546667,43.7268608231,-4.922122101381277,2.142307978823813,19.57665350692979,0.9845604199698716,0.1541574581908796,0.0674286272231298,0.0103946257820179,0.0,0.0,2.262545292659518,0.8213897197911858,5.513380503245683,0.0,0.1286716923816135,0.0,0.008676155579769
100015,-70.7813953823,43.8061260977,-4.35114497688755,2.2019592225465536,19.5834884871704,1.1645606506597608,0.1592951483182015,0.0797561270993053,0.0127047640955691,0.0,0.0,2.4026424940016526,0.806095339605404,5.51026396054255,0.0,0.1343209194706427,0.0,0.0107129163253961
100016,-70.8521447672,43.4072254227,-5.73183786164159,2.040667616714118,19.565097416173035,0.159378717400873,0.1445092024042009,0.0109152144499703,0.0015773489342359,0.0,0.0,1.9703709397884843,0.7411316705633626,5.504738379213935,0.0,0.1193094129392525,0.0,0.0013022878281319
100017,-70.7435056312,43.3151044661,-8.086435780962896,2.0589266603923164,19.566534082350152,0.0989277599853303,0.1476258960568921,0.0067751688111474,0.0010001903666823,0.0,0.0,2.5265563901003745,0.6356116317199849,5.493412128754279,0.0,0.1236967523718788,0.0,0.0008380663787101
100018,-71.1021736139,43.2522405659,-3.4189047874077807,2.3383479214344467,19.599029315960973,0.3802417275008349,0.1708593671611222,0.0260412435623984,0.0044493903951599,0.0,0.0,1.7292216114288983,0.8650104243902436,5.520228840920623,0.0,0.1448963576736971,0.0,0.0037732813414851
100019,-70.8894448683,43.1802865919,-8.019007031026806,2.143173199350283,19.57747115840774,0.7350095317919566,0.161957025747752,0.0503378794428518,0.0081525732370131,0.0,0.0,3.0495130999377573,0.7254212056622873,5.4970417239189,0.0,0.1499658375756284,0.0,0.0075489622524282
