Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-7.536366398012445,1.9756128567984963,18.937954903819197,1.2160946689549157,0.168290002691066,0.082232655928926,0.0138389338875724,0.0,0.0,1.44784250399478,0.720765713541451,7.188090883273633,0.0,0.1446652030096535,0.0,0.011896203863981
100002,-68.0024586084,46.8479089414,-10.64820976049165,2.337593505938269,18.98269098087342,1.974009766771402,0.1899053748847168,0.1334830832625501,0.0253491549677424,0.0,0.0,2.266578141599092,0.7922053007425391,7.185165212407503,0.0,0.1572764597509616,0.0,0.0209937467721767
100003,-67.8319392853,46.7736187052,-11.755723715918675,2.571030353681644,19.024448619831112,2.0953634088649924,0.2113950070818426,0.1416890499119888,0.0299523577095644,0.0,0.0,2.9249464587149503,0.8058341644618894,7.152490319990269,0.0,0.1763830139972166,0.0,0.0249915416738786
100004,-67.2980373631,45.1687180464,-11.201310577039074,2.342890845320266,18.98529932478288,1.5601025950492011,0.1834794636393655,0.1054945664902522,0.0193560864764988,0.0,0.0,2.0846116716888434,0.8330081617649485,7.18403954591804,0.0,0.1475207033681867,0.0,0.0155626326501639
100005,-67.9355420529,44.6060839859,-11.387722719487256,2.3484422757516143,18.98292355910418,0.9931447327717712,0.1890120434168173,0.0671567199351599,0.0126934288641154,0.0,0.0,2.0266146907096148,1.0688089872286195,7.224128862214731,0.0,0.1659351331328587,0.0,0.0111436592632068
100006,-68.6437497835,45.2562592587,-11.51475681225458,2.345289873913141,18.98335588256434,1.738486830432927,0.1902180071199591,0.1175569575408279,0.0223614501865018,0.0,0.0,1.6285992549509298,0.7534210615021373,7.181827790658011,0.0,0.1541212824551233,0.0,0.0181180290577148
100007,-68.6976688239,44.8272759862,-11.140339015314924,2.2496292752951788,18.971017709935275,1.711057997387584,0.1903411672549463,0.1157022123076397,0.0220228941446157,0.0,0.0,1.6110361576469858,0.618774962666842,7.171179626568208,0.0,0.1551848328580359,0.0,0.017955228478266
100008,-69.8848789022,45.0515545607,-9.477627574448864,2.0740632182844005,18.949506974634847,0.7359920330530199,0.1754511905461274,0.049767983665689,0.0087318519852253,0.0,0.0,1.6987187470139802,0.6743110709794914,7.180565739735318,0.0,0.1456135401700075,0.0,0.007246892288684
100009,-69.6814483853,44.4726905408,-8.897535094139887,2.058781299574055,18.94712033474697,1.494528727281602,0.1725435591377431,0.101060443519632,0.0174373286129161,0.0,0.0,1.5845360556182173,0.7579853645064881,7.191014568342851,0.0,0.1450010976004314,0.0,0.014653875234333
100010,-70.9770838575,44.389592367,-5.57357419254123,2.244853201793509,18.97122697144153,1.4534202729189798,0.1810142890083602,0.0982806785312067,0.0177902071475855,0.0,0.0,1.479845342557396,1.138760812378809,7.232360460148577,0.0,0.1523926900362623,0.0,0.0149772569799597
100011,-70.2064326548,44.0731455038,-14.052591029133144,3.123940036189373,19.134315173365987,2.4035926456487084,0.2288924202744,0.1625315956633431,0.0372022503024427,0.0,0.0,5.276314787034281,1.5222996155534296,7.187950030885309,0.0,0.1719162407469221,0.0,0.0279418209290407
100013,-69.9744186896,43.918531399,-9.416151711943456,2.2007979800587893,18.96446566278729,2.279922716690751,0.1761568599280512,0.1541690010591795,0.0271579271248294,0.0,0.0,1.993602516418559,0.8724972008076713,7.199923030541984,0.0,0.1436907042118058,0.0,0.0221526523298241
100014,-70.3019546667,43.7268608231,-9.259839976447372,2.1611356584303327,18.96059819906678,1.1851946259630304,0.169377263243961,0.0801431865246038,0.0135744336011876,0.0,0.0,1.9924892187469008,0.9417338425378204,7.20661131748215,0.0,0.146725195775599,0.0,0.0117590247329028
100015,-70.7813953823,43.8061260977,-8.358238749222275,2.089241834845798,18.950663361058467,1.3109952147187076,0.1673799646953397,0.0886498569301999,0.0148382099232237,0.0,0.0,1.995577430693637,0.8735850643247908,7.203505919322602,0.0,0.1418428275310283,0.0,0.0125743463672006
100016,-70.8521447672,43.4072254227,-10.676927691676626,2.2548766271352654,18.97308593067344,0.0961446546953722,0.1913404488002879,0.0065013279893451,0.0012439670152791,0.0,0.0,2.1990666961452923,0.8724357919637706,7.1932708553944185,0.0,0.1608793629069952,0.0,0.0010459295049752
100017,-70.7435056312,43.3151044661,-13.655740448177196,2.840100858118348,19.07089804965687,0.2878347625094324,0.2392547624059036,0.0194634657926453,0.0046567268838147,0.0,0.0,3.8607447126106784,1.065867078000549,7.162154254392042,0.0,0.1874036153645698,0.0,0.0036475238570663
100018,-71.1021736139,43.2522405659,-11.33810164197946,2.448380783375265,19.00887711843901,0.1852407428783109,0.2088796392122292,0.0125260299728322,0.0026164326214867,0.0,0.0,4.068130773917368,1.0018537069259672,7.1754071738781855,0.0,0.1652980136294504,0.0,0.0020705278731721
100019,-70.8894448683,43.1802865919,-11.801718313723583,2.507865815352783,19.011882329350485,0.9258260475523328,0.1935223513294286,0.0626046119286384,0.0121153917044964,0.0,0.0,2.6466697886588606,1.0016287486203173,7.189342247466824,0.0,0.166928428379753,0.0,0.0104504894785719
