Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate
CM_008-1,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2719.07,-117.611779,33.94849,-3094.619155272821,296.51100190570145,1135.2578088090822,4.051127998451308,0.4221078575538793,0.28195380212712,0.119014915345049,3.434420388250395,3.4906072094334863
CM_008-2,-117.611779,33.94849,29.98,9.5,18.88,249.65,-3664.98,-117.611779,33.94849,-3094.619155272821,296.51100190570145,1135.2578088090822,4.051127998451308,0.4221078575538793,0.28195380212712,0.119014915345049,3.564071609014435,3.4906072094334863
CM_008-3,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2756.74,-117.611779,33.94849,-3094.619155272821,296.51100190570145,1135.2578088090822,4.051127998451308,0.4221078575538793,0.28195380212712,0.119014915345049,3.440395807857696,3.4906072094334863
CM_009-1,-121.10824,37.7323106,16.62,6.25,9.35,95.97,-16.93,-121.10824,37.7323106,-80.037580567717,97.36340922048385,1098.8271983416455,5.048527769148852,0.1386289509800283,0.3513716673973354,0.0487102856553959,1.2286569581089353,1.9032939520035161
CM_009-2,-121.10824,37.7323106,16.62,6.25,9.35,95.97,-15.64,-121.10824,37.7323106,-80.037580567717,97.36340922048385,1098.8271983416455,5.048527769148852,0.1386289509800283,0.3513716673973354,0.0487102856553959,1.1942367487238292,1.9032939520035161
CM_009-3,-121.10824,37.7323106,16.62,6.25,9.35,95.97,-13.12,-121.10824,37.7323106,-80.037580567717,97.36340922048385,1098.8271983416455,5.048527769148852,0.1386289509800283,0.3513716673973354,0.0487102856553959,1.1179338350396415,1.9032939520035161
CM_010-1,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-6.64,-79.8466751,33.666607,-97.52744951029077,96.70522297677536,1098.7687452674013,3.2266979244234704,0.137707430871975,0.2245744267904347,0.0309255673528571,0.8221680793680175,1.989126866909419
CM_010-2,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-4.16,-79.8466751,33.666607,-97.52744951029077,96.70522297677536,1098.7687452674013,3.2266979244234704,0.137707430871975,0.2245744267904347,0.0309255673528571,0.6190933306267428,1.989126866909419
CM_010-3,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-5.69,-79.8466751,33.666607,-97.52744951029077,96.70522297677536,1098.7687452674013,3.2266979244234704,0.137707430871975,0.2245744267904347,0.0309255673528571,0.7551122663950712,1.989126866909419
CM_011-1,-73.506215,42.505483,24.95,6.5,8.49,102.7,-93.9,-73.506215,42.505483,-133.19560373034878,95.37383129822705,1098.6523493455238,0.4909767066893222,0.1357643043320176,0.0341714083731314,0.0046392574858234,1.972665592266111,2.1244898906964518
CM_011-2,-73.506215,42.505483,24.95,6.5,8.49,102.7,-82.29,-73.506215,42.505483,-133.19560373034878,95.37383129822705,1098.6523493455238,0.4909767066893222,0.1357643043320176,0.0341714083731314,0.0046392574858234,1.915347062324192,2.1244898906964518
CM_011-3,-73.506215,42.505483,24.95,6.5,8.49,102.7,-105.08,-73.506215,42.505483,-133.19560373034878,95.37383129822705,1098.6523493455238,0.4909767066893222,0.1357643043320176,0.0341714083731314,0.0046392574858234,2.0215200641140325,2.1244898906964518
CM_012-1,-73.33724,42.763802,22.49,6.5,10.32,119.16,-38.69,-73.33724,42.763802,-82.13112706603145,97.2536237383438,1098.8174549675168,1.0286638865970148,0.1384089098042697,0.071593811414442,0.0099092213866053,1.587598729721245,1.9145077825886643
CM_012-2,-73.33724,42.763802,22.49,6.5,10.32,119.16,-33.77,-73.33724,42.763802,-82.13112706603145,97.2536237383438,1098.8174549675168,1.0286638865970148,0.1384089098042697,0.071593811414442,0.0099092213866053,1.5285310606354117,1.9145077825886643
CM_012-3,-73.33724,42.763802,22.49,6.5,10.32,119.16,-28.09,-73.33724,42.763802,-82.13112706603145,97.2536237383438,1098.8174549675168,1.0286638865970148,0.1384089098042697,0.071593811414442,0.0099092213866053,1.448551739201578,1.9145077825886643
CM_013-1,-83.1577589,41.309341,24.56,7.0,8.56,102.8,-38.07,-83.1577589,41.309341,-173.84450230814977,94.19222830499584,1098.5501444095842,3.1741076064277016,0.1344140794479372,0.2209142017569009,0.0296939790661296,1.5805828768143673,2.2401609610245314
CM_013-2,-83.1577589,41.309341,24.56,7.0,8.56,102.8,-35.25,-83.1577589,41.309341,-173.84450230814977,94.19222830499584,1098.5501444095842,3.1741076064277016,0.1344140794479372,0.2209142017569009,0.0296939790661296,1.5471591213274176,2.2401609610245314
CM_013-3,-83.1577589,41.309341,24.56,7.0,8.56,102.8,-39.92,-83.1577589,41.309341,-173.84450230814977,94.19222830499584,1098.5501444095842,3.1741076064277016,0.1344140794479372,0.2209142017569009,0.0296939790661296,1.6011905326153335,2.2401609610245314
CM_014-1,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-46.59,-77.4402867,35.3667814,-147.16008216234974,95.01932713976088,1098.6213221533487,3.109617071221753,0.1354395711535641,0.2164257354311069,0.0293126087933838,1.668292710448221,2.1677900216342536
CM_014-2,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-56.28,-77.4402867,35.3667814,-147.16008216234974,95.01932713976088,1098.6213221533487,3.109617071221753,0.1354395711535641,0.2164257354311069,0.0293126087933838,1.750354088762708,2.1677900216342536
CM_014-3,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-32.54,-77.4402867,35.3667814,-147.16008216234974,95.01932713976088,1098.6213221533487,3.109617071221753,0.1354395711535641,0.2164257354311069,0.0293126087933838,1.51241754860084,2.1677900216342536
CM_015-1,-106.046835,39.480297,11.05,6.5,7.86,71.4,-40.73,-106.04683500000002,39.480297,-82.84633787654879,97.28750145312377,1098.8205321316186,3.7866633031008,0.1384891043488489,0.2635473665834956,0.036498438751646,1.6099144100859977,1.9182733157105982
CM_015-2,-106.046835,39.480297,11.05,6.5,7.86,71.4,-33.1,-106.04683500000002,39.480297,-82.84633787654879,97.28750145312377,1098.8205321316186,3.7866633031008,0.1384891043488489,0.2635473665834956,0.036498438751646,1.5198279937757189,1.9182733157105982
CM_015-3,-106.046835,39.480297,11.05,6.5,7.86,71.4,-22.8,-106.04683500000002,39.480297,-82.84633787654879,97.28750145312377,1098.8205321316186,3.7866633031008,0.1384891043488489,0.2635473665834956,0.036498438751646,1.3579348470004537,1.9182733157105982
CM_016-1,-83.96496,43.40991,26.1,7.2,11.35,140.2,-3860.77,-83.96496,43.40991,-3720.346012096733,362.5980240233265,1155.0835564205856,3.2274657899957253,0.5195262972823873,0.2246278693421642,0.1167000852257664,3.586673929905294,3.570583333472235
CM_016-2,-83.96496,43.40991,26.1,7.2,11.35,140.2,-3462.55,-83.96496,43.40991,-3720.346012096733,362.5980240233265,1155.0835564205856,3.2274657899957253,0.5195262972823873,0.2246278693421642,0.1167000852257664,3.5393960534276854,3.570583333472235
CM_016-3,-83.96496,43.40991,26.1,7.2,11.35,140.2,-3840.88,-83.96496,43.40991,-3720.346012096733,362.5980240233265,1155.0835564205856,3.2274657899957253,0.5195262972823873,0.2246278693421642,0.1167000852257664,3.584430738784042,3.570583333472235
CM_017-1,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.54,-110.5660089,45.597409,-50.56428887903402,98.57286314114678,1098.9355537215374,1.1671971834199606,0.140226308877842,0.0812355679265459,0.0113913638399346,0.40483371661993806,1.7038439038324986
CM_017-2,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.85,-110.5660089,45.597409,-50.56428887903402,98.57286314114678,1098.9355537215374,1.1671971834199606,0.140226308877842,0.0812355679265459,0.0113913638399346,0.4548448600085102,1.7038439038324986
CM_017-3,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.5,-110.5660089,45.597409,-50.56428887903402,98.57286314114678,1098.9355537215374,1.1671971834199606,0.140226308877842,0.0812355679265459,0.0113913638399346,0.3979400086720376,1.7038439038324986
CM_018-1,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.78,-102.126046,41.316592,-121.20204394353368,95.75508295366694,1098.6868990772516,3.5373172466429765,0.1366384262465499,0.2461931707420994,0.0336394474028486,0.250420002308894,2.0835099438064484
CM_018-2,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.64,-102.126046,41.316592,-121.20204394353368,95.75508295366694,1098.6868990772516,3.5373172466429765,0.1366384262465499,0.2461931707420994,0.0336394474028486,0.21484384804769785,2.0835099438064484
CM_018-3,-102.126046,41.316592,20.47,8.0,8.26,91.71,-0.86,-102.126046,41.316592,-121.20204394353368,95.75508295366694,1098.6868990772516,3.5373172466429765,0.1366384262465499,0.2461931707420994,0.0336394474028486,-0.06550154875643228,2.0835099438064484
CM_020-1,-79.04489,33.82767,30.16,6.5,4.36,57.87,-18.49,-79.04489,33.82767,-477.53541023205423,130.79905893529545,1105.4164680185334,1.9400411691223944,0.1715679772254948,0.1350246114480494,0.0231658994618001,1.266936911159173,2.6790055809421682
CM_020-2,-79.04489,33.82767,30.16,6.5,4.36,57.87,-21.45,-79.04489,33.82767,-477.53541023205423,130.79905893529545,1105.4164680185334,1.9400411691223944,0.1715679772254948,0.1350246114480494,0.0231658994618001,1.331427296520743,2.6790055809421682
CM_020-3,-79.04489,33.82767,30.16,6.5,4.36,57.87,-15.72,-79.04489,33.82767,-477.53541023205423,130.79905893529545,1105.4164680185334,1.9400411691223944,0.1715679772254948,0.1350246114480494,0.0231658994618001,1.196452541703389,2.6790055809421682
CM_021-1,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.78,-111.0953268,32.3504894,-161.52458324688948,95.03772653507534,1098.626877778262,3.1043112745309167,0.1357099502864121,0.2160564581456529,0.0293210111940048,0.761927838420529,2.2082386291809595
CM_021-2,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-4.15,-111.0953268,32.3504894,-161.52458324688948,95.03772653507534,1098.626877778262,3.1043112745309167,0.1357099502864121,0.2160564581456529,0.0293210111940048,0.6180480967120927,2.2082386291809595
CM_021-3,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.71,-111.0953268,32.3504894,-161.52458324688948,95.03772653507534,1098.626877778262,3.1043112745309167,0.1357099502864121,0.2160564581456529,0.0293210111940048,0.756636108245848,2.2082386291809595
CM_022-1,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-6.39,-123.24972440000002,44.550507,-74.26805476837073,97.58033391868098,1098.8461372072363,4.135430720482344,0.1389718659163367,0.2878211736383146,0.0399990455507465,0.8055008581584001,1.8708020490074775
CM_022-2,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-4.79,-123.24972440000002,44.550507,-74.26805476837073,97.58033391868098,1098.8461372072363,4.135430720482344,0.1389718659163367,0.2878211736383146,0.0399990455507465,0.6803355134145632,1.8708020490074775
CM_022-3,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-9.54,-123.24972440000002,44.550507,-74.26805476837073,97.58033391868098,1098.8461372072363,4.135430720482344,0.1389718659163367,0.2878211736383146,0.0399990455507465,0.9795483747040951,1.8708020490074775
CM_023-1,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2228.76,-123.27687,44.55596,-2246.9533772453315,213.8056743487945,1115.8027938158834,2.174186642279326,0.3096612596795962,0.1513208643516082,0.0468582094709242,3.3480633047801924,3.351594061197434
CM_023-2,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2718.25,-123.27687,44.55596,-2246.9533772453315,213.8056743487945,1115.8027938158834,2.174186642279326,0.3096612596795962,0.1513208643516082,0.0468582094709242,3.4342893967038757,3.351594061197434
CM_023-3,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2289.87,-123.27687,44.55596,-2246.9533772453315,213.8056743487945,1115.8027938158834,2.174186642279326,0.3096612596795962,0.1513208643516082,0.0468582094709242,3.3598108273681695,3.351594061197434
CM_024-1,-84.41527,33.68401,23.66,6.0,7.27,85.82,-4.93,-84.41527,33.68401,-74.37274753072023,97.57789408636542,1098.846158103806,0.823697011624812,0.1389092592386706,0.0573283550451,0.0079634393326863,0.69284691927723,1.8714138257982231
CM_024-2,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.02,-84.41527,33.68401,-74.37274753072023,97.57789408636542,1098.846158103806,0.823697011624812,0.1389092592386706,0.0573283550451,0.0079634393326863,0.7007037171450193,1.8714138257982231
CM_024-3,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.3,-84.41527,33.68401,-74.37274753072023,97.57789408636542,1098.846158103806,0.823697011624812,0.1389092592386706,0.0573283550451,0.0079634393326863,0.724275869600789,1.8714138257982231
CM_027-1,-95.28318,29.33381,32.93,7.5,10.96,152.38,-3293.85,-95.28318,29.33381,-2620.1236723267534,253.26174317525565,1124.8813433831283,2.760942264260282,0.3644467194045003,0.1921583739539309,0.0700314889936132,3.517703817767683,3.418321790915725
CM_027-2,-95.28318,29.33381,32.93,7.5,10.96,152.38,-2717.18,-95.28318,29.33381,-2620.1236723267534,253.26174317525565,1124.8813433831283,2.760942264260282,0.3644467194045003,0.1921583739539309,0.0700314889936132,3.434118409274495,3.418321790915725
CM_027-3,-95.28318,29.33381,32.93,7.5,10.96,152.38,-1941.4,-95.28318,29.33381,-2620.1236723267534,253.26174317525565,1124.8813433831283,2.760942264260282,0.3644467194045003,0.1921583739539309,0.0700314889936132,3.288115025288103,3.418321790915725
CM_028-1,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-42.78,-96.57826799,28.83182444,-358.2930143795493,97.4203792491027,1098.8934526747694,3.8761737718294897,0.1373586115329906,0.2697771912145323,0.0370562204084982,1.6312407802355091,2.5542383408315046
CM_028-2,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-30.01,-96.57826799,28.83182444,-358.2930143795493,97.4203792491027,1098.8934526747694,3.8761737718294897,0.1373586115329906,0.2697771912145323,0.0370562204084982,1.4772659954248526,2.5542383408315046
CM_028-3,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-41.12,-96.57826799,28.83182444,-358.2930143795493,97.4203792491027,1098.8934526747694,3.8761737718294897,0.1373586115329906,0.2697771912145323,0.0370562204084982,1.6140531059872194,2.5542383408315046
CM_032-1,-96.798,46.804,15.02,7.6,9.38,93.04,-4001.81,-96.798,46.804,-4245.95412531972,413.5471502264292,1172.234009845674,4.13434041582113,0.5903605773195457,0.2877452897006006,0.1698734753486264,3.602256465132177,3.627975297595375
CM_032-2,-96.798,46.804,15.02,7.6,9.38,93.04,-3971.85,-96.798,46.804,-4245.95412531972,413.5471502264292,1172.234009845674,4.13434041582113,0.5903605773195457,0.2877452897006006,0.1698734753486264,3.5989928386646377,3.627975297595375
CM_032-3,-96.798,46.804,15.02,7.6,9.38,93.04,-4007.87,-96.798,46.804,-4245.95412531972,413.5471502264292,1172.234009845674,4.13434041582113,0.5903605773195457,0.2877452897006006,0.1698734753486264,3.6029136262328714,3.627975297595375
CM_033-1,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-4.36,-111.3042085,32.4712725,-150.71709763879778,95.13670479020313,1098.6349709875776,3.550265106264014,0.1358513344476621,0.2470943267290136,0.033568094020583,0.6394864892685861,2.178162522314573
CM_033-2,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.98,-111.3042085,32.4712725,-150.71709763879778,95.13670479020313,1098.6349709875776,3.550265106264014,0.1358513344476621,0.2470943267290136,0.033568094020583,0.4742162640762553,2.178162522314573
CM_033-3,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.16,-111.3042085,32.4712725,-150.71709763879778,95.13670479020313,1098.6349709875776,3.550265106264014,0.1358513344476621,0.2470943267290136,0.033568094020583,0.3344537511509309,2.178162522314573
CM_034-1,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1542.53,-84.37418,46.49794,-1938.4616083035228,185.25067658062895,1110.82222411675,3.921944223792568,0.2606263359523372,0.2729627614954516,0.0711412843799912,3.1882336191932925,3.2874572041221612
CM_034-2,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1776.15,-84.37418,46.49794,-1938.4616083035228,185.25067658062895,1110.82222411675,3.921944223792568,0.2606263359523372,0.2729627614954516,0.0711412843799912,3.249479640170859,3.2874572041221612
CM_034-3,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1842.39,-84.37418,46.49794,-1938.4616083035228,185.25067658062895,1110.82222411675,3.921944223792568,0.2606263359523372,0.2729627614954516,0.0711412843799912,3.265381567728317,3.2874572041221612
CM_035-1,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2420.28,-92.785556,45.084433,-2866.336427089819,278.48447217855653,1131.012954616756,1.4672524671759617,0.3925354025382301,0.1021190670743581,0.0400853491008616,3.383865612022011,3.4573271629817133
CM_035-2,-92.785556,45.084433,7.86,6.5,13.12,110.39,-3023.27,-92.785556,45.084433,-2866.336427089819,278.48447217855653,1131.012954616756,1.4672524671759617,0.3925354025382301,0.1021190670743581,0.0400853491008616,3.4804769345658073,3.4573271629817133
CM_035-3,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2757.22,-92.785556,45.084433,-2866.336427089819,278.48447217855653,1131.012954616756,1.4672524671759617,0.3925354025382301,0.1021190670743581,0.0400853491008616,3.4404714200681,3.4573271629817133
CM_037-1,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.16,-72.8972,41.3825,-55.28970556981145,98.34011964544209,1098.9144046922258,0.5898058929807736,0.1399544022680434,0.0410498049201318,0.0057451009108167,0.7895807121644255,1.7426442772285418
CM_037-2,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.7,-72.8972,41.3825,-55.28970556981145,98.34011964544209,1098.9144046922258,0.5898058929807736,0.1399544022680434,0.0410498049201318,0.0057451009108167,0.8260748027008264,1.7426442772285418
CM_037-3,-72.8972,41.3825,10.8,6.5,9.86,89.03,-8.2,-72.8972,41.3825,-55.28970556981145,98.34011964544209,1098.9144046922258,0.5898058929807736,0.1399544022680434,0.0410498049201318,0.0057451009108167,0.9138138523837167,1.7426442772285418
CM_038-1,-72.20667,41.52361,10.06,6.0,6.51,57.77,-4.09,-72.20667,41.52361,-49.83479289036713,98.59471998011514,1098.9374720713638,1.0983199411413358,0.140290913617258,0.0764417918849315,0.0107240888220773,0.6117233080073418,1.697532657705667
CM_038-2,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.29,-72.20667,41.52361,-49.83479289036713,98.59471998011514,1098.9374720713638,1.0983199411413358,0.140290913617258,0.0764417918849315,0.0107240888220773,0.7234556720351858,1.697532657705667
CM_038-3,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.01,-72.20667,41.52361,-49.83479289036713,98.59471998011514,1098.9374720713638,1.0983199411413358,0.140290913617258,0.0764417918849315,0.0107240888220773,0.6998377258672457,1.697532657705667
CM_039-1,-97.69147,30.24565,24.59,7.5,9.88,118.65,-16.39,-97.69147,30.24565,-80.24415738719979,97.37125685886942,1098.828098540088,3.889207850257786,0.1385974284179541,0.2706843479302634,0.0375161545361252,1.2145789535704992,1.9044134210535835
CM_039-2,-97.69147,30.24565,24.59,7.5,9.88,118.65,-9.11,-97.69147,30.24565,-80.24415738719979,97.37125685886942,1098.828098540088,3.889207850257786,0.1385974284179541,0.2706843479302634,0.0375161545361252,0.9595183769729982,1.9044134210535835
CM_039-3,-97.69147,30.24565,24.59,7.5,9.88,118.65,-7.18,-97.69147,30.24565,-80.24415738719979,97.37125685886942,1098.828098540088,3.889207850257786,0.1385974284179541,0.2706843479302634,0.0375161545361252,0.8561244442423004,1.9044134210535835
CM_040-1,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3601.52,-91.191226,30.438365,-3573.833553102576,347.95340333950634,1150.1566420259178,7.449517394665476,0.4931645961364609,0.5184777558845364,0.2556948730865359,3.556485830848241,3.5531343219098623
CM_040-2,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3105.59,-91.191226,30.438365,-3573.833553102576,347.95340333950634,1150.1566420259178,7.449517394665476,0.4931645961364609,0.5184777558845364,0.2556948730865359,3.4921441196182794,3.5531343219098623
CM_040-3,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3855.6,-91.191226,30.438365,-3573.833553102576,347.95340333950634,1150.1566420259178,7.449517394665476,0.4931645961364609,0.5184777558845364,0.2556948730865359,3.586091971599143,3.5531343219098623
CM_041-1,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-73.38,-80.8599379,37.3724372,-100.49781001287444,96.53704558151205,1098.754303911998,1.2981744533783597,0.1374349147593293,0.0903514337474033,0.0124174415954575,1.8655777074199291,2.0021565979785287
CM_041-2,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-56.24,-80.8599379,37.3724372,-100.49781001287444,96.53704558151205,1098.754303911998,1.2981744533783597,0.1374349147593293,0.0903514337474033,0.0124174415954575,1.7500453120117676,2.0021565979785287
CM_041-3,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-47.2,-80.8599379,37.3724372,-100.49781001287444,96.53704558151205,1098.754303911998,1.2981744533783597,0.1374349147593293,0.0903514337474033,0.0124174415954575,1.6739419986340878,2.0021565979785287
