Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-236.64522113521457,179.76144078479624,1374.918160785332,2.466421180183201,0.1386448096964498,0.1687404758604654,0.0233949911637625,1.6183619311098782,2.3740977386558537
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-236.64522113521457,179.76144078479624,1374.918160785332,2.466421180183201,0.1386448096964498,0.1687404758604654,0.0233949911637625,1.6796095717797561,2.3740977386558537
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-236.64522113521457,179.76144078479624,1374.918160785332,2.466421180183201,0.1386448096964498,0.1687404758604654,0.0233949911637625,1.6264430253312947,2.3740977386558537
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-234.69002264840688,176.81343457368504,1374.533981724931,0.5249039431327942,0.1374738225758587,0.0359113609049867,0.0049368720575097,1.9205407165024797,2.370494626876624
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-234.69002264840688,176.81343457368504,1374.533981724931,0.5249039431327942,0.1374738225758587,0.0359113609049867,0.0049368720575097,2.239949807908753,2.370494626876624
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-93.40877479073762,190.7717984194996,1376.4118012334152,0.581278530217016,0.1474679827421117,0.039768234470402,0.0058645413145654,0.8241258339165489,1.9703876756326297
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-93.40877479073762,190.7717984194996,1376.4118012334152,0.581278530217016,0.1474679827421117,0.039768234470402,0.0058645413145654,0.9074113607745862,1.9703876756326297
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-93.40877479073762,190.7717984194996,1376.4118012334152,0.581278530217016,0.1474679827421117,0.039768234470402,0.0058645413145654,0.9960736544852753,1.9703876756326297
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-90.30333979924222,191.19863186480987,1376.4725838070958,0.7399205660410918,0.1479925207523242,0.0506217467705352,0.0074916399094573,0.8585371975696391,1.9557038126563544
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-90.30333979924222,191.19863186480987,1376.4725838070958,0.7399205660410918,0.1479925207523242,0.0506217467705352,0.0074916399094573,1.2521245525056444,1.9557038126563544
CM_004-3,-73.19778,42.72306,14.89,6.5,11.31,111.85,-9.84,-73.19778,42.72306,-90.30333979924222,191.19863186480987,1376.4725838070958,0.7399205660410918,0.1479925207523242,0.0506217467705352,0.0074916399094573,0.9929950984313415,1.9557038126563544
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-3657.26,-119.8217832,38.9745676,-2347.2171915927465,636.2935213082029,1518.1356046718795,5.138553718149412,0.4399350441807831,0.3515547168511951,0.1546612398898932,3.5631558360699276,3.370553277389853
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2199.18,-119.8217832,38.9745676,-2347.2171915927465,636.2935213082029,1518.1356046718795,5.138553718149412,0.4399350441807831,0.3515547168511951,0.1546612398898932,3.3422607772495927,3.370553277389853
CM_006-3,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2196.81,-119.8217832,38.9745676,-2347.2171915927465,636.2935213082029,1518.1356046718795,5.138553718149412,0.4399350441807831,0.3515547168511951,0.1546612398898932,3.3417924968295583,3.370553277389853
CM_007-1,-121.580361,39.007299,13.15,6.5,10.53,100.23,-2.13,-121.580361,39.007299,-107.75646516823647,189.1710802732999,1376.1910731038265,4.796002880312282,0.1461184985128638,0.3281190636677656,0.0479442649165806,0.3283796034387377,2.0324433363980337
CM_007-2,-121.580361,39.007299,13.15,6.5,10.53,100.23,-1.78,-121.580361,39.007299,-107.75646516823647,189.1710802732999,1376.1910731038265,4.796002880312282,0.1461184985128638,0.3281190636677656,0.0479442649165806,0.250420002308894,2.0324433363980337
CM_007-3,-121.580361,39.007299,13.15,6.5,10.53,100.23,-6.94,-121.580361,39.007299,-107.75646516823647,189.1710802732999,1376.1910731038265,4.796002880312282,0.1461184985128638,0.3281190636677656,0.0479442649165806,0.8413594704548549,2.0324433363980337
CM_008-1,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2719.07,-117.611779,33.94849,-3302.7096533760296,910.2148939123532,1650.3951322797943,3.9256487072337856,0.6326209085232757,0.268573687349882,0.1699053300967285,3.434420388250395,3.5188703958291323
CM_008-2,-117.611779,33.94849,29.98,9.5,18.88,249.65,-3664.98,-117.611779,33.94849,-3302.7096533760296,910.2148939123532,1650.3951322797943,3.9256487072337856,0.6326209085232757,0.268573687349882,0.1699053300967285,3.564071609014435,3.5188703958291323
CM_008-3,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2756.74,-117.611779,33.94849,-3302.7096533760296,910.2148939123532,1650.3951322797943,3.9256487072337856,0.6326209085232757,0.268573687349882,0.1699053300967285,3.440395807857696,3.5188703958291323
CM_010-1,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-6.64,-79.8466751,33.666607,-196.81663316619876,183.55284458224185,1375.423970837204,3.4762706060357536,0.1421878891405996,0.2378294352137582,0.0338164653685452,0.8221680793680175,2.2940617982977995
CM_010-2,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-4.16,-79.8466751,33.666607,-196.81663316619876,183.55284458224185,1375.423970837204,3.4762706060357536,0.1421878891405996,0.2378294352137582,0.0338164653685452,0.6190933306267428,2.2940617982977995
CM_010-3,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-5.69,-79.8466751,33.666607,-196.81663316619876,183.55284458224185,1375.423970837204,3.4762706060357536,0.1421878891405996,0.2378294352137582,0.0338164653685452,0.7551122663950712,2.2940617982977995
CM_014-1,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-46.59,-77.4402867,35.3667814,-225.34678866270676,177.12690059509995,1374.5736752701189,3.3465303637915724,0.1380441530574586,0.2289532422948711,0.0316056564223545,1.668292710448221,2.35285137347421
CM_014-2,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-56.28,-77.4402867,35.3667814,-225.34678866270676,177.12690059509995,1374.5736752701189,3.3465303637915724,0.1380441530574586,0.2289532422948711,0.0316056564223545,1.750354088762708,2.35285137347421
CM_014-3,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-32.54,-77.4402867,35.3667814,-225.34678866270676,177.12690059509995,1374.5736752701189,3.3465303637915724,0.1380441530574586,0.2289532422948711,0.0316056564223545,1.51241754860084,2.35285137347421
CM_015-1,-106.046835,39.480297,11.05,6.5,7.86,71.4,-40.73,-106.04683500000002,39.480297,-104.00940638085862,189.2572654826673,1376.1986650647489,3.5979401826650266,0.146606668975237,0.2461534726584252,0.0360877406831387,1.6099144100859977,2.0170726177081124
CM_015-2,-106.046835,39.480297,11.05,6.5,7.86,71.4,-33.1,-106.04683500000002,39.480297,-104.00940638085862,189.2572654826673,1376.1986650647489,3.5979401826650266,0.146606668975237,0.2461534726584252,0.0360877406831387,1.5198279937757189,2.0170726177081124
CM_015-3,-106.046835,39.480297,11.05,6.5,7.86,71.4,-22.8,-106.04683500000002,39.480297,-104.00940638085862,189.2572654826673,1376.1986650647489,3.5979401826650266,0.146606668975237,0.2461534726584252,0.0360877406831387,1.3579348470004537,2.0170726177081124
S19S_0019-D,-84.278999,35.9563807,18.3,8.0,11.46,121.9,-4.6,-84.278999,35.9563807,-124.349911219444,187.0504014122275,1375.899895253769,1.06321128824544,0.1450773646343004,0.0727397170281468,0.0105528864506882,0.6627578316815741,2.094645479538248
S19S_0019-M,-84.2789099,35.956601,18.3,8.0,11.46,121.9,-36.16,-84.2789099,35.956601,-124.349911219444,187.0504014122275,1375.899895253769,1.06321128824544,0.1450773646343004,0.0727397170281468,0.0105528864506882,1.5582284218033258,2.094645479538248
S19S_0019-U,-84.2786976,35.9572803,18.3,8.0,11.46,121.9,-11.18,-84.2786976,35.9572803,-124.349911219444,187.0504014122275,1375.899895253769,1.06321128824544,0.1450773646343004,0.0727397170281468,0.0105528864506882,1.0484418035504044,2.094645479538248
S19S_0006-D,-76.717163,39.311369,25.7,7.5,,,-1575.97,-76.717163,39.311369,-272.18628413585645,178.8098348990531,1374.798378980931,0.8365625549820581,0.1386578534090164,0.0572335190554249,0.0079358768952692,3.197547946047912,2.4348662366858553
S19S_0006-M,-76.717316,39.31162,25.7,7.5,,,-3.28,-76.717316,39.31162,-272.18628413585645,178.8098348990531,1374.798378980931,0.8365625549820581,0.1386578534090164,0.0572335190554249,0.0079358768952692,0.5158738437116791,2.4348662366858553
S19S_0006-U,-76.717476,39.311813,25.7,7.5,,,-47.48,-76.717476,39.311813,-272.18628413585645,178.8098348990531,1374.798378980931,0.8365625549820581,0.1386578534090164,0.0572335190554249,0.0079358768952692,1.6765107102825536,2.4348662366858553
