Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
CM_014-3,-77.4402867,35.3667814,27.92,6.5,5.15,65.74,-32.54,-77.4402867,35.3667814,-152.683339935095,114.81743081404696,1207.680360185665,3.289263591707578,0.1526901853870544,0.2258201714216535,0.0344805238385086
CM_015-1,-106.046835,39.480297,11.05,6.5,7.86,71.4,-40.73,-106.04683500000002,39.480297,-98.38758934060569,116.90344050498412,1207.879854968326,3.6408329643662114,0.1555655050978477,0.2499567156014895,0.0388846427151447
CM_015-2,-106.046835,39.480297,11.05,6.5,7.86,71.4,-33.1,-106.04683500000002,39.480297,-98.38758934060569,116.90344050498412,1207.879854968326,3.6408329643662114,0.1555655050978477,0.2499567156014895,0.0388846427151447
CM_015-3,-106.046835,39.480297,11.05,6.5,7.86,71.4,-22.8,-106.04683500000002,39.480297,-98.38758934060569,116.90344050498412,1207.879854968326,3.6408329643662114,0.1555655050978477,0.2499567156014895,0.0388846427151447
CM_016-1,-83.96496,43.40991,26.1,7.2,11.35,140.2,-3860.77,-83.96496,43.40991,-3386.983685861982,374.8265136845501,1264.3920959023212,3.346181938403637,0.5186556893975991,0.2297278274819174,0.1191496447364465
CM_016-2,-83.96496,43.40991,26.1,7.2,11.35,140.2,-3462.55,-83.96496,43.40991,-3386.983685861982,374.8265136845501,1264.3920959023212,3.346181938403637,0.5186556893975991,0.2297278274819174,0.1191496447364465
CM_016-3,-83.96496,43.40991,26.1,7.2,11.35,140.2,-3840.88,-83.96496,43.40991,-3386.983685861982,374.8265136845501,1264.3920959023212,3.346181938403637,0.5186556893975991,0.2297278274819174,0.1191496447364465
CM_017-1,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.54,-110.5660089,45.597409,-75.08066872506184,118.02054707232408,1207.988842566318,1.0728057233596855,0.1569894653914631,0.073652100416023,0.0115626038692697
CM_017-2,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.85,-110.5660089,45.597409,-75.08066872506184,118.02054707232408,1207.988842566318,1.0728057233596855,0.1569894653914631,0.073652100416023,0.0115626038692697
CM_017-3,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.5,-110.5660089,45.597409,-75.08066872506184,118.02054707232408,1207.988842566318,1.0728057233596855,0.1569894653914631,0.073652100416023,0.0115626038692697
CM_018-1,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.78,-102.126046,41.316592,-139.13203851381695,115.30589949778998,1207.72965347664,3.5599055342846304,0.1536151407361839,0.2444007467275418,0.0375436551045797
CM_018-2,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.64,-102.126046,41.316592,-139.13203851381695,115.30589949778998,1207.72965347664,3.5599055342846304,0.1536151407361839,0.2444007467275418,0.0375436551045797
CM_018-3,-102.126046,41.316592,20.47,8.0,8.26,91.71,-0.86,-102.126046,41.316592,-139.13203851381695,115.30589949778998,1207.72965347664,3.5599055342846304,0.1536151407361839,0.2444007467275418,0.0375436551045797
CM_020-1,-79.04489,33.82767,30.16,6.5,4.36,57.87,-18.49,-79.04489,33.82767,-286.8688071585753,121.8170660111238,1208.5223846108145,2.1335767418484948,0.1657895845537457,0.1464779736109132,0.0242845223912277
CM_020-2,-79.04489,33.82767,30.16,6.5,4.36,57.87,-21.45,-79.04489,33.82767,-286.8688071585753,121.8170660111238,1208.5223846108145,2.1335767418484948,0.1657895845537457,0.1464779736109132,0.0242845223912277
CM_020-3,-79.04489,33.82767,30.16,6.5,4.36,57.87,-15.72,-79.04489,33.82767,-286.8688071585753,121.8170660111238,1208.5223846108145,2.1335767418484948,0.1657895845537457,0.1464779736109132,0.0242845223912277
CM_021-1,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.78,-111.0953268,32.3504894,-192.41708336150003,115.36745407794191,1207.7345766955582,3.230335362427181,0.1537233421840384,0.2217745294514502,0.0340919218785693
CM_021-2,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-4.15,-111.0953268,32.3504894,-192.41708336150003,115.36745407794191,1207.7345766955582,3.230335362427181,0.1537233421840384,0.2217745294514502,0.0340919218785693
CM_021-3,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.71,-111.0953268,32.3504894,-192.41708336150003,115.36745407794191,1207.7345766955582,3.230335362427181,0.1537233421840384,0.2217745294514502,0.0340919218785693
CM_022-1,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-6.39,-123.24972440000002,44.550507,-93.95906444834176,117.24054438258176,1207.9131765696666,4.31681790454928,0.1558907517356463,0.296365594310827,0.0462006552856963
CM_022-2,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-4.79,-123.24972440000002,44.550507,-93.95906444834176,117.24054438258176,1207.9131765696666,4.31681790454928,0.1558907517356463,0.296365594310827,0.0462006552856963
CM_022-3,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-9.54,-123.24972440000002,44.550507,-93.95906444834176,117.24054438258176,1207.9131765696666,4.31681790454928,0.1558907517356463,0.296365594310827,0.0462006552856963
CM_023-1,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2228.76,-123.27687,44.55596,-2064.0225534215183,228.86518345458796,1224.7515952495007,2.379675716388461,0.3077922678522469,0.163373582937394,0.0502851255994476
CM_023-2,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2718.25,-123.27687,44.55596,-2064.0225534215183,228.86518345458796,1224.7515952495007,2.379675716388461,0.3077922678522469,0.163373582937394,0.0502851255994476
CM_023-3,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2289.87,-123.27687,44.55596,-2064.0225534215183,228.86518345458796,1224.7515952495007,2.379675716388461,0.3077922678522469,0.163373582937394,0.0502851255994476
CM_024-1,-84.41527,33.68401,23.66,6.0,7.27,85.82,-4.93,-84.41527,33.68401,-96.69944456988868,117.14458542233952,1207.9040790481165,1.030602807606487,0.1557257885865427,0.0707547133857141,0.011018333538205
CM_024-2,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.02,-84.41527,33.68401,-96.69944456988868,117.14458542233952,1207.9040790481165,1.030602807606487,0.1557257885865427,0.0707547133857141,0.011018333538205
CM_024-3,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.3,-84.41527,33.68401,-96.69944456988868,117.14458542233952,1207.9040790481165,1.030602807606487,0.1557257885865427,0.0707547133857141,0.011018333538205
CM_027-1,-95.28318,29.33381,32.93,7.5,10.96,152.38,-3293.85,-95.28318,29.33381,-2644.6752718570237,279.1177818246978,1235.1027770737442,2.946366378358463,0.3825423673420891,0.2022790032119309,0.07738028875229
CM_027-2,-95.28318,29.33381,32.93,7.5,10.96,152.38,-2717.18,-95.28318,29.33381,-2644.6752718570237,279.1177818246978,1235.1027770737442,2.946366378358463,0.3825423673420891,0.2022790032119309,0.07738028875229
CM_027-3,-95.28318,29.33381,32.93,7.5,10.96,152.38,-1941.4,-95.28318,29.33381,-2644.6752718570237,279.1177818246978,1235.1027770737442,2.946366378358463,0.3825423673420891,0.2022790032119309,0.07738028875229
CM_028-1,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-42.78,-96.57826799,28.83182444,-192.17150421843692,113.098457612477,1207.5168551565378,4.041405255303197,0.1507687277166768,0.2774574922598888,0.0418319131034831
CM_028-2,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-30.01,-96.57826799,28.83182444,-192.17150421843692,113.098457612477,1207.5168551565378,4.041405255303197,0.1507687277166768,0.2774574922598888,0.0418319131034831
CM_028-3,-96.57826799,28.83182444,33.25,8.0,8.1,113.29,-41.12,-96.57826799,28.83182444,-192.17150421843692,113.098457612477,1207.5168551565378,4.041405255303197,0.1507687277166768,0.2774574922598888,0.0418319131034831
CM_032-1,-96.798,46.804,15.02,7.6,9.38,93.04,-4001.81,-96.798,46.804,-3729.688444567134,406.5323509548878,1274.384212426106,4.13799955594706,0.5561446186393801,0.2840890500300668,0.1579945963885952
CM_032-2,-96.798,46.804,15.02,7.6,9.38,93.04,-3971.85,-96.798,46.804,-3729.688444567134,406.5323509548878,1274.384212426106,4.13799955594706,0.5561446186393801,0.2840890500300668,0.1579945963885952
CM_032-3,-96.798,46.804,15.02,7.6,9.38,93.04,-4007.87,-96.798,46.804,-3729.688444567134,406.5323509548878,1274.384212426106,4.13799955594706,0.5561446186393801,0.2840890500300668,0.1579945963885952
CM_033-1,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-4.36,-111.3042085,32.4712725,-181.8820986505658,114.92931188034716,1207.6944065398748,3.6415270888955584,0.1532193890056506,0.2500043698304178,0.0383055167941592
CM_033-2,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.98,-111.3042085,32.4712725,-181.8820986505658,114.92931188034716,1207.6944065398748,3.6415270888955584,0.1532193890056506,0.2500043698304178,0.0383055167941592
CM_033-3,-111.3042085,32.4712725,28.8,7.5,6.33,82.03,-2.16,-111.3042085,32.4712725,-181.8820986505658,114.92931188034716,1207.6944065398748,3.6415270888955584,0.1532193890056506,0.2500043698304178,0.0383055167941592
CM_034-1,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1542.53,-84.37418,46.49794,-1997.6416555829608,212.15981717844423,1221.3502815869786,4.069437250325046,0.2849164282178763,0.279381992910151,0.0796005195283522
CM_034-2,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1776.15,-84.37418,46.49794,-1997.6416555829608,212.15981717844423,1221.3502815869786,4.069437250325046,0.2849164282178763,0.279381992910151,0.0796005195283522
CM_034-3,-84.37418,46.49794,20.7,6.5,6.22,69.32,-1842.39,-84.37418,46.49794,-1997.6416555829608,212.15981717844423,1221.3502815869786,4.069437250325046,0.2849164282178763,0.279381992910151,0.0796005195283522
CM_035-1,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2420.28,-92.785556,45.084433,-2907.8904410459104,312.80574756540415,1243.0697951087006,1.5329146622162153,0.4242116929687565,0.105240289245632,0.0446441612694111
CM_035-2,-92.785556,45.084433,7.86,6.5,13.12,110.39,-3023.27,-92.785556,45.084433,-2907.8904410459104,312.80574756540415,1243.0697951087006,1.5329146622162153,0.4242116929687565,0.105240289245632,0.0446441612694111
CM_035-3,-92.785556,45.084433,7.86,6.5,13.12,110.39,-2757.22,-92.785556,45.084433,-2907.8904410459104,312.80574756540415,1243.0697951087006,1.5329146622162153,0.4242116929687565,0.105240289245632,0.0446441612694111
CM_037-1,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.16,-72.8972,41.3825,-86.28842407760229,117.39378302973164,1207.9273244320543,0.6068769257646334,0.1562575449041035,0.0416643566522044,0.0065103700804823
CM_037-2,-72.8972,41.3825,10.8,6.5,9.86,89.03,-6.7,-72.8972,41.3825,-86.28842407760229,117.39378302973164,1207.9273244320543,0.6068769257646334,0.1562575449041035,0.0416643566522044,0.0065103700804823
CM_037-3,-72.8972,41.3825,10.8,6.5,9.86,89.03,-8.2,-72.8972,41.3825,-86.28842407760229,117.39378302973164,1207.9273244320543,0.6068769257646334,0.1562575449041035,0.0416643566522044,0.0065103700804823
CM_038-1,-72.20667,41.52361,10.06,6.0,6.51,57.77,-4.09,-72.20667,41.52361,-77.27613478573812,117.85489411182564,1207.9724121502366,1.032030747865849,0.1568186548332263,0.0708527467920248,0.0111110324431644
CM_038-2,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.29,-72.20667,41.52361,-77.27613478573812,117.85489411182564,1207.9724121502366,1.032030747865849,0.1568186548332263,0.0708527467920248,0.0111110324431644
CM_038-3,-72.20667,41.52361,10.06,6.0,6.51,57.77,-5.01,-72.20667,41.52361,-77.27613478573812,117.85489411182564,1207.9724121502366,1.032030747865849,0.1568186548332263,0.0708527467920248,0.0111110324431644
CM_039-1,-97.69147,30.24565,24.59,7.5,9.88,118.65,-16.39,-97.69147,30.24565,-103.52335383151537,116.84598518092692,1207.8751538038307,3.99956976514744,0.1553625112619761,0.274585330362527,0.0426602664808215
CM_039-2,-97.69147,30.24565,24.59,7.5,9.88,118.65,-9.11,-97.69147,30.24565,-103.52335383151537,116.84598518092692,1207.8751538038307,3.99956976514744,0.1553625112619761,0.274585330362527,0.0426602664808215
CM_039-3,-97.69147,30.24565,24.59,7.5,9.88,118.65,-7.18,-97.69147,30.24565,-103.52335383151537,116.84598518092692,1207.8751538038307,3.99956976514744,0.1553625112619761,0.274585330362527,0.0426602664808215
CM_040-1,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3601.52,-91.191226,30.438365,-3510.6162337797127,375.35097540781805,1260.624896004896,7.601522046531751,0.5093629754976859,0.5218727425618511,0.2658226529824423
CM_040-2,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3105.59,-91.191226,30.438365,-3510.6162337797127,375.35097540781805,1260.624896004896,7.601522046531751,0.5093629754976859,0.5218727425618511,0.2658226529824423
CM_040-3,-91.191226,30.438365,22.7,7.75,8.1,93.9,-3855.6,-91.191226,30.438365,-3510.6162337797127,375.35097540781805,1260.624896004896,7.601522046531751,0.5093629754976859,0.5218727425618511,0.2658226529824423
CM_041-1,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-73.38,-80.8599379,37.3724372,-127.41133007220284,115.5944179919016,1207.7537406849428,1.466514522921642,0.1538341230672017,0.1006816728806425,0.0154882768565324
CM_041-2,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-56.24,-80.8599379,37.3724372,-127.41133007220284,115.5944179919016,1207.7537406849428,1.466514522921642,0.1538341230672017,0.1006816728806425,0.0154882768565324
CM_041-3,-80.8599379,37.3724372,15.97,6.0,9.8,99.22,-47.2,-80.8599379,37.3724372,-127.41133007220284,115.5944179919016,1207.7537406849428,1.466514522921642,0.1538341230672017,0.1006816728806425,0.0154882768565324
CM_042-1,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-11.88,-80.5627036,37.0421794,-98.6397236191494,117.0546104955424,1207.8954232211531,0.5070280583221136,0.1556138273995609,0.0348093607744121,0.0054168178594383
CM_042-2,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-8.82,-80.5627036,37.0421794,-98.6397236191494,117.0546104955424,1207.8954232211531,0.5070280583221136,0.1556138273995609,0.0348093607744121,0.0054168178594383
CM_042-3,-80.5627036,37.0421794,14.49,6.0,9.95,97.59,-8.79,-80.5627036,37.0421794,-98.6397236191494,117.0546104955424,1207.8954232211531,0.5070280583221136,0.1556138273995609,0.0348093607744121,0.0054168178594383
CM_044-1,-72.33026,42.47158,1.8,7.0,12.88,92.59,-6.87,-72.33026,42.47158,-85.39999245948334,117.45255227454273,1207.9332275068282,2.084431450464457,0.1563155501394215,0.1431039666894584,0.022369375280196
CM_044-2,-72.33026,42.47158,1.8,7.0,12.88,92.59,-7.34,-72.33026,42.47158,-85.39999245948334,117.45255227454273,1207.9332275068282,2.084431450464457,0.1563155501394215,0.1431039666894584,0.022369375280196
CM_044-3,-72.33026,42.47158,1.8,7.0,12.88,92.59,-11.78,-72.33026,42.47158,-85.39999245948334,117.45255227454273,1207.9332275068282,2.084431450464457,0.1563155501394215,0.1431039666894584,0.022369375280196
CM_050-1,-121.92941,45.79232,5.17,6.5,11.74,92.34,-10.54,-121.92941,45.79232,-147.23937481477282,116.26312147335732,1207.8226949762427,5.919914026427587,0.1551564148236188,0.4064241016194534,0.0630593065051845
CM_050-2,-121.92941,45.79232,5.17,6.5,11.74,92.34,-12.27,-121.92941,45.79232,-147.23937481477282,116.26312147335732,1207.8226949762427,5.919914026427587,0.1551564148236188,0.4064241016194534,0.0630593065051845
CM_050-3,-121.92941,45.79232,5.17,6.5,11.74,92.34,-7.84,-121.92941,45.79232,-147.23937481477282,116.26312147335732,1207.8226949762427,5.919914026427587,0.1551564148236188,0.4064241016194534,0.0630593065051845
CM_051-1,-121.928947,45.792427,5.05,6.5,11.89,93.19,-1.94,-121.928947,45.792427,-142.29802632944816,116.504658073207,1207.8462740623634,5.919182756660132,0.1554841161955043,0.4063738972318639,0.063184686256019
CM_051-2,-121.928947,45.792427,5.05,6.5,11.89,93.19,-2.15,-121.928947,45.792427,-142.29802632944816,116.504658073207,1207.8462740623634,5.919182756660132,0.1554841161955043,0.4063738972318639,0.063184686256019
CM_051-3,-121.928947,45.792427,5.05,6.5,11.89,93.19,-3.19,-121.928947,45.792427,-142.29802632944816,116.504658073207,1207.8462740623634,5.919182756660132,0.1554841161955043,0.4063738972318639,0.063184686256019
CM_056-1,-87.40916,32.96328,13.94,6.5,9.05,87.68,-1.16,-87.40916,32.96328,-71.80158894034639,118.12163845030024,1207.9986066147353,1.0952479540946511,0.1571556951704133,0.0751928429714177,0.0118169835090128
CM_056-2,-87.40916,32.96328,13.94,6.5,9.05,87.68,-1.58,-87.40916,32.96328,-71.80158894034639,118.12163845030024,1207.9986066147353,1.0952479540946511,0.1571556951704133,0.0751928429714177,0.0118169835090128
CM_056-3,-87.40916,32.96328,13.94,6.5,9.05,87.68,-1.65,-87.40916,32.96328,-71.80158894034639,118.12163845030024,1207.9986066147353,1.0952479540946511,0.1571556951704133,0.0751928429714177,0.0118169835090128
CM_062-1,-71.23459,43.08808,7.34,6.0,10.35,85.97,-3.04,-71.23459,43.08808,-74.1904747380925,117.99762063154164,1207.9864288961762,0.7269220098478284,0.1569993318945306,0.0499058978696174,0.0078351926231265
CM_062-2,-71.23459,43.08808,7.34,6.0,10.35,85.97,-3.3,-71.23459,43.08808,-74.1904747380925,117.99762063154164,1207.9864288961762,0.7269220098478284,0.1569993318945306,0.0499058978696174,0.0078351926231265
CM_062-3,-71.23459,43.08808,7.34,6.0,10.35,85.97,-2.5,-71.23459,43.08808,-74.1904747380925,117.99762063154164,1207.9864288961762,0.7269220098478284,0.1569993318945306,0.0499058978696174,0.0078351926231265
