Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate
S19S_0038-M,-75.7840693,39.8595115,19.5,6.5,8.62,,-3.59,-75.7840693,39.8595115,-141.2743840556966,225.008533512543,1374.9483644235984,0.5619211685910098,0.0940817653446671,0.0382448886432918,0.003598146638971,0.5550944485783191,2.150063422487046,-3.59,-141.2743840556966
S19S_0038-U,-75.784143,39.8595761,19.5,6.5,8.62,,-10.78,-75.784143,39.8595761,-146.21410382794537,224.1937196300702,1374.8087612854138,0.5619211685910098,0.0938769299502615,0.0382448886432918,0.0035903127321218,1.0326187608507198,2.1649892667341635,-10.78,-146.21410382794537
S19S_0059-D,-117.3915976,48.16874998,11.0,6.5,,,-1413.77,-117.3915976,48.16874998,-169.36759425640497,222.0486573483824,1374.5916564558725,2.145215696536316,0.0933355322978701,0.1460054185813882,0.0136274934616671,3.150378761755404,2.2288303187342366,-1413.77,-169.36759425640497
S19S_0059-M,-117.3913007,48.16841972,11.0,6.5,,,-42.76,-117.39130070000002,48.16841972,-189.87197295263817,219.60567983386835,1374.1980560735317,2.145215696536316,0.0924044626127869,0.1460054185813882,0.0134915522425681,1.6310376965367404,2.2784608631555305,-42.76,-189.87197295263817
S19S_0059-U,-117.3903992,48.16859001,11.0,6.5,,,-19.87,-117.3903992,48.16859001,-174.48417856049593,221.35668633826907,1374.4834036199106,2.145215696536316,0.0930691158351797,0.1460054185813882,0.013588595214515,1.298197867109815,2.241756053212757,-19.87,-174.48417856049593
S19S_0061-D,-89.6407,43.1095,16.9,7.5,7.56,,-1953.6,-89.6407,43.1095,-999.0192910679768,365.7714304954335,1410.2505449071325,1.542940134233264,0.1641506135010546,0.105013971559357,0.0172381078576507,3.290835646600807,2.9995738745357743,-1953.6,-999.0192910679768
S19S_0061-M,-89.6405,43.1095,16.9,7.5,7.56,,-1939.15,-89.6405,43.1095,-979.8454443448852,370.9819386713191,1415.9411281353905,1.542940134233264,0.1662371622970729,0.105013971559357,0.017457224633573,3.28761140456744,2.9911575777724204,-1939.15,-979.8454443448852
S19S_0063-D,-97.709399,30.250335,24.0,7.5,,,-1.29,-97.709399,30.250335,-144.51876102584947,226.15786317626777,1375.257259451034,4.114412658100768,0.093974223666378,0.280030834816519,0.02631568030453,0.11058971029924898,2.1599242296608385,-1.29,-144.51876102584947
S19S_0063-M,-97.70953,30.250384,24.0,7.5,,,-2.02,-97.70953,30.250384000000004,-132.9936856263518,227.9701552949517,1375.524385575441,4.114412658100768,0.0952436075446108,0.280030834816519,0.0266711469316542,0.3053513694466238,2.123831021698428,-2.02,-132.9936856263518
S19S_0063-U,-97.709566,30.250278,24.0,7.5,,,-1.67,-97.709566,30.250278,-133.17590005607727,227.9185716597672,1375.516396009385,4.114412658100768,0.0952249265918719,0.280030834816519,0.0266659156888636,0.22271647114758325,2.1244256406028548,-1.67,-133.17590005607727
S19S_0064-D,-78.00803,40.61043,23.5,7.7,,,-74.17,-78.00803,40.61043,-223.24861694217407,213.9423238883092,1373.023823737262,0.3336125700839161,0.090345024035976,0.022705988501651,0.0020513730769422,1.8702282790117946,2.348788777051099,-74.17,-223.24861694217407
S19S_0064-M,-78.00808,40.64061,23.5,7.7,,,-64.33,-78.00808,40.64061,-188.0157627324473,217.40139239372465,1373.5288218550752,1.0397371276851908,0.0906910001951047,0.0707654968157262,0.0064177936855216,1.808413551400368,2.274194260863427,-64.33,-188.0157627324473
S19S_0064-U,-78.00688,40.61507,23.5,7.7,,,-24.54,-78.00688,40.61507,-225.2251330092392,213.3092741023269,1372.837361560517,0.3336125700839161,0.0894875572661176,0.022705988501651,0.0020319034463252,1.3898745583909855,2.352616852068255,-24.54,-225.2251330092392
S19S_0067-D,-85.35412,42.3921,20.63,7.5,9.17,,-988.01,-85.35412,42.3921,-1132.5026068162092,368.0234902042971,1412.4552575066086,1.281741869195582,0.1726880675704935,0.0872365694635517,0.0150647146021398,2.9947613402585196,3.0540392103533835,-988.01,-1132.5026068162092
S19S_0067-M,-85.354,42.39201,20.63,7.5,9.17,,-1821.88,-85.354,42.39201,-1183.3056195856796,376.4802146274325,1414.701955976475,1.281741869195582,0.1757131117554108,0.0872365694635517,0.0153286090793076,3.2605197683262737,3.0730969270098356,-1821.88,-1183.3056195856796
S19S_0067-U,-85.35402,42.39193,20.63,7.5,9.17,,-2260.74,-85.35402,42.39193,-1402.6329230255624,440.3417447624108,1438.0237670743904,1.281741869195582,0.1977258892812463,0.0872365694635517,0.0172489282750259,3.3542506184894902,3.1469440285742576,-2260.74,-1402.6329230255624
S19S_0068-U,-122.257915,44.207269,14.7,6.0,,,-2.71,-122.257915,44.207269,-104.62245195329248,232.294904835248,1376.3286833049772,5.1929554031899885,0.097575438961541,0.3534374788238925,0.0344868171417016,0.4329692908744057,2.0196248940254495,-2.71,-104.62245195329248
S19S_0069-D,-123.735151,39.362202,15.0,6.5,,,-0.99,-123.735151,39.362202,-96.3925171089277,233.82946859032268,1376.6466113905835,2.873913401508414,0.0981229871265991,0.1956012767533811,0.0191929815608183,-0.004364805402450088,1.9840433212011996,-0.99,-96.3925171089277
S19S_0069-M,-123.734753,39.362129,15.0,6.5,,,-1.09,-123.734753,39.362129,-96.72805875728376,233.8153816839419,1376.6364507140472,2.873913401508414,0.0981094655326673,0.1956012767533811,0.0191903367197815,0.037426497940623665,1.985552471972048,-1.09,-96.72805875728376
S19S_0069-U,-123.734848,39.362343,15.0,6.5,,,-1.4,-123.734848,39.362343,-96.55648028271987,233.81037433954012,1376.646969781626,2.873913401508414,0.0981206083335291,0.1956012767533811,0.0191925162658567,0.14612803567823798,1.984781426293386,-1.4,-96.55648028271987
S19S_0070-D,-123.752414,39.339914,16.0,6.5,,,-1.55,-123.752414,39.339914,-101.75244163659534,232.77127580407117,1376.4761270774115,2.473180614250205,0.0975312449926359,0.1683270224966224,0.0164171440699989,0.1903316981702915,2.0075448392886837,-1.55,-101.75244163659534
S19S_0070-M,-123.752441,39.339892,16.0,6.5,,,-1.78,-123.752441,39.339892,-101.7948922198306,232.7628325547805,1376.4750401002573,2.473180614250205,0.0975291856508429,0.1683270224966224,0.0164167974271266,0.250420002308894,2.0077259868770176,-1.78,-101.7948922198306
S19S_0070-U,-123.752011,39.339682,16.0,6.5,,,-3.32,-123.752011,39.339682,-90.5242227299928,234.797010212424,1376.774847633787,2.473180614250205,0.0989582462214927,0.1683270224966224,0.0166573469379514,0.5211380837040362,1.9567648045133599,-3.32,-90.5242227299928
S19S_0071-D,-105.458575,40.012917,11.5,7.0,,,-48.59,-105.458575,40.012917,-155.04427738928024,222.04882085675476,1374.3757886829333,3.101735216958593,0.0935863127042393,0.2111070459776517,0.0197567300189327,1.6865468990630064,2.1904557412658785,-48.59,-155.04427738928024
S19S_0071-M,-105.4589026,40.0128376,11.5,7.0,,,-82.62,-105.45890260000002,40.0128376,-122.34356473665513,228.15605191905564,1375.486899815771,3.101735216958593,0.095689606439646,0.2111070459776517,0.0202007501462377,1.9170851906405673,2.087581130427799,-82.62,-122.34356473665513
S19S_0071-U,-105.4588818,40.0129961,11.5,7.0,,,-17.66,-105.4588818,40.0129961,-155.44673573864034,222.1184117534554,1374.431847576153,3.101735216958593,0.0929996132553129,0.2111070459776517,0.0196328736313931,1.2469906992415498,2.1915816066263596,-17.66,-155.44673573864034
S19S_0072-D,-71.1848201,42.5235645,18.5,6.0,8.19,,-3.46,-71.1848201,42.5235645,-143.71302476338911,224.65568369896204,1374.905013719878,0.2203902512138768,0.0941501349612293,0.0149999699012525,0.0014122491906172,0.5390760987927766,2.157496130183851,-3.46,-143.71302476338911
S19S_0072-M,-71.18851406,42.5235479,18.5,6.0,8.19,,-3.65,-71.18851406,42.5235479,-123.4692153849412,227.73259249099988,1375.391920576987,0.2203902512138768,0.0958218088474001,0.0149999699012525,0.0014373242485945,0.5622928644564748,2.091558688324181,-3.65,-123.4692153849412
S19S_0072-U,-71.1854501,42.5233858,18.5,6.0,8.19,,-21.22,-71.1854501,42.5233858,-119.97555110890426,228.4674470334945,1375.533794620373,0.2203902512138768,0.0960349372793318,0.0149999699012525,0.0014405211686585,1.326745379565322,2.0790927535451242,-21.22,-119.97555110890426
S19S_0073-D,-70.9164986,42.7688065,16.9,6.5,6.41,,-82.36,-70.9164986,42.7688065,-163.11865684190357,222.6522751860138,1374.6796647669044,0.8546191767772262,0.0925934699310063,0.0581661931872442,0.0053858096598841,1.9157163379459938,2.212503636700005,-82.36,-163.11865684190357
S19S_0073-M,-70.9167967,42.7694593,16.9,6.5,6.41,,-77.62,-70.9167967,42.7694593,-173.54566343656353,220.79210634252627,1374.3233872235817,0.8546191767772262,0.0920019429042654,0.0581661931872442,0.0053514027845712,1.8899736384039962,2.2394137659814946,-77.62,-173.54566343656353
S19S_0012-D,-72.33027,42.47179,18.2,6.5,9.63,,-2.7,-72.33027,42.47179,-119.0337895510028,227.9393549088856,1375.3631502646815,1.2895761171298683,0.0962374097508557,0.0877697758216642,0.0084467358794902,0.43136376415898736,2.0756702599853294,-2.7,-119.0337895510028
S19S_0012-M,-72.33038,42.47157,18.2,6.5,9.63,,-5.86,-72.33038,42.47157,-119.0337895510028,227.9393549088856,1375.3631502646815,1.2895761171298683,0.0962374097508557,0.0877697758216642,0.0084467358794902,0.7678976160180907,2.0756702599853294,-5.86,-119.0337895510028
S19S_0012-U,-72.33105,42.47178,18.2,6.5,9.63,,-2.46,-72.33105,42.47178,-119.0337895510028,227.9393549088856,1375.3631502646815,1.2895761171298683,0.0962374097508557,0.0877697758216642,0.0084467358794902,0.39093510710337914,2.0756702599853294,-2.46,-119.0337895510028
S19S_0027-D,-105.91125,39.89064,7.1,6.5,9.57,,-1.25,-105.91125,39.89064,-101.11631868387408,232.15415328259303,1376.2034080577027,4.845457209625069,0.097942571238021,0.3297864215947094,0.0323001300903718,0.09691001300805642,2.0048212499772498,-1.25,-101.11631868387408
S19S_0027-M,-105.91152,39.89078,7.1,6.5,9.57,,-2.74,-105.91152,39.89078,-101.11631868387408,232.15415328259303,1376.2034080577027,4.845457209625069,0.097942571238021,0.3297864215947094,0.0323001300903718,0.437750562820388,2.0048212499772498,-2.74,-101.11631868387408
S19S_0027-U,-105.91164,39.89071,7.1,6.5,9.57,,-6.06,-105.91164,39.89071,-101.11631868387408,232.15415328259303,1376.2034080577027,4.845457209625069,0.097942571238021,0.3297864215947094,0.0323001300903718,0.7824726241662862,2.0048212499772498,-6.06,-101.11631868387408
S19S_0030-U,-121.929928,45.792233,14.7,6.0,9.1,,-9.01,-121.929928,45.792233,-107.8907529269618,232.1123558304565,1376.3217085017682,6.117375132973343,0.0975255375329185,0.4163543639696784,0.0406051831503192,0.9547247909790629,2.032984223877642,-9.01,-107.8907529269618
S19S_0047-D,-149.40333,68.64278,8.5,6.5,10.26,,-33.64,-149.40333,68.64278,-689.2934543065318,241.01763265062223,1378.8040741983657,4.686316955624376,0.1100184149394011,0.3189551847004261,0.0350909438574448,1.5268559871258747,2.8384041543507785,-33.64,-689.2934543065318
S19S_0047-M,-149.40339,68.64274,8.5,6.5,10.26,,-1175.43,-149.40339,68.64274,-424.0634363844972,195.08356901786317,1369.053607849423,4.686316955624376,0.0834532085577239,0.3189551847004261,0.0266178335493719,3.070196770833196,2.6274308283168004,-1175.43,-424.0634363844972
S19S_0047-U,-149.40346,68.6427,8.5,6.5,10.26,,-2727.43,-149.40346,68.6427,-452.7378206320874,195.8746540324393,1369.1698116636062,4.686316955624376,0.0841079879207199,0.3189551847004261,0.0268266788220344,3.435753613154477,2.6558467759304936,-2727.43,-452.7378206320874
S19S_0050-D,-149.14198,68.66953,9.6,6.5,12.44,,-2.85,-149.14198,68.66953,-159.15675101706296,219.46780447839245,1373.604786912369,4.782773792117027,0.0922627658652311,0.3255201286405087,0.0300333874131791,0.4548448600085102,2.201825064994561,-2.85,-159.15675101706296
S19S_0050-M,-149.14041,68.66967,9.6,6.5,12.44,,-8.26,-149.14041,68.66967,-524.3795787718113,248.73285350834263,1382.1663976223958,4.782773792117027,0.0972234330326764,0.3255201286405087,0.0316481844276686,0.9169800473203822,2.71964577035709,-8.26,-524.3795787718113
S19S_0050-U,-149.5972,68.62722,9.6,6.5,12.44,,-5.69,-149.5972,68.62722,-902.9240406257344,364.198655914552,1451.308201294979,4.656501721646063,0.1244709357871575,0.3169259315469394,0.0394480672748641,0.7551122663950712,2.9556512163991555,-5.69,-902.9240406257344
S19S_0062-D,-106.950417,38.544583,14.2,7.5,,,-2.37,-106.950417,38.544583,-144.6749390349047,225.48965526990008,1375.0810088833273,1.7557244987064256,0.0937645968543899,0.1194962775823087,0.0112045202931054,0.37474834601010387,2.1603933080267024,-2.37,-144.6749390349047
S19S_0062-M,-106.950472,38.544667,14.2,7.5,,,-21.63,-106.95047200000002,38.544667,-146.3888464947675,225.20841218842853,1375.0318427426337,1.7557244987064256,0.093675347280546,0.1194962775823087,0.0111938553012552,1.3350565194390915,2.165507988673858,-21.63,-146.3888464947675
S19S_0062-U,-106.950056,38.544778,14.2,7.5,,,-1.68,-106.950056,38.544778,-143.76798121781707,225.6644675214505,1375.1134356709683,1.7557244987064256,0.0938214805506724,0.1194962775823087,0.0112113176830663,0.22530928172586284,2.157662174442061,-1.68,-143.76798121781707
S19S_0051-D,-147.50267,65.1531,4.5,6.5,12.9,,-3.14,-147.50267,65.1531,-349.1980138353699,222.92761220356127,1374.8109643526682,4.364794591434298,0.0918638185231169,0.2970720670994101,0.0272901744603073,0.49692964807321494,2.5430717648651697,-3.14,-349.1980138353699
S19S_0051-M,-147.50249,65.15298,4.5,6.5,12.9,,-47.19,-147.50249,65.15298,-288.5825628620101,218.64267742971205,1373.8438927226866,4.364794591434298,0.0913496553102627,0.2970720670994101,0.0271374309318383,1.6738499773429494,2.4602700860035136,-47.19,-288.5825628620101
S19S_0051-U,-147.80559,64.85568,4.5,6.5,12.9,,-2.21,-147.80559,64.85568,-523.4798602238554,259.1037221359264,1382.790131457778,3.711825836815636,0.100686514958239,0.2526303932422788,0.0254364738680944,0.3443922736851107,2.71889997777819,-2.21,-523.4798602238554
S19S_0090-D,-75.930606,37.291383,22.9,6.5,5.8,,-43.22,-75.930606,37.291383,-200.7277525234177,218.279832632829,1373.4932069053857,2.5096693830500088,0.0910672697194305,0.1708104827709141,0.0155552443054049,1.6356847625472226,2.3026074219869166,-43.22,-200.7277525234177
S19S_0090-M,-75.930615,37.291374,22.9,6.5,5.8,,-3.79,-75.930615,37.291374,-201.8908566927596,218.09716630056283,1373.444805597216,2.5096693830500088,0.090999463703422,0.1708104827709141,0.0155436623270757,0.5786392099680724,2.3051166509010588,-3.79,-201.8908566927596
S19S_0090-U,-75.930807,37.291396,22.9,6.5,5.8,,-3.97,-75.930807,37.291396,-202.07640336980552,218.07006205002472,1373.4376348449582,2.5096693830500088,0.0909889871121703,0.1708104827709141,0.0155418728154662,0.5987905067631151,2.305515603547027,-3.97,-202.07640336980552
S19S_0024-D,-96.6227,34.44205,25.9,7.0,8.68,,-1918.37,-96.6227,34.44205,-1800.6329140188386,580.2826565220461,1480.2892715820014,2.742895486364354,0.2268987351014209,0.1866840729621001,0.0423583800186818,3.2829323741907976,3.2554251844101367,-1918.37,-1800.6329140188386
S19S_0024-M,-96.62255,34.44223,25.9,7.0,8.68,,-1739.12,-96.62255,34.44223,-1800.6329140188386,580.2826565220461,1480.2892715820014,2.742895486364354,0.2268987351014209,0.1866840729621001,0.0423583800186818,3.2403295495356605,3.2554251844101367,-1739.12,-1800.6329140188386
S19S_0024-U,-96.62259,34.44251,25.9,7.0,8.68,,-1841.16,-96.62259,34.44251,-1800.6329140188386,580.2826565220461,1480.2892715820014,2.742895486364354,0.2268987351014209,0.1866840729621001,0.0423583800186818,3.2650915310883395,3.2554251844101367,-1841.16,-1800.6329140188386
S19S_0066-D,-106.643178,35.19845,31.2,6.5,,,-2.71,-106.643178,35.19845,-230.0347573049226,217.6757712470282,1373.6005442843675,3.0590974754897697,0.0909073890975061,0.2082050807810648,0.0189273802906419,0.4329692908744057,2.361793461084059,-2.71,-230.0347573049226
S19S_0066-M,-106.643131,35.198511,31.2,6.5,,,-2086.43,-106.643131,35.198511,-309.47988295908027,211.37451676955524,1372.451370954684,3.0590974754897697,0.0884296268210899,0.2082050807810648,0.0184114975957244,3.3194038186553483,2.490632423941556,-2086.43,-309.47988295908027
S19S_0066-U,-106.643074,35.198601,31.2,6.5,,,-2610.28,-106.643074,35.198601,-251.4744081211724,214.85742934523063,1373.0744354185088,3.0590974754897697,0.0900963568321425,0.2082050807810648,0.0187585192523158,3.4166870958182285,2.4004937946512737,-2610.28,-251.4744081211724
S19S_0077-D,-105.223141,40.66403,18.0,6.5,,,-5.17,-105.22314099999998,40.66403,-132.8620552294146,224.5128347459754,1374.7279571681404,1.527549417084083,0.0950349956055115,0.1039664647267051,0.0098804525184229,0.7134905430939426,2.123400966213992,-5.17,-132.8620552294146
S19S_0077-M,-105.223622,40.664282,18.0,6.5,,,-3.91,-105.223622,40.664282,-135.99815420602616,223.9768886011097,1374.6406280117822,1.527549417084083,0.0948815249849786,0.1039664647267051,0.0098644967205667,0.5921767573958668,2.133533014079207,-3.91,-135.99815420602616
S19S_0077-U,-105.224786,40.664703,18.0,6.5,,,-4.97,-105.224786,40.664703,-117.04447169309746,227.53754437526453,1375.2461651079384,1.527549417084083,0.0959105608841317,0.1039664647267051,0.0099714819450785,0.6963563887333322,2.0683509056885017,-4.97,-117.04447169309746
S19S_0097-D,-111.8865,41.720847,16.9,8.49,,,-58.67,-111.8865,41.720847,-271.04429915805935,213.65797567225957,1372.816066606471,3.836120228311157,0.0896231893692741,0.2610899876256892,0.0233997174033985,1.7684160882163318,2.433040277249397,-58.67,-271.04429915805935
S19S_0097-M,-111.886477,41.720805,16.9,8.49,,,-29.12,-111.886477,41.720805,-277.8052542255564,213.2854124392862,1372.7189004087522,3.836120228311157,0.0895044301773009,0.2610899876256892,0.0233687105674358,1.4641913706409997,2.4437404554389857,-29.12,-277.8052542255564
S19S_0097-U,-111.88642,41.720744,16.9,8.49,,,-1531.16,-111.88642,41.720744,-277.31862378150265,213.3004651341967,1372.723797671371,3.836120228311157,0.0895096391275264,0.2610899876256892,0.0233700705721857,3.1850205750786773,2.4429790363068355,-1531.16,-277.31862378150265
S19S_0098-D,-111.580533,41.950204,10.34,8.31,,,-24.5,-111.58053300000002,41.950204,-154.3608521065323,220.27091118279867,1373.899411604659,4.158295812895777,0.0927125081923472,0.2830175640274148,0.0262392682234698,1.3891660843645326,2.188537167308944,-24.5,-154.3608521065323
S19S_0098-M,-111.580451,41.950345,10.34,8.31,,,-17.33,-111.580451,41.950345,-160.99259030221077,219.1959781015996,1373.7175326397455,4.158295812895777,0.092403774452629,0.2830175640274148,0.0261518911525217,1.2387985627139169,2.2068058880510084,-17.33,-160.99259030221077
S19S_0098-U,-111.580465,41.950373,10.34,8.31,,,-29.51,-111.580465,41.950373,-165.350301905916,218.8457276359546,1373.6407569307717,4.158295812895777,0.0930875581552825,0.2830175640274148,0.0263454139503683,1.4699692094999595,2.2184049922098286,-29.51,-165.350301905916
S19S_0013-D,-78.1476,38.8952,21.1,6.5,7.56,,-2741.44,-78.1476,38.8952,-1386.7785125476337,446.0569669437946,1436.0222999581638,1.167226463048141,0.2089213787567536,0.0794425421144274,0.0165972454304876,3.437978745220753,3.142007103856663,-2741.44,-1386.7785125476337
S19S_0013-M,-78.1474,38.8945,21.1,6.5,7.56,,-1806.3,-78.1474,38.8945,-1386.7785125476337,446.0569669437946,1436.0222999581638,1.167226463048141,0.2089213787567536,0.0794425421144274,0.0165972454304876,3.2567898819268106,3.142007103856663,-1806.3,-1386.7785125476337
S19S_0013-U,-78.1474,38.8944,21.1,6.5,7.56,,-1788.7,-78.1474,38.8944,-1386.7785125476337,446.0569669437946,1436.0222999581638,1.167226463048141,0.2089213787567536,0.0794425421144274,0.0165972454304876,3.252537506990004,3.142007103856663,-1788.7,-1386.7785125476337
S19S_0014-D,-77.9808,39.0941,18.8,7.5,9.6,,-1482.57,-77.9808,39.0941,-472.2010279372642,206.294905531746,1371.023807463596,1.5819022573878934,0.0890583456574285,0.107665770681094,0.0095885354207902,3.171015207868364,2.674126928162013,-1482.57,-472.2010279372642
S19S_0014-M,-77.9812,39.0942,18.8,7.5,9.6,,-2738.74,-77.9812,39.0942,-472.2010279372642,206.294905531746,1371.023807463596,1.5819022573878934,0.0890583456574285,0.107665770681094,0.0095885354207902,3.437550804826088,2.674126928162013,-2738.74,-472.2010279372642
S19S_0014-U,-77.9815,39.0944,18.8,7.5,9.6,,-41.92,-77.9815,39.0944,-472.2010279372642,206.294905531746,1371.023807463596,1.5819022573878934,0.0890583456574285,0.107665770681094,0.0095885354207902,1.6224212739756703,2.674126928162013,-41.92,-472.2010279372642
S19S_0020-D,-88.15755,31.85294,30.5,7.5,6.61,,-4.81,-88.15755,31.85294,-211.01790814864376,219.0775854088077,1373.907076132023,4.8385184072738125,0.0924733444817094,0.3293141601137849,0.0304527817709068,0.6821450763738317,2.3243193134972695,-4.81,-211.01790814864376
S19S_0020-M,-88.1575,31.85302,30.5,7.5,6.61,,-1388.85,-88.1575,31.853020000000004,-211.01790814864376,219.0775854088077,1373.907076132023,4.8385184072738125,0.0924733444817094,0.3293141601137849,0.0304527817709068,3.1426553431529918,2.3243193134972695,-1388.85,-211.01790814864376
S19S_0020-U,-88.15748,31.8531,30.5,7.5,6.61,,-12.94,-88.15748,31.8531,-211.01790814864376,219.0775854088077,1373.907076132023,4.8385184072738125,0.0924733444817094,0.3293141601137849,0.0304527817709068,1.1119342763326816,2.3243193134972695,-12.94,-211.01790814864376
S19S_0031-D,-122.1650676,44.2602628,12.4,6.0,9.56,,-1.84,-122.1650676,44.2602628,-102.55656723131897,232.8733323928587,1376.444436172381,5.663588902054672,0.0978238554617389,0.3854692419286979,0.0377080874073789,0.2648178230095365,2.010963475733185,-1.84,-102.55656723131897
S19S_0031-M,-122.1647132,44.2602364,12.4,6.0,9.56,,-1.15,-122.1647132,44.2602364,-102.760867067375,232.8472738264311,1376.4391111403038,5.663588902054672,0.0978158920230252,0.3854692419286979,0.0377050177466948,0.06069784035361165,2.0118277600648002,-1.15,-102.760867067375
S19S_0031-U,-122.1642723,44.2605576,12.4,6.0,9.56,,-1.29,-122.1642723,44.2605576,-91.57476467300502,234.80951608524535,1376.7442831033309,5.663588902054672,0.0992584308421591,0.3854692419286979,0.0382610720917591,0.11058971029924898,1.9617758112967607,-1.29,-91.57476467300502
S19S_0060-D,-119.4768203,46.2531882,25.6,8.0,13.31,,-16.99,-119.4768203,46.2531882,-194.89550144050253,222.2445990581719,1374.3368759067107,2.105141014507831,0.0946347614724867,0.1432778976455997,0.0135590696679706,1.2301933788690456,2.289801814889229,-16.99,-194.89550144050253
S19S_0060-M,-119.4769597,46.253117,25.6,8.0,13.31,,-5.77,-119.4769597,46.253117,-1285.2798255871578,506.7736300794551,1503.686264229856,2.105141014507831,0.1882681019326065,0.1432778976455997,0.0269746578386312,0.7611758131557314,3.108997690685447,-5.77,-1285.2798255871578
S19S_0060-U,-119.4772256,46.2530248,25.6,8.0,13.31,,-3.65,-119.4772256,46.2530248,-1122.4216969348056,451.5944950928591,1484.65958558618,2.105141014507831,0.1697923279743171,0.1432778976455997,0.0243274877885122,0.5622928644564748,3.0501560532162992,-3.65,-1122.4216969348056
S19S_0081-U,-76.9259674,38.9603293,27.0,6.5,,,-19.2,-76.9259674,38.9603293,-876.280021423698,378.64626987010354,1427.7155091713787,2.3879198361538183,0.1723437737199764,0.1625240929289163,0.0280100154957855,1.2833012287035497,2.9426429101933222,-19.2,-876.280021423698
S19S_0082-D,-76.5465418,38.8748619,31.4,7.0,,,-34.83,-76.5465418,38.8748619,-223.7319143573396,215.4264480111837,1373.2246328899985,0.9407199483291052,0.089972888877644,0.0640262935076504,0.0057606305910111,1.5419534744582362,2.34972793868174,-34.83,-223.7319143573396
S19S_0082-M,-76.5464751,38.8748139,31.4,7.0,,,-37.03,-76.5464751,38.8748139,-254.66670748358547,213.21284734505429,1372.8084361931672,0.9407199483291052,0.0898125749214122,0.0640262935076504,0.0057503662825961,1.5685537120494426,2.4059721734629433,-37.03,-254.66670748358547
S19S_0082-U,-76.5464942,38.8749661,31.4,7.0,,,-81.84,-76.5464942,38.8749661,-220.33502605966888,215.74457020964647,1373.282140024881,0.9407199483291052,0.0900575968181446,0.0640262935076504,0.0057660541264721,1.9129656207041037,2.3430835412510747,-81.84,-220.33502605966888
S19S_0083-D,-88.3227,40.31083,25.4,7.5,,,-14.63,-88.3227,40.31083,-301.78135496482776,211.07672789900897,1372.0631391679065,3.586957764112372,0.0882589521478965,0.2441317535707866,0.021546812756186,1.165244326125311,2.4796924041406045,-14.63,-301.78135496482776
S19S_0083-M,-88.3227,40.31083,25.4,7.5,,,-23.85,-88.3227,40.31083,-301.41336221258456,210.6399231760526,1371.9973745220047,3.586957764112372,0.0881673700207007,0.2441317535707866,0.021524454650878,1.3774883833761327,2.479162501484113,-23.85,-301.41336221258456
S19S_0083-U,-88.3227,40.31083,25.4,7.5,,,-73.45,-88.3227,40.31083,-340.9018485893998,223.2470258434268,1374.3708722511826,3.586957764112372,0.0908001680205851,0.2441317535707866,0.0221672042433874,1.8659918001262754,2.532629356259689,-73.45,-340.9018485893998
S19S_0084-D,-71.722778,43.954722,17.2,6.0,,,-3.47,-71.722778,43.954722,-113.54412372071876,229.56087215986608,1375.730170592537,2.29356752121923,0.0963362254101083,0.1561023847256852,0.015038314521989,0.5403294747908738,2.05516466297933,-3.47,-113.54412372071876
S19S_0084-M,-71.722778,43.954722,17.2,6.0,,,-4.24,-71.722778,43.954722,-291.4845727482215,226.53059445965283,1375.2260535898358,2.29356752121923,0.0959262451336028,0.1561023847256852,0.014974315623136,0.6273658565927327,2.464615574026017,-4.24,-291.4845727482215
S19S_0084-U,-71.722778,43.954722,17.2,6.0,,,-2.41,-71.722778,43.954722,-114.87436105111206,229.20970976666644,1375.6640844247083,2.29356752121923,0.0962314807588758,0.1561023847256852,0.0150219636321443,0.3820170425748684,2.0602231087880916,-2.41,-114.87436105111206
S19S_0086-D,-111.8064,40.7797,11.5,8.0,,,-14.92,-111.80639999999998,40.7797,-137.51120715817763,224.19001315334987,1374.6927431314691,2.9700179041422583,0.0945346884958013,0.2021422405162635,0.0191094537390482,1.17376882313665,2.1383380945925388,-14.92,-137.51120715817763
S19S_0086-M,-111.8054,40.7799,11.5,8.0,,,-3.07,-111.8054,40.7799,-136.81732308087516,224.2809908963258,1374.7059750742442,2.9700179041422583,0.094559670694184,0.2021422405162635,0.0191145036966023,0.48713837547718647,2.136141088920152,-3.07,-136.81732308087516
S19S_0086-U,-111.8054,40.7801,11.5,8.0,,,-52.27,-111.8054,40.7801,-132.9278987019689,224.82197744270988,1374.784745454475,2.9700179041422583,0.0947135761918894,0.2021422405162635,0.0191456144987363,1.7182525000977507,2.123616139563938,-52.27,-132.9278987019689
S19S_0099-D,-84.7119066,39.2385932,27.3,7.5,,,-5.57,-84.7119066,39.2385932,-163.25703896564286,221.1216626719876,1374.0889157845347,2.1043640256197325,0.0920574481087733,0.1432250150436203,0.0131849293902563,0.7458551951737289,2.212871915325573,-5.57,-163.25703896564286
