Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-250.60806875673703,112.61297029552574,1144.766528215558,2.521517386394006,0.1920242539867634,0.1731581279326281,0.0332505603380074
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-250.60806875673703,112.61297029552574,1144.766528215558,2.521517386394006,0.1920242539867634,0.1731581279326281,0.0332505603380074
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-250.60806875673703,112.61297029552574,1144.766528215558,2.521517386394006,0.1920242539867634,0.1731581279326281,0.0332505603380074
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-241.92802677591948,112.3526615105298,1144.7445166865568,0.4272385377653948,0.1907423421899133,0.0293394072074699,0.0055962672492164
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-241.92802677591948,112.3526615105298,1144.7445166865568,0.4272385377653948,0.1907423421899133,0.0293394072074699,0.0055962672492164
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-95.21244113978597,118.59455072468356,1145.3789623404978,0.5788931780643899,0.2009533301547089,0.0397538638946097,0.0079886713361388
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-95.21244113978597,118.59455072468356,1145.3789623404978,0.5788931780643899,0.2009533301547089,0.0397538638946097,0.0079886713361388
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-95.21244113978597,118.59455072468356,1145.3789623404978,0.5788931780643899,0.2009533301547089,0.0397538638946097,0.0079886713361388
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-93.82012453245252,118.68712787505362,1145.389128775745,0.6678580808929752,0.2011111391551697,0.0458632788479352,0.0092236162544994
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-93.82012453245252,118.68712787505362,1145.389128775745,0.6678580808929752,0.2011111391551697,0.0458632788479352,0.0092236162544994
