#Samples have International Geo Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Other_Names,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
S19S_0006_Sediment-U,IEWDR012W,IEWDR00ON,NSF Long Term Ecological Research (LTER) site: Baltimore Ecosystem Study,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,39.311813,-76.717476,stream,Dead Run,S19S_0006,United States,Maryland,Baltimore,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ben Glass-Siegel. Maura Roth-Gormley. Annie Blalock, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0007_Sediment-D,IEWDR012X,IEWDR00OO,USDA Forest Service Experimental Watershed site: King's River,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,37.05255,-119.195598,stream,Providence Creek / KREW's P304 creek,S19S_0007,United States,California,Shaver Lake,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Stacy. Nancy Ojeda. Tyler Kappen, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0007_Sediment-M,IEWDR012Y,IEWDR00OO,USDA Forest Service Experimental Watershed site: King's River,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,37.052435,-119.19567,stream,Providence Creek / KREW's P304 creek,S19S_0007,United States,California,Shaver Lake,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Stacy. Nancy Ojeda. Tyler Kappen, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0007_Sediment-U,IEWDR012Z,IEWDR00OO,USDA Forest Service Experimental Watershed site: King's River,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,37.05229,-119.195359,stream,Providence Creek / KREW's P304 creek,S19S_0007,United States,California,Shaver Lake,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Stacy. Nancy Ojeda. Tyler Kappen, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0008_Sediment-D,IEWDR0130,IEWDR00OP,USDA Forest Service Experimental Watershed site: King's River,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,36.961112,-119.027785,stream,Teakettle T003 stream,S19S_0008,United States,California,Shaver Lake,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Stacy. Nancy Ojeda and Tyler Kappen, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0008_Sediment-M,IEWDR0131,IEWDR00OP,USDA Forest Service Experimental Watershed site: King's River,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,36.961369,-119.028281,stream,Teakettle T003 stream,S19S_0008,United States,California,Shaver Lake,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Stacy. Nancy Ojeda and Tyler Kappen, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0008_Sediment-U,IEWDR0132,IEWDR00OP,USDA Forest Service Experimental Watershed site: King's River,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,36.961273,-119.028254,stream,Teakettle T003 stream,S19S_0008,United States,California,Shaver Lake,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Stacy. Nancy Ojeda and Tyler Kappen, 2019-07-29,https://whondrs.pnnl.gov,regular URL
S19S_0009_Sediment-D,IEWDR0133,IEWDR00OQ,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.9877,-108.3983,stream,Little Wind River,S19S_0009,United States,Wyoming,Riverton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Zach Perzan. Sharon Bone. Diana Valazquez, 2019-07-30,https://whondrs.pnnl.gov,regular URL
S19S_0009_Sediment-M,IEWDR0134,IEWDR00OQ,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.9876,-108.3983,stream,Little Wind River,S19S_0009,United States,Wyoming,Riverton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Zach Perzan. Sharon Bone. Diana Valazquez, 2019-07-30,https://whondrs.pnnl.gov,regular URL
S19S_0009_Sediment-U,IEWDR0135,IEWDR00OQ,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.9875,-108.3982,stream,Little Wind River,S19S_0009,United States,Wyoming,Riverton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Zach Perzan. Sharon Bone. Diana Valazquez, 2019-07-30,https://whondrs.pnnl.gov,regular URL
S19S_0010_Sediment-D,IEWDR0136,IEWDR00OR,NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,31.667875,-81.840062,stream,Altamaha,S19S_0010,United States,Georgia,Doctortown,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2019-07-31,https://whondrs.pnnl.gov,regular URL
S19S_0010_Sediment-M,IEWDR0137,IEWDR00OR,NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,31.667835,-81.839976,stream,Altamaha,S19S_0010,United States,Georgia,Doctortown,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2019-07-31,https://whondrs.pnnl.gov,regular URL
S19S_0010_Sediment-U,IEWDR0138,IEWDR00OR,NSF Long Term Ecological Research (LTER) site: Georgia Coastal Ecosystems,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,31.667905,-81.8403,stream,Altamaha,S19S_0010,United States,Georgia,Doctortown,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2019-07-31,https://whondrs.pnnl.gov,regular URL
S19S_0011_Sediment-D,IEWDR0139,IEWDR00OS,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,33.955686,-83.437674,stream,Middle Oconee,S19S_0011,United States,Georgia,Athens,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0011_Sediment-M,IEWDR013A,IEWDR00OS,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,33.957827,-83.438589,stream,Middle Oconee,S19S_0011,United States,Georgia,Athens,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0011_Sediment-U,IEWDR013B,IEWDR00OS,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,33.95569,-83.437673,stream,Middle Oconee,S19S_0011,United States,Georgia,Athens,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0012_Sediment-D,IEWDR013C,IEWDR00OT,National Ecological Observatory (NEON) site: HOPB,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.47179,-72.33027,stream,Hop Brook,S19S_0012,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ryan Williams, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0012_Sediment-M,IEWDR013D,IEWDR00OT,National Ecological Observatory (NEON) site: HOPB,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.47157,-72.33038,stream,Hop Brook,S19S_0012,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ryan Williams, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0012_Sediment-U,IEWDR013E,IEWDR00OT,National Ecological Observatory (NEON) site: HOPB,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.47178,-72.33105,stream,Hop Brook,S19S_0012,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ryan Williams, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0013_Sediment-D,IEWDR013F,IEWDR00OU,National Ecological Observatory (NEON) site: POSE,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,38.8952,-78.1476,stream,Posey Creek,S19S_0013,United States,Virginia,Front Royal,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jim Coloso and Becca Osborne, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0013_Sediment-M,IEWDR013G,IEWDR00OU,National Ecological Observatory (NEON) site: POSE,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,38.8945,-78.1474,stream,Posey Creek,S19S_0013,United States,Virginia,Front Royal,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jim Coloso and Becca Osborne, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0013_Sediment-U,IEWDR013H,IEWDR00OU,National Ecological Observatory (NEON) site: POSE,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,38.8944,-78.1474,stream,Posey Creek,S19S_0013,United States,Virginia,Front Royal,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jim Coloso and Becca Osborne, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0014_Sediment-D,IEWDR013I,IEWDR00OV,National Ecological Observatory (NEON) site: LEWI,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,39.0941,-77.9808,stream,Lewis Run,S19S_0014,United States,Virginia,Berryville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jim Coloso and Becca Osborne, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0014_Sediment-M,IEWDR013J,IEWDR00OV,National Ecological Observatory (NEON) site: LEWI,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,39.0942,-77.9812,stream,Lewis Run,S19S_0014,United States,Virginia,Berryville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jim Coloso and Becca Osborne, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0014_Sediment-U,IEWDR013K,IEWDR00OV,National Ecological Observatory (NEON) site: LEWI,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,39.0944,-77.9815,stream,Lewis Run,S19S_0014,United States,Virginia,Berryville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jim Coloso and Becca Osborne, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0015_Sediment-D,IEWDR013L,IEWDR00OW,National Ecological Observatory (NEON) site: FLNT,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,31.184396,-84.439009,stream,Flint River,S19S_0015,United States,Georgia,Newton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Felipe Sanchez, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0015_Sediment-M,IEWDR013M,IEWDR00OW,National Ecological Observatory (NEON) site: FLNT,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,31.184508,-84.437802,stream,Flint River,S19S_0015,United States,Georgia,Newton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Felipe Sanchez, 2019-08-05,https://whondrs.pnnl.gov,regular URL
