#Samples have International Geo Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Other_Names,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
S19S_0050_Sediment-D,IEWDR016I,IEWDR00PV,National Ecological Observatory (NEON) site: OKSR,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,68.66953,-149.14198,stream,Oksrukuyik Creek,S19S_0050,United States,Alaska,North Slope Borough,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Josh Monroe, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0050_Sediment-M,IEWDR016J,IEWDR00PV,National Ecological Observatory (NEON) site: OKSR,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,68.66967,-149.14041,stream,Oksrukuyik Creek,S19S_0050,United States,Alaska,North Slope Borough,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Josh Monroe, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0050_Sediment-U,IEWDR016K,IEWDR00PV,National Ecological Observatory (NEON) site: OKSR,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,68.62722,-149.5972,stream,Oksrukuyik Creek,S19S_0050,United States,Alaska,North Slope Borough,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Josh Monroe, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0051_Sediment-D,IEWDR016L,IEWDR00PW,National Ecological Observatory (NEON) site: CARI,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,65.1531,-147.50267,stream,Caribou Creek,S19S_0051,United States,Alaska,Fairbanks,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Shelby Smith, 2019-08-14,https://whondrs.pnnl.gov,regular URL
S19S_0051_Sediment-U,IEWDR016M,IEWDR00PW,National Ecological Observatory (NEON) site: CARI,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,64.85568,-147.80559,stream,Caribou Creek,S19S_0051,United States,Alaska,Fairbanks,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Shelby Smith, 2019-08-14,https://whondrs.pnnl.gov,regular URL
S19S_0052_Sediment-D,IEWDR016N,IEWDR00PX,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.13187,-74.69563,stream,Platte Kill,S19S_0052,United States,New York,Dunraven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Marty Briggs and Juliette Lamoureux, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0052_Sediment-M,IEWDR016O,IEWDR00PX,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.13233,-74.69546,stream,Platte Kill,S19S_0052,United States,New York,Dunraven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Marty Briggs and Juliette Lamoureux, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0052_Sediment-U,IEWDR016P,IEWDR00PX,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,42.13247,-74.69548,stream,Platte Kill,S19S_0052,United States,New York,Dunraven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Marty Briggs and Juliette Lamoureux, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0053_Sediment-D,IEWDR016Q,IEWDR00PY,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,41.869567,-73.00222222,stream,Farmington,S19S_0053,United States,Connecticut,Simsbury,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Haynes, 2019-08-25,https://whondrs.pnnl.gov,regular URL
S19S_0053_Sediment-M,IEWDR016R,IEWDR00PY,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,41.869617,-72.796633,stream,Farmington,S19S_0053,United States,Connecticut,Simsbury,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Haynes, 2019-08-25,https://whondrs.pnnl.gov,regular URL
S19S_0053_Sediment-U,IEWDR016S,IEWDR00PY,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,41.869583,-72.796767,stream,Farmington,S19S_0053,United States,Connecticut,Simsbury,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Haynes, 2019-08-25,https://whondrs.pnnl.gov,regular URL
S19S_0054_Sediment-D,IEWDR016T,IEWDR00PZ,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,37.57261,-77.0237,stream,Pamunkey River,S19S_0054,United States,Virginia,New Kent,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bongkeun Song, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0054_Sediment-M,IEWDR016U,IEWDR00PZ,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,37.57267,-77.0237,stream,Pamunkey River,S19S_0054,United States,Virginia,New Kent,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bongkeun Song, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0054_Sediment-U,IEWDR016V,IEWDR00PZ,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,37.5728,-77.02396,stream,Pamunkey River,S19S_0054,United States,Virginia,New Kent,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bongkeun Song, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0055_Sediment-D,IEWDR016W,IEWDR00Q0,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,46.732428,-117.180863,stream,South Fork Polouse,S19S_0055,United States,Washington,Pullman,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Philip Moffatt, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0055_Sediment-M,IEWDR016X,IEWDR00Q0,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,46.732323,-117.180621,stream,South Fork Polouse,S19S_0055,United States,Washington,Pullman,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Philip Moffatt, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0055_Sediment-U,IEWDR016Y,IEWDR00Q0,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,46.7322206,-117.180384,stream,South Fork Polouse,S19S_0055,United States,Washington,Pullman,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Philip Moffatt, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0056_Sediment-D,IEWDR016Z,IEWDR00Q1,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,35.1632,128.9646,stream,Nakdong,S19S_0056,South Korea,NA,Busan,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Soonmo An, 2019-08-11,https://whondrs.pnnl.gov,regular URL
S19S_0056_Sediment-M,IEWDR0170,IEWDR00Q1,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,35.1633,128.9646,stream,Nakdong,S19S_0056,South Korea,NA,Busan,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Soonmo An, 2019-08-11,https://whondrs.pnnl.gov,regular URL
S19S_0056_Sediment-U,IEWDR0171,IEWDR00Q1,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,35.1634,128.9646,stream,Nakdong,S19S_0056,South Korea,NA,Busan,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Soonmo An, 2019-08-11,https://whondrs.pnnl.gov,regular URL
S19S_0057_Sediment-D,IEWDR0172,IEWDR00Q2,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,33.337475,-81.718207,stream,Tims Branch,S19S_0057,United States,South Carolina,Aiken,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Crystal Ng, 2019-08-29,https://whondrs.pnnl.gov,regular URL
S19S_0057_Sediment-M,IEWDR0173,IEWDR00Q2,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,33.337694,-81.718237,stream,Tims Branch,S19S_0057,United States,South Carolina,Aiken,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Crystal Ng, 2019-08-29,https://whondrs.pnnl.gov,regular URL
S19S_0057_Sediment-U,IEWDR0174,IEWDR00Q2,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,33.337716,-81.718159,stream,Tims Branch,S19S_0057,United States,South Carolina,Aiken,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Crystal Ng, 2019-08-29,https://whondrs.pnnl.gov,regular URL
S19S_0058_Sediment-D,IEWDR0175,IEWDR00Q3,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,32.89919667,35.6136003,stream,Jordan River,S19S_0058,Israel,NA,Gesher Arik,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Edo Bar-Zeev and Shai Arnon, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0058_Sediment-M,IEWDR0176,IEWDR00Q3,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,32.89930396,35.61364573,stream,Jordan River,S19S_0058,Israel,NA,Gesher Arik,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Edo Bar-Zeev and Shai Arnon, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0058_Sediment-U,IEWDR0177,IEWDR00Q3,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,32.899396,35.61366095,stream,Jordan River,S19S_0058,Israel,NA,Gesher Arik,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Edo Bar-Zeev and Shai Arnon, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0059_Sediment-D,IEWDR0178,IEWDR00Q4,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,48.16874998,-117.3915976,stream,Heel Creek tributary,S19S_0059,United States,Washington,Deer Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stone. Robinson, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0059_Sediment-M,IEWDR0179,IEWDR00Q4,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,48.16841972,-117.3913007,stream,Heel Creek tributary,S19S_0059,United States,Washington,Deer Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stone. Robinson, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0059_Sediment-U,IEWDR017A,IEWDR00Q4,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,48.16859001,-117.3903992,stream,Heel Creek tributary,S19S_0059,United States,Washington,Deer Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stone. Robinson, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0060_Sediment-D,IEWDR017B,IEWDR00Q5,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,46.2531882,-119.4768203,stream,Yakima River,S19S_0060,United States,Washington,Benton City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sarah Roley and Aaron Pelly, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0060_Sediment-M,IEWDR017C,IEWDR00Q5,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,46.253117,-119.4769597,stream,Yakima River,S19S_0060,United States,Washington,Benton City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sarah Roley and Aaron Pelly, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0060_Sediment-U,IEWDR017D,IEWDR00Q5,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,46.2530248,-119.4772256,stream,Yakima River,S19S_0060,United States,Washington,Benton City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sarah Roley and Aaron Pelly, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0061_Sediment-D,IEWDR017E,IEWDR00Q6,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,43.1095,-89.6407,stream,Black Earth Creek,S19S_0061,United States,Wisconsin,Cross Plains,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sam Blackburn, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0061_Sediment-M,IEWDR017F,IEWDR00Q6,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,43.1095,-89.6405,stream,Black Earth Creek,S19S_0061,United States,Wisconsin,Cross Plains,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sam Blackburn, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0061_Sediment-U,IEWDR017G,IEWDR00Q6,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,43.1091,-89.6403,stream,Black Earth Creek,S19S_0061,United States,Wisconsin,Cross Plains,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sam Blackburn, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0062_Sediment-D,IEWDR017H,IEWDR00Q7,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,38.544583,-106.950417,stream,Gunnison River,S19S_0062,United States,Colorado,Gunnison,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Byron Crump & Ted Bambakidis, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0062_Sediment-M,IEWDR017I,IEWDR00Q7,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,38.544667,-106.950472,stream,Gunnison River,S19S_0062,United States,Colorado,Gunnison,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Byron Crump & Ted Bambakidis, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0062_Sediment-U,IEWDR017J,IEWDR00Q7,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,38.544778,-106.950056,stream,Gunnison River,S19S_0062,United States,Colorado,Gunnison,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Byron Crump & Ted Bambakidis, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0063_Sediment-D,IEWDR017K,IEWDR00Q8,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,30.250335,-97.709399,stream,Lower Colorado,S19S_0063,United States,Texas,Austin,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephen Ferencz & Anna Turetcaia, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0063_Sediment-M,IEWDR017L,IEWDR00Q8,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,30.250384,-97.70953,stream,Lower Colorado,S19S_0063,United States,Texas,Austin,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephen Ferencz & Anna Turetcaia, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0063_Sediment-U,IEWDR017M,IEWDR00Q8,NA,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,30.250278,-97.709566,stream,Lower Colorado,S19S_0063,United States,Texas,Austin,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephen Ferencz & Anna Turetcaia, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0064_Sediment-D,IEWDR017N,IEWDR00Q9,NSF Critical Zone Observatory (CZO) site: Shale Hills,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,40.61043,-78.00803,stream,Shavers Creek,S19S_0064,United States,Pennsylvania,Petersburg,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Brandon Forsythe, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0064_Sediment-M,IEWDR017O,IEWDR00Q9,NSF Critical Zone Observatory (CZO) site: Shale Hills,Sediment,Riverbed sediment,grab,Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar. See https://www.pnnl.gov/sites/default/files/media/file/SFA_2019_WHONDRS_S19S_Sampling_Protocol_0.pdf for more details.,WHONDRS Summer 2019 Sampling Campaign,40.64061,-78.00808,stream,Shavers Creek,S19S_0064,United States,Pennsylvania,Petersburg,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Brandon Forsythe, 2019-08-12,https://whondrs.pnnl.gov,regular URL
