Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_DO_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_DO_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-80.0772214515,39.5685675611,-23.0938980452,22.3029386057,110.648350901,0.106254364961,0.119936318699,0.00715317438056,0.000857925402213,0,0,13.2823372297,12.7103605188,67.8096634197,0,0.116160858647,0,0.000830918878099,103614
-72.5812883103,43.8397980155,-23.1779540413,22.9809142003,110.842507701,0.102274156964,0.125518276069,0.00688522188855,0.000864221181802,0,0,13.6523316449,13.0868846099,67.7804851814,0,0.119839333127,0,0.000825120399556,104153
-80.2309553852,39.8773179886,-23.8716085431,20.6788342827,110.35119206,0.117525255507,0.114859398486,0.00791194457819,0.000908761195105,0,0,13.0159719397,9.57299726143,67.2580486999,0,0.113508813582,0,0.000898075442195,101111
-78.7148533317,41.1063796743,-21.855505106,22.8050440007,110.821175239,0.115449649432,0.119118121278,0.00777221222735,0.000925811318697,0,0,14.1218434725,14.514737569,68.04345795,0,0.117046341091,0,0.000909709003391,101076
-80.1982718195,39.3693373296,-25.0112024845,21.7386214449,110.588781496,0.115686013317,0.119330507079,0.0077881245345,0.000929360849898,0,0,13.8472755223,10.516303866,67.3366039479,0,0.113586638368,0,0.000884626885068,103575
-79.563941317,41.5347913227,-22.8002784799,22.5146785022,110.742965149,0.119431007559,0.119709204539,0.0080402421475,0.000962490991779,0,0,14.1727209642,13.1253797632,67.7948573012,0,0.11662201998,0,0.00093766928037,101043
-114.584979947,47.3687408305,-13.3674717768,30.5085006382,113.37837296,0.0846411322907,0.171803829992,0.00569814500576,0.00097896313584,0,0,7.48639329595,29.990347635,71.6795799893,0,0.216495181138,0,0.00123362093517,102706
-79.7230969582,41.0523954378,-21.0110101992,22.9171300351,110.795613971,0.121621795953,0.120916052386,0.00818772871348,0.000990027834046,0,0,12.7289413034,14.8790084123,68.2100280368,0,0.119938309247,0,0.000982022338468,101073
-73.2142040396,42.7439122568,-19.6661863057,23.3714482378,110.816692244,0.124751062266,0.122499600541,0.00839839476592,0.00102880000401,0,0,7.0455575616,16.0878264274,68.6164509945,0,0.122966475058,0,0.00103272100051,100166
-76.6102424226,40.6764829067,-23.2200505518,23.1837992002,110.842622815,0.123244885484,0.125464740931,0.00829699709467,0.00104098059099,0,0,13.0412257554,13.5685451636,67.9515378403,0,0.121188318153,0,0.00100549912362,100447
-72.506003884,42.360166402,-22.9290276135,24.9106576424,111.305055218,0.117723014341,0.13661261818,0.00792525794581,0.00108269023773,0,0,13.9310683711,15.7570139019,68.2621958322,0,0.128745320068,0,0.00102033987085,100090
-82.6226962101,35.7229132619,-20.8014899877,28.7067418942,112.51287833,0.10476342388,0.155995912864,0.00705280239539,0.00110020834792,0,0,7.49843735072,23.721085451,69.9993976312,0,0.169404270051,0,0.00119477484161,103225
-75.4556811451,41.1650054122,-21.8260674379,22.5531072884,110.751544905,0.135504389782,0.120855140382,0.00912232198457,0.00110247950405,0,0,13.8396596611,14.2814456617,68.0267563945,0,0.116947620811,0,0.00106683385236,100331
-72.5337066063,43.6192450232,-20.8342126287,23.3674730378,110.929305669,0.133973007039,0.123010870073,0.00901922741701,0.00110946301195,0,0,12.8723849237,15.7792195988,68.3405466962,0,0.119530922866,0,0.00107807657669,104150
-71.1021736139,43.2522405659,-11.9634942783,33.2641359226,114.445913304,0.113106522228,0.178756070536,0.00761447002547,0.00136113274096,0,0,5.55095230881,33.5168240961,72.7113728742,0,0.232616147159,0,0.00177124867998,100018
-79.2354196268,40.7187580472,-14.2840755175,29.2101254022,112.980337765,0.14046832014,0.147959027385,0.00945649987438,0.00139917452388,0,0,3.56909243671,29.1590957925,71.4335451972,0,0.176537868292,0,0.00166943032933,101085
-71.7895840108,42.4104253072,-15.7337846003,32.391687373,113.999470987,0.119425562933,0.174960844392,0.00803987560859,0.00140666342529,0,0,5.32557131107,31.3422392324,72.0803436456,0,0.218199270778,0,0.00175429499494,100027
-76.7941378978,40.7317592263,-18.0291916315,25.6133018613,111.667340585,0.170720322507,0.126268684895,0.0114931018377,0.00145121885441,0,0,12.8184901773,21.1816415777,69.352689455,0,0.125804941425,0,0.00144588900348,104003
-79.6104901419,41.6311097667,-22.2963159935,23.1550854094,110.892699329,0.189557654637,0.121805517107,0.0127612541779,0.00155439116408,0,0,14.1503198211,14.2129677913,67.9816051941,0,0.119434105621,0,0.00152412897935,101046
-79.3229860571,40.8563296496,-21.2154642282,22.7053589534,110.748897851,0.195970121832,0.118957521941,0.0131929493471,0.00156940056142,0,0,12.5200531223,14.7983410881,68.19808335,0,0.117297905424,0,0.00154750532478,101082
-76.60270342,40.631507246,-12.8057054526,30.7337376284,113.481567106,0.149250199098,0.157189177268,0.0100477067541,0.00157939075811,0,0,3.32367188239,30.7427579508,71.9233848686,0,0.195199205377,0,0.00196130437427,103960
-82.2022972853,38.2228617717,-20.2518790724,24.7965912212,111.423659,0.192607583889,0.122626657096,0.012966579162,0.0015900482566,0,0,13.5138784119,19.4122129409,68.9392946952,0,0.120666040689,0,0.00156462576876,101155
-72.2071738603,41.5732498469,-21.874605864,29.454218608,112.987235585,0.16348336471,0.145537845027,0.0110059009484,0.00160177510661,0,0,10.5654455488,26.7835796959,70.597715356,0,0.143709117426,0,0.00158164831176,100057
-80.1180052408,39.7064494505,-22.9357596878,22.3249439214,110.657012178,0.203056973358,0.119392619618,0.0136700448979,0.00163210247065,0,0,13.2731077616,12.6271748947,67.7864598451,0,0.116059143058,0,0.00158653369642,103657
-80.3021134181,39.7020901871,-23.8664843179,21.9456037781,110.573580776,0.206552326101,0.118997868812,0.0139053563386,0.00165470776936,0,0,13.6508998534,11.3058031088,67.5664757551,0,0.114191536025,0,0.00158787399928,103651
-80.1645625197,39.5516902587,-24.0104257985,21.9383419287,110.612552402,0.211785899512,0.118996963467,0.0142576869299,0.00169662145072,0,0,14.157125203,11.4179653348,67.5118178387,0,0.115139378301,0,0.00164162120912,103611
-74.765834875,40.6616748705,-24.4673086369,24.1618412527,111.233028182,0.192112343419,0.131678186799,0.0129332389652,0.00170302545638,0,0,17.4743893438,14.7537781319,67.8682428004,0,0.119296239561,0,0.00154288677389,100252
-73.5065018478,42.5070344312,-34.2413275866,28.5863036996,114.68190691,0.151160430354,0.168592299803,0.010176305869,0.00171564680995,0,0,33.7882670145,15.5840912227,63.4419108969,0,0.151525810617,0,0.00154197299588,100201
-75.2393388172,41.1645756581,-19.5214981719,25.2306382431,111.481743673,0.198919789352,0.128960107804,0.0133915245882,0.00172697245455,0,0,14.1417829612,19.0147133779,68.899147571,0,0.125689107969,0,0.00168316877982,100324
-75.0147845426,40.4160285052,-23.0368641219,27.2106615892,112.383185058,0.187225567424,0.140083173931,0.0126042552019,0.00176564407371,0,0,15.5857027645,22.9995431739,69.3228747263,0,0.134735473977,0,0.00169824029875,100345
-90.9647226083,37.6147684874,-21.9333276692,22.2177705472,110.632687605,0.217635110998,0.121428221381,0.0146514630328,0.0017791010967,0,0,13.8460852253,13.1112050249,67.8832743698,0,0.118212612442,0,0.0017319877212,102143
-91.0727309652,37.0522590629,-24.4073408099,23.7834273262,111.00267463,0.212859531197,0.128024774393,0.0143299651339,0.00183459055333,0,0,14.7863165142,12.7017166707,67.7235544326,0,0.118385649915,0,0.00169646223564,102156
-91.3143743492,37.3146237606,-23.2234048613,22.7947316273,110.823134604,0.222504418455,0.123497737408,0.0149792707927,0.00184990605091,0,0,15.0953385011,13.8064446012,67.888492758,0,0.118467672748,0,0.00177455935026,102152
-82.0558614772,36.9519254036,-22.2583447894,23.3710184218,110.860245665,0.200168860226,0.137923122986,0.0134756135739,0.00185859870826,0,0,7.93170741354,14.0232363052,68.0830410468,0,0.145171528422,0,0.00195627541895,101251
-79.5812825024,41.7229337923,-22.8346158737,22.3627903963,110.667386183,0.232137306536,0.119592883684,0.0156277686521,0.00186896991865,0,0,13.2230372223,12.7282345703,67.8004027006,0,0.116512250832,0,0.00182082650113,101045
-72.0643015915,44.1522482693,-22.487477626,24.7093669531,111.29870899,0.216211597766,0.130004596679,0.0145556303733,0.00189229885609,0,0,14.3466113887,16.3251537216,68.3258835649,0,0.121323034669,0,0.00176593324841,100067
-92.0479231669,37.5604235279,-22.5365964064,22.7782167616,110.791272718,0.229719195818,0.123131630903,0.0154649784679,0.00190422802063,0,0,14.8509280574,13.7292047862,67.9244430097,0,0.117526018889,0,0.00181753735153,102082
-74.572633889,41.1936032705,-29.3236222583,24.0810380676,111.360776083,0.216049189059,0.134374356148,0.0145446968196,0.0019544342705,0,0,19.55456151,12.039405715,67.0629924609,0,0.114476768284,0,0.00166502988757,100210
-78.6807991369,41.4975949617,-24.0971453717,21.7288651477,110.570687991,0.248262596204,0.117724927683,0.0167133429621,0.00196757709156,0,0,14.5282900592,10.3988156002,67.3478723862,0,0.115131910785,0,0.00192423911083,101063
-73.3259502449,42.0531561276,-28.5675347072,25.9384448608,111.766210147,0.207851396797,0.141579922135,0.0139928113737,0.00198110114474,0,0,19.3129685396,14.0062543387,67.463972212,0,0.117490252756,0,0.00164401894507,100127
-79.9228376017,41.368666714,-24.2023320117,23.3037684767,110.928464331,0.242443135928,0.124860439961,0.0163215697473,0.0020379183795,0,0,14.6288024233,12.9120225403,67.7131505053,0,0.118285180346,0,0.00193059982108,101056
-74.089105559,43.9606475065,-24.2297806151,23.8088119946,111.145986545,0.225901918158,0.134786907283,0.0152079946464,0.00204983856436,0,0,15.1818812855,14.0507278595,67.7387450095,0,0.121126835894,0,0.00184209627182,100155
-72.5567576592,42.8512016967,-20.871683001,24.2158275426,111.188227199,0.24560444394,0.126443883664,0.0165343928862,0.00209067285057,0,0,14.8230733381,16.8423523148,68.4548248492,0,0.123191954037,0,0.00203690416847,104141
-79.5102083596,39.8353612721,-22.4111650677,23.2131403609,110.932210188,0.262409647188,0.122105969795,0.0176657398137,0.0021570922921,0,0,14.9016233009,14.4996313125,67.992515617,0,0.119899793566,0,0.00211811855685,101130
-80.493955069,39.1062165618,-23.5733545579,22.0313232359,110.595839796,0.271908379751,0.118753298089,0.0183052061589,0.00217380360356,0,0,13.4206324249,11.5996210842,67.606783586,0,0.114890068133,0,0.00210308638278,103544
-79.6644644813,39.7652404433,-21.2504206298,23.1708320108,110.901962122,0.271126696372,0.120020160743,0.0182525822735,0.00219067785844,0,0,13.8624924638,15.4089294384,68.230880967,0,0.118838709025,0,0.00216911331376,101105
-115.085547215,47.3018809799,-17.9634985438,29.6975702791,112.81437527,0.19786968233,0.165048896512,0.0133208300934,0.00219858830754,0,0,7.14693539797,26.1723322648,70.7886388228,0,0.198046796907,0,0.00263814773214,102702
-74.0473410066,44.0160862191,-19.9135942685,24.0949803182,111.030722617,0.238737047276,0.13751257988,0.0160720713064,0.00221011198936,0,0,7.94911957598,16.5899375583,68.6296347831,0,0.139571544986,0,0.00224320382335,100154
-75.7110242022,40.7823240405,-13.9419442431,28.5872260607,112.700807282,0.226847895936,0.147277049177,0.0152716790326,0.00224916782389,0,0,2.60232368597,27.8285466778,71.1127172352,0,0.176316682318,0,0.00269265178044,100333
-79.177021364,38.9227751706,-25.7191886793,22.7127817954,110.821147223,0.268384811977,0.124824538284,0.0180679952477,0.00225532916451,0,0,14.3829648851,11.217779071,67.3825929719,0,0.117664036562,0,0.00212595325342,100497
-80.4770388886,39.048156956,-21.128932394,22.3226037071,110.62219858,0.287509733939,0.118317468232,0.0193555084888,0.00229009476073,0,0,11.9260665059,14.1103042024,68.1403159345,0,0.118948938126,0,0.00230231718163,103538
-76.602273646,40.6400421547,-25.3759401441,23.8090842093,111.049010696,0.268476906727,0.128078534567,0.0180741951794,0.00231491643205,0,0,15.6906252299,14.5600151355,68.0225314573,0,0.125358774685,0,0.0022657589611,103961
-71.5018674879,43.0229070829,-19.6834286692,23.8542400774,110.915060461,0.268008815565,0.130518251619,0.0180426827073,0.00235489940148,0,0,7.84560574383,16.0197603397,68.6085315253,0,0.131738664892,0,0.00237691893093,100024
-91.190136813,37.3897757208,-52.5693452722,33.1424558637,120.617436778,0.161644081385,0.217621215007,0.0108820781354,0.00236817106562,0,0,70.9468256437,29.7331226784,58.5385249023,0,0.277593009994,0,0.00302078882459,102151
-78.9193390307,39.3395642481,-22.3494480963,21.6287142045,110.430386489,0.298764650704,0.117807994536,0.0201132033118,0.00236949614586,0,0,10.4711494467,12.3159188767,67.8889505516,0,0.115206043355,0,0.00231716257276,100489
-79.5600503157,41.1772922782,-26.6035874021,21.9501326347,110.724068242,0.294108867132,0.119853609288,0.0197997702422,0.0023730739266,0,0,15.343151547,9.46584860955,67.0091623253,0,0.111201187111,0,0.00220175795546,101071
-79.1184280351,41.4565845163,-22.9562891689,22.7294173765,110.805835253,0.295920608924,0.119187049515,0.0199217389253,0.00237441328372,0,0,14.2819849758,13.1893802179,67.7727495225,0,0.118037750375,0,0.0023515172463,101068
-80.0935873818,39.4939299079,-24.4102468672,23.5870939726,110.988004034,0.283073325326,0.125939182774,0.0190568440109,0.00240000336099,0,0,15.0113733665,13.0150206078,67.7334613213,0,0.119464530576,0,0.00227661692403,103600
-74.9195839207,40.6806083811,-51.9503231568,37.0617194522,121.522255895,0.155195038233,0.229882322515,0.0104479206278,0.00240179225938,0,0,71.4206020127,31.2547489736,59.8485099361,0,0.280969648589,0,0.00293554858729,100246
-80.1521040667,39.5730835244,-22.6041847272,22.1116158788,110.595476341,0.304882212874,0.118466279144,0.0205250451124,0.00243152572372,0,0,12.1301591919,12.6540745655,67.8253571784,0,0.117048755084,0,0.00240243097846,103615
-71.8350039595,44.5144766393,-12.8492381898,31.0898948369,113.559112154,0.219613719841,0.164491651477,0.0147846654108,0.00243195402995,0,0,2.863006917,30.7472943155,71.9594026061,0,0.208774150688,0,0.00308665596434,100061
-75.8135323417,40.2512117695,-24.5474540871,22.315524896,110.702070457,0.297969672172,0.121954461593,0.0200596843805,0.00244636800834,0,0,14.2729177452,12.137254717,67.6115527688,0,0.115773754313,0,0.00232238497107,100370
-72.5689851042,43.6022218288,-24.6567029304,22.6215331848,110.83011586,0.293678228827,0.125060784601,0.0197707791425,0.00247254915174,0,0,15.7063908286,11.482590336,67.3767024624,0,0.117477407568,0,0.00232261987927,104149
-82.5937451397,35.6901164842,-20.0514216355,29.2082091859,112.726295641,0.235405132949,0.157908701968,0.0158477627407,0.00250249964348,0,0,7.0682317883,25.4228724254,70.4443508443,0,0.174987259323,0,0.00277315656839,103224
-79.5687731754,40.7564064193,-20.0781398273,24.2873349384,111.235929449,0.313927502479,0.12098089835,0.0211339851205,0.0025568085056,0,0,12.8526810167,18.1767799074,68.737604049,0,0.11894219705,0,0.00251372262266,101084
-74.9686903188,41.0983023066,-27.9338614639,23.9794808499,111.308260765,0.282522230919,0.136700992073,0.0190197436584,0.00260001782707,0,0,18.6487781585,11.7721221191,67.0719772327,0,0.119045968538,0,0.00226422380516,100323
-79.6185347305,41.1686435155,-25.64061168,21.2933780569,110.51440195,0.331386174725,0.117856850864,0.0223093243838,0.00262930671677,0,0,13.8980341202,9.30690049999,67.1358938966,0,0.111512465925,0,0.00248776777516,101072
-73.2727681735,42.09433842,-25.5865402543,24.6814963906,111.376745898,0.293048215758,0.134763130508,0.0197283658888,0.00265865634697,0,0,17.28781684,14.4115456271,67.7404694091,0,0.118638022368,0,0.00234053431359,100123
-77.3930444744,40.8898004534,-19.8995786979,22.4556446403,110.66022918,0.349913700335,0.114700643746,0.0235566201686,0.00270195949783,0,0,10.6310904881,14.8402979959,68.2752160214,0,0.113429597577,0,0.00267201794599,104025
-72.1897220869,44.9394636825,-20.658529461,23.7874287646,110.940562749,0.313124544453,0.12874030244,0.0210799289998,0.00271383643486,0,0,9.41726317666,16.0792233812,68.550829013,0,0.122266471513,0,0.00257736853856,101574
-91.0062332217,37.477176391,-26.0665074991,22.9084177413,110.884812089,0.317078742586,0.127872717122,0.0213461304758,0.00272958770399,0,0,16.383351843,11.2749068229,67.3493312607,0,0.117746225184,0,0.00251342628582,102141
-91.0561981799,37.5896912433,-24.4222390527,20.8678194622,110.399051102,0.350766981938,0.118460965377,0.0236140641343,0.00279734483382,0,0,14.7657730468,9.80503846806,67.2690639034,0,0.113146198283,0,0.00267184158281,102144
-74.1161126532,43.9688977411,-23.4533376728,23.8754731284,111.12187726,0.308514569352,0.135350579931,0.0207695798128,0.00281117467258,0,0,14.1090002339,14.6208260105,67.9291482643,0,0.122707672124,0,0.00254858678982,104158
-79.2264567371,41.3148287555,-23.9666354916,22.8452066851,110.854517282,0.34415475842,0.122001205952,0.0231689211241,0.00282663631774,0,0,15.0681257631,12.4774195667,67.5924948349,0,0.117973476819,0,0.00273331817916,101070
-78.2605426712,40.2146129635,-11.9143724842,27.5279435331,112.235364077,0.30250692248,0.13931796959,0.0203651376451,0.00283722962712,0,0,3.10566798995,25.8708619597,70.7260444782,0,0.174094366961,0,0.00354545574639,100454
-73.5604178793,41.6645917735,-36.9406274651,31.6167017808,115.745109547,0.233915484381,0.181617276338,0.0157474777691,0.00286001402161,0,0,36.1493929815,16.8232171269,63.2102134411,0,0.159162925426,0,0.0025064146298,100128
-71.2312026375,43.0816073977,-14.3927783181,32.3361612932,114.056867435,0.242458806199,0.180517575192,0.0163226246891,0.00294652062965,0,0,5.44928651922,31.9853461806,72.2340978869,0,0.233528462379,0,0.00381179744564,100020
-81.6270867727,36.8062571725,-27.0736180142,23.4820218569,111.032637256,0.338518828325,0.129415285012,0.0227895033865,0.00294931007605,0,0,16.7856434002,10.5521758737,67.1809029153,0,0.113747773414,0,0.00259225526741,101232
-82.5645870453,36.6729237765,-24.7794947815,24.904155128,111.346187717,0.324849174442,0.136303946754,0.0218692454942,0.00298086447339,0,0,17.1743893947,14.385526861,67.8811577908,0,0.125723720662,0,0.00274948291161,101255
-74.3391064377,42.5862365737,-22.26184854,22.3333476401,110.657437776,0.364603981465,0.121720221008,0.024545587941,0.00298769438896,0,0,13.3443362101,13.2791869634,67.9132368352,0,0.117113352262,0,0.00287461608702,100190
-78.7854626306,35.8308208298,-12.0751041019,27.8992105698,112.464675982,0.317671295678,0.140023495012,0.0213860218779,0.00299454552775,0,0,2.63010159258,27.1919544402,70.9780772941,0,0.165155591115,0,0.00353202108484,103149
-118.423033637,35.7555810516,-15.2108532256,28.1886106796,112.343702132,0.284945880126,0.156374068282,0.0191829067004,0.00299970916222,0,0,5.56264979535,24.9411011727,70.4896918746,0,0.196636260817,0,0.00377205504518,102574
-79.0472226223,39.7273427312,-14.0095601681,24.4815985638,111.185660333,0.358213959249,0.124744295671,0.0241154037953,0.00300825906128,0,0,2.55521400202,20.6810907148,69.6068987865,0,0.140020887249,0,0.00337666023579,101123
-79.7773239287,35.6604292157,-11.1182290213,30.0345242081,113.17117569,0.298116416006,0.151227511496,0.0200695633556,0.00303507012307,0,0,3.19312513168,29.5744140773,71.6481601291,0,0.185228569163,0,0.00371745650408,100662
-91.0269963715,37.6188773077,-26.2539668394,21.8058131657,110.65054519,0.367436819385,0.12309265856,0.0247362980698,0.00304485669236,0,0,16.1726392275,9.99616641563,67.1685715374,0,0.113936741949,0,0.00281837320995,102145
-74.8510024231,41.3053797248,-22.4321174414,23.0802854139,110.94226946,0.362234242033,0.125056202784,0.0243860541712,0.00304962733553,0,0,16.0510738315,15.238832553,68.0856176204,0,0.122730051848,0,0.00299290169281,100317
-78.1264750681,40.6063660699,-18.0285657408,25.3120215475,111.23828091,0.315723727289,0.143679719023,0.0212549091814,0.00305389937903,0,0,4.7210566146,18.6096366786,69.2580037173,0,0.179315217776,0,0.00381132866868,103946
-70.8521447672,43.4072254227,-11.3541156191,31.8755253904,114.049062729,0.275005782656,0.165100589504,0.0185137271276,0.00305662726268,0,0,4.05756406705,33.1859878481,72.5611862614,0,0.20921213229,0,0.00387329632899,100016
-81.110419989,37.4354239886,-17.9156674351,24.2906840074,111.034584709,0.361319985025,0.125750018583,0.0243245052663,0.00305880698926,0,0,5.09187376199,18.5014378589,69.1857818315,0,0.129664134706,0,0.00315401592752,101144
-82.694338476,35.7359200099,-20.5591589769,26.1148739611,111.665232424,0.3414806282,0.133073542029,0.0229888953926,0.00305921373723,0,0,11.3364798118,19.9378420985,69.1953937034,0,0.126940783261,0,0.00291822838744,103226
-73.3107955946,42.0484651793,-22.4907569024,24.5854519192,111.301263372,0.34654297579,0.131469349946,0.0233296988514,0.00306714034242,0,0,15.1973199056,16.6386036002,68.3472017714,0,0.123438898184,0,0.00287979232118,100126
-80.1428620949,39.0056628725,-24.503264473,23.2800751674,110.973336947,0.367924324916,0.12434993104,0.0247691175411,0.00308003805816,0,0,15.8492192369,13.7596593849,67.7892956697,0,0.119110260171,0,0.00295025603451,103533
-77.4441595626,40.5678622157,-28.3080566988,23.8114220161,111.331225711,0.355748954429,0.128637815532,0.0239494566427,0.00308080578569,0,0,17.5069661009,10.3469622029,66.727219339,0,0.115668653285,0,0.00277020139677,103934
-74.0147147539,43.8886677515,-36.9864848232,29.0658714592,115.317356715,0.261380197953,0.175632688791,0.0175964360266,0.0030905093725,0,0,37.121189462,16.2415527937,62.5629932665,0,0.162347368842,0,0.00285673508991,100161
-73.3896074161,42.1939738853,-28.086542334,24.0304174135,111.255316806,0.349602922323,0.131475110115,0.023535698211,0.00309435851392,0,0,18.5310373724,11.5408479928,67.1495963013,0,0.112650552846,0,0.00265130941509,100120
-79.9725965438,39.760747745,-21.3145630047,24.3652624221,111.236969861,0.370666512959,0.125641984743,0.0249537250088,0.00313523553684,0,0,14.858478265,17.1376310495,68.4990272726,0,0.121261028788,0,0.00302591436665,101107
-71.3521754796,42.7816340779,-25.7141881934,24.1334466232,111.224326965,0.348740091242,0.133883252681,0.0234776113626,0.0031432589744,0,0,16.4503077232,13.8589089068,67.6839773742,0,0.116796870674,0,0.00274211153805,102550
-79.5432249603,41.7107698363,-14.9053021019,25.3722351913,111.507481241,0.390373361004,0.119708056597,0.0262804142287,0.00314597731389,0,0,6.48429011877,21.9042215932,69.7632610522,0,0.126631732341,0,0.00332793438041,101044
-74.9525032555,41.1061276803,-25.4933568186,24.0167651868,111.171796528,0.345929574244,0.135242780865,0.0232884039057,0.00314958850612,0,0,16.0868371154,13.1811522054,67.5983162118,0,0.12210854731,0,0.00284371317009,100322
-79.8433860031,40.5111872361,-24.1453493758,21.623665562,110.514392316,0.404905431532,0.11648587434,0.027258731069,0.00317525712197,0,0,13.6294676926,10.5677790629,67.4391587426,0,0.112249599067,0,0.00305978163356,101099
-81.8687410257,38.1645497489,-24.5722856754,22.8300695757,110.842695435,0.378702415499,0.124779888733,0.0254947118398,0.00318122730666,0,0,17.5094051616,13.9970798415,67.9052388876,0,0.124677788165,0,0.00317862428208,103459
-91.1641978808,37.5061411934,-24.7096695044,21.9085948397,110.634151751,0.387007654404,0.122208756018,0.0260538307257,0.00318400624249,0,0,15.8032532671,11.1300839689,67.4136142108,0,0.114884597459,0,0.00299318385519,102139
-85.7437930313,34.4353989143,-20.1748648051,23.6666592442,111.093127495,0.401902692993,0.118204732839,0.0270565830217,0.00319821616762,0,0,14.9725736076,16.9502330815,68.4396011167,0,0.115816391113,0,0.00313359580144,100996
-75.3760147945,41.6745383573,-21.4255074791,22.7075843656,110.739671697,0.403340775079,0.119518668989,0.0271533964745,0.00324533780517,0,0,12.6220220666,14.3085542056,68.110977315,0,0.117351321962,0,0.00318648697204,100294
-83.6054716224,36.5884236625,-15.1870822388,24.6045740969,111.322924179,0.398517879694,0.121309871362,0.0268287132323,0.00325458775101,0,0,2.19815887905,21.598651288,69.6899254538,0,0.131415220557,0,0.00352570126668,101265
-79.3270205514,41.4394567529,-20.440589362,23.3763885608,110.937185652,0.402107553598,0.121695048803,0.0270703744893,0.00329433054459,0,0,13.4098458394,15.9748269404,68.3751573167,0,0.121897873791,0,0.00329982109297,101041
-78.6770025376,39.2187468141,-24.2610973829,21.7489648635,110.506282089,0.406546464291,0.120416223588,0.0273692074103,0.00329569659894,0,0,12.8713423048,11.2691962418,67.6120333918,0,0.114880606884,0,0.00314419115723,100508
-75.5548457373,40.1021599832,-22.3391281192,22.8550995245,110.79492615,0.404358285714,0.122711152904,0.0272218965404,0.0033404303087,0,0,14.2177337548,14.1155234682,68.0256248489,0,0.117526269231,0,0.00319928794178,102950
-77.6560407861,40.6271842657,-22.4737927983,22.2383636796,110.596178251,0.410327924505,0.121632320414,0.0276237799573,0.00335994445482,0,0,12.8286415718,12.6972724167,67.878181619,0,0.116578173343,0,0.00322032980825,103952
