Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate
S19S_0022-D,-87.40811,32.96161,22.3,7.0,7.45,84.9,-0.77,-87.40811,32.96161,-115.3860368386109,177.02153286442103,1320.8653015798104,1.3509872832717384,0.1423185485386269,0.0933448302432035,0.0132847007537972,-0.11350927482751812,2.062153256905986,-0.77,-115.3860368386109
S19S_0022-M,-87.40821,32.96156,22.3,7.0,7.45,84.9,-0.87,-87.40821,32.96156,-115.3860368386109,177.02153286442103,1320.8653015798104,1.3509872832717384,0.1423185485386269,0.0933448302432035,0.0132847007537972,-0.060480747381381476,2.062153256905986,-0.87,-115.3860368386109
S19S_0022-U,-87.40828,32.96142,22.3,7.0,7.45,84.9,-0.37,-87.40828,32.96142,-115.3860368386109,177.02153286442103,1320.8653015798104,1.3509872832717384,0.1423185485386269,0.0933448302432035,0.0132847007537972,-0.431798275933005,2.062153256905986,-0.37,-115.3860368386109
S19S_0026-D,-105.54327,40.03489,9.5,6.0,8.25,98.9,-17.98,-105.54327,40.03489,-94.31201629503256,179.56204249999467,1321.2199792077515,5.9483492163242095,0.1439290732058344,0.410993985435904,0.0591539834169618,1.25478968739721,1.9745670297273583,-17.98,-94.31201629503256
S19S_0026-M,-105.54371,40.03496,9.5,6.0,8.25,98.9,-3.11,-105.54371,40.03496,-94.31201629503256,179.56204249999467,1321.2199792077515,5.9483492163242095,0.1439290732058344,0.410993985435904,0.0591539834169618,0.4927603890268375,1.9745670297273583,-3.11,-94.31201629503256
S19S_0026-U,-105.54393,40.03497,9.5,6.0,8.25,98.9,-5.64,-105.54393,40.03497,-94.31201629503256,179.56204249999467,1321.2199792077515,5.9483492163242095,0.1439290732058344,0.410993985435904,0.0591539834169618,0.7512791039833423,1.9745670297273583,-5.64,-94.31201629503256
S19S_0029-D,-111.80126,40.78319,12.0,7.5,9.72,90.0,-79.25,-111.80126,40.78319,-157.48318551381928,173.10029395643323,1320.342273685138,3.2470987009232126,0.1395126785255201,0.2243543523863343,0.0313002766402758,1.8989992708897891,2.1972341909612303,-79.25,-157.48318551381928
S19S_0029-M,-111.79582,40.78466,12.0,7.5,9.72,90.0,-110.45,-111.79582,40.78466,-157.48318551381928,173.10029395643323,1320.342273685138,3.2470987009232126,0.1395126785255201,0.2243543523863343,0.0313002766402758,2.043165720207454,2.1972341909612303,-110.45,-157.48318551381928
S19S_0029-U,-111.79547,40.78464,12.0,7.5,9.72,90.0,-10.71,-111.79547,40.78464,-157.48318551381928,173.10029395643323,1320.342273685138,3.2470987009232126,0.1395126785255201,0.2243543523863343,0.0313002766402758,1.0297894708318558,2.1972341909612303,-10.71,-157.48318551381928
S19S_0034-D,-106.5233,35.8677,13.8,7.0,9.719755395849626,94.0,-115.73,-106.52330000000002,35.8677,-149.2130480224689,172.5587565181897,1320.2472087842596,3.943017773721837,0.1398496242512061,0.2724380379381909,0.0381003572373918,2.063445953123033,2.173806801932813,-115.73,-149.2130480224689
S19S_0034-M,-106.5232,35.8678,13.8,7.0,9.719755395849626,94.0,-8.0,-106.5232,35.8678,-149.2130480224689,172.5587565181897,1320.2472087842596,3.943017773721837,0.1398496242512061,0.2724380379381909,0.0381003572373918,0.9030899869919435,2.173806801932813,-8.0,-149.2130480224689
S19S_0034-U,-106.5233,35.868,13.8,7.0,9.719755395849626,94.0,-27.46,-106.52330000000002,35.868,-149.2130480224689,172.5587565181897,1320.2472087842596,3.943017773721837,0.1398496242512061,0.2724380379381909,0.0381003572373918,1.4387005329007363,2.173806801932813,-27.46,-149.2130480224689
S19S_0036-D,-119.271902,46.372515,11.0,7.0,,,-41.22,-119.271902,46.372515,-177.4401173393429,180.17917413422248,1321.3155834470344,3.8339758476969417,0.1445334798579839,0.2649039181132165,0.0382874851129175,1.6151079874431942,2.2490518159996986,-41.22,-177.4401173393429
S19S_0036-M,-119.271921,46.372735,11.0,7.0,,,-4.84,-119.271921,46.372735,-177.4401173393429,180.17917413422248,1321.3155834470344,3.8339758476969417,0.1445334798579839,0.2649039181132165,0.0382874851129175,0.6848453616444125,2.2490518159996986,-4.84,-177.4401173393429
