Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-75.1426805052,40.9987142694,-2704.94693351,360.921051554,1388.12013424,0.0376219613702,0.368400903378,0.00269057227781,0.00099120925775,0,0,1760.33119057,196.239971333,321.456705087,0,0.190485348239,0,0.000512514597302,100325
-74.6974575013,43.1771680276,-1398.60969044,250.664914716,1352.290409,0.0712995621269,0.257490330118,0.00509905965271,0.00131295855327,0,0,1073.23835734,83.190835165,325.45276595,0,0.0735061679089,0,0.000374812335009,100176
-72.0392621934,44.365623701,-1707.8029203,272.908921565,1364.3524435,0.0777465391401,0.282546442583,0.00556012167594,0.00157099259987,0,0,1582.88554079,154.263725982,315.162421375,0,0.152633631044,0,0.000848661560448,100063
-72.9021927058,41.4226593475,-2893.89145708,374.667992827,1393.54631592,0.065757790363,0.377104497278,0.00470273429021,0.00177342225034,0,0,1735.83179302,203.790880023,317.521268904,0,0.191628474557,0,0.000901177798279,100119
-71.6274981483,44.7561648743,-1969.45397272,313.136354673,1372.4963528,0.0836247953502,0.318923257086,0.00598051106088,0.00190732406658,0,0,1739.27645455,171.474516087,326.133334516,0,0.160085037952,0,0.000957390340153,100059
-87.4227393652,35.5726248194,-2116.18672892,302.117460754,1371.69052288,0.0992320411506,0.312694092159,0.00709667888824,0.0022190895623,0,0,1620.50115585,150.216219837,307.325109778,0,0.154145541261,0,0.00109392140838,101320
-81.5645866855,35.5895902538,-1238.54373215,239.987915666,1352.40572963,0.128961639977,0.25058700787,0.00922282094779,0.00231111910542,0,0,1178.58081438,77.5462587416,314.396038267,0,0.0815493479611,0,0.000752115034655,100672
-81.7063310203,38.3394743874,-1498.81238999,271.369477836,1364.44009936,0.120539173561,0.27977105493,0.00862047981982,0.00241176073319,0,0,1681.90053571,155.864364137,314.049356696,0,0.151749443384,0,0.00130815301436,103471
-78.7393452048,41.4229583135,-2617.55630438,357.084368103,1384.83765115,0.112086282395,0.362059940266,0.00801596283528,0.00290225902531,0,0,1681.31016982,190.507692947,328.89233075,0,0.17708333038,0,0.00141949339508,101065
-84.4478107581,34.0022275835,-2409.90010461,317.880767549,1380.90768412,0.125194382016,0.325213235221,0.00895340171864,0.00291176473915,0,0,1829.94057186,186.811309662,299.084025776,0,0.185365504143,0,0.00165965182337,100866
