Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
CM_017-2,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.85,-110.5660089,45.597409,-57.64747482132189,109.87536833573418,1123.477588718573,1.0475450905362742,0.1428869786564511,0.0718952443094098,0.0102728942391389,0.4548448600085102,1.7607802882970742,0.0,0.0,22.407486371931025,19.28331607546189,196.4073448911004,0.0,0.0329561811801785,0.0,0.0023693926974541
CM_017-3,-110.5660089,45.597409,0.38,6.0,11.69,80.84,-2.5,-110.5660089,45.597409,-57.64747482132189,109.87536833573418,1123.477588718573,1.0475450905362742,0.1428869786564511,0.0718952443094098,0.0102728942391389,0.3979400086720376,1.7607802882970742,0.0,0.0,22.407486371931025,19.28331607546189,196.4073448911004,0.0,0.0329561811801785,0.0,0.0023693926974541
CM_018-1,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.78,-102.126046,41.316592,-178.31397828247796,105.12508299948072,1123.0253588997934,3.5939988228250046,0.1365657948477398,0.2466637720410255,0.0336858340889243,0.250420002308894,2.251185389462486,0.0,0.0,86.94980716822259,19.149351516565336,196.3790240842475,0.0,0.0311666437219689,0.0,0.0076876819023196
CM_018-2,-102.126046,41.316592,20.47,8.0,8.26,91.71,-1.64,-102.126046,41.316592,-178.31397828247796,105.12508299948072,1123.0253588997934,3.5939988228250046,0.1365657948477398,0.2466637720410255,0.0336858340889243,0.21484384804769785,2.251185389462486,0.0,0.0,86.94980716822259,19.149351516565336,196.3790240842475,0.0,0.0311666437219689,0.0,0.0076876819023196
CM_018-3,-102.126046,41.316592,20.47,8.0,8.26,91.71,-0.86,-102.126046,41.316592,-178.31397828247796,105.12508299948072,1123.0253588997934,3.5939988228250046,0.1365657948477398,0.2466637720410255,0.0336858340889243,-0.06550154875643228,2.251185389462486,0.0,0.0,86.94980716822259,19.149351516565336,196.3790240842475,0.0,0.0311666437219689,0.0,0.0076876819023196
CM_020-1,-79.04489,33.82767,30.16,6.5,4.36,57.87,-18.49,-79.04489,33.82767,-120.36684580752971,107.26558607134018,1123.226646933001,2.1365781127575585,0.1394398526061128,0.1466378934812288,0.0204471662534933,1.266936911159173,2.080506880064105,0.0,0.0,51.858881819561326,19.76218645387328,196.446741259788,0.0,0.0328589108411257,0.0,0.0048183614678302
CM_020-2,-79.04489,33.82767,30.16,6.5,4.36,57.87,-21.45,-79.04489,33.82767,-120.36684580752971,107.26558607134018,1123.226646933001,2.1365781127575585,0.1394398526061128,0.1466378934812288,0.0204471662534933,1.331427296520743,2.080506880064105,0.0,0.0,51.858881819561326,19.76218645387328,196.446741259788,0.0,0.0328589108411257,0.0,0.0048183614678302
CM_020-3,-79.04489,33.82767,30.16,6.5,4.36,57.87,-15.72,-79.04489,33.82767,-120.36684580752971,107.26558607134018,1123.226646933001,2.1365781127575585,0.1394398526061128,0.1466378934812288,0.0204471662534933,1.196452541703389,2.080506880064105,0.0,0.0,51.858881819561326,19.76218645387328,196.446741259788,0.0,0.0328589108411257,0.0,0.0048183614678302
CM_021-1,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.78,-111.0953268,32.3504894,-238.4821492103881,104.77152568737192,1122.9915248936538,3.2563549515351395,0.1361870247505454,0.2234905560761332,0.0304365138918534,0.761927838420529,2.3774558769209433,0.0,0.0,215.4356248609511,18.74643193682794,196.34518413773412,0.0,0.0310944945197765,0.0,0.0069493258711311
CM_021-2,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-4.15,-111.0953268,32.3504894,-238.4821492103881,104.77152568737192,1122.9915248936538,3.2563549515351395,0.1361870247505454,0.2234905560761332,0.0304365138918534,0.6180480967120927,2.3774558769209433,0.0,0.0,215.4356248609511,18.74643193682794,196.34518413773412,0.0,0.0310944945197765,0.0,0.0069493258711311
CM_021-3,-111.0953268,32.3504894,32.44,7.0,4.87,67.11,-5.71,-111.0953268,32.3504894,-238.4821492103881,104.77152568737192,1122.9915248936538,3.2563549515351395,0.1361870247505454,0.2234905560761332,0.0304365138918534,0.756636108245848,2.3774558769209433,0.0,0.0,215.4356248609511,18.74643193682794,196.34518413773412,0.0,0.0310944945197765,0.0,0.0069493258711311
CM_022-1,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-6.39,-123.24972440000002,44.550507,-76.89123244677316,109.026060359222,1123.3952084240534,4.327954470654657,0.1417108422808407,0.2970367069053093,0.0420933219238785,0.8055008581584001,1.88587682202425,0.0,0.0,33.201637734696035,19.620657358808884,196.4384423015234,0.0,0.032809183338025,0.0,0.0097455317749794
CM_022-2,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-4.79,-123.24972440000002,44.550507,-76.89123244677316,109.026060359222,1123.3952084240534,4.327954470654657,0.1417108422808407,0.2970367069053093,0.0420933219238785,0.6803355134145632,1.88587682202425,0.0,0.0,33.201637734696035,19.620657358808884,196.4384423015234,0.0,0.032809183338025,0.0,0.0097455317749794
CM_022-3,-123.2497244,44.550507,15.67,6.25,9.42,94.79,-9.54,-123.24972440000002,44.550507,-76.89123244677316,109.026060359222,1123.3952084240534,4.327954470654657,0.1417108422808407,0.2970367069053093,0.0420933219238785,0.9795483747040951,1.88587682202425,0.0,0.0,33.201637734696035,19.620657358808884,196.4384423015234,0.0,0.032809183338025,0.0,0.0097455317749794
CM_023-1,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2228.76,-123.27687,44.55596,-2333.258517108147,227.57617555038,1141.5068422113188,2.386283782215131,0.2966705350225381,0.1637757238937664,0.0485874316312671,3.3480633047801924,3.367962859811158,0.0,0.0,175.15709225584936,60.52810525380404,201.55844475099488,0.0,0.0950074871695228,0.0,0.0155599199865163
CM_023-2,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2718.25,-123.27687,44.55596,-2333.258517108147,227.57617555038,1141.5068422113188,2.386283782215131,0.2966705350225381,0.1637757238937664,0.0485874316312671,3.4342893967038757,3.367962859811158,0.0,0.0,175.15709225584936,60.52810525380404,201.55844475099488,0.0,0.0950074871695228,0.0,0.0155599199865163
CM_023-3,-123.27687,44.55596,19.14,6.25,8.31,89.78,-2289.87,-123.27687,44.55596,-2333.258517108147,227.57617555038,1141.5068422113188,2.386283782215131,0.2966705350225381,0.1637757238937664,0.0485874316312671,3.3598108273681695,3.367962859811158,0.0,0.0,175.15709225584936,60.52810525380404,201.55844475099488,0.0,0.0950074871695228,0.0,0.0155599199865163
CM_024-1,-84.41527,33.68401,23.66,6.0,7.27,85.82,-4.93,-84.41527,33.68401,-86.47638923517238,108.57108894236912,1123.351084989738,1.0352673494964388,0.1411612173877645,0.0710525968667353,0.0100298710722703,0.69284691927723,1.9368975476430124,0.0,0.0,40.21736381255581,19.56953768119547,196.43372102603675,0.0,0.0329298899032468,0.0,0.0023397541921613
CM_024-2,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.02,-84.41527,33.68401,-86.47638923517238,108.57108894236912,1123.351084989738,1.0352673494964388,0.1411612173877645,0.0710525968667353,0.0100298710722703,0.7007037171450193,1.9368975476430124,0.0,0.0,40.21736381255581,19.56953768119547,196.43372102603675,0.0,0.0329298899032468,0.0,0.0023397541921613
CM_024-3,-84.41527,33.68401,23.66,6.0,7.27,85.82,-5.3,-84.41527,33.68401,-86.47638923517238,108.57108894236912,1123.351084989738,1.0352673494964388,0.1411612173877645,0.0710525968667353,0.0100298710722703,0.724275869600789,1.9368975476430124,0.0,0.0,40.21736381255581,19.56953768119547,196.43372102603675,0.0,0.0329298899032468,0.0,0.0023397541921613
CM_027-1,-95.28318,29.33381,32.93,7.5,10.96,152.38,-3293.85,-95.28318,29.33381,-2715.5289920502937,267.0730464006783,1150.284104118057,2.964819770908818,0.3455960902471254,0.2034818774757809,0.0703225412917744,3.517703817767683,3.4338544438512564,0.0,0.0,204.8212115068024,77.0211477098268,205.55188085737484,0.0,0.1052148728829998,0.0,0.0214093198726084
CM_027-2,-95.28318,29.33381,32.93,7.5,10.96,152.38,-2717.18,-95.28318,29.33381,-2715.5289920502937,267.0730464006783,1150.284104118057,2.964819770908818,0.3455960902471254,0.2034818774757809,0.0703225412917744,3.434118409274495,3.4338544438512564,0.0,0.0,204.8212115068024,77.0211477098268,205.55188085737484,0.0,0.1052148728829998,0.0,0.0214093198726084
CM_027-3,-95.28318,29.33381,32.93,7.5,10.96,152.38,-1941.4,-95.28318,29.33381,-2715.5289920502937,267.0730464006783,1150.284104118057,2.964819770908818,0.3455960902471254,0.2034818774757809,0.0703225412917744,3.288115025288103,3.4338544438512564,0.0,0.0,204.8212115068024,77.0211477098268,205.55188085737484,0.0,0.1052148728829998,0.0,0.0214093198726084
