Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-184.5618817480543,100.96965741314496,1055.2004019982946,2.577732900935944,0.1890861405900736,0.1770385002923919,0.0334755267561429,0.0,0.0,58.54346486221137,7.693603574899961,67.55290805842932,0.0,0.0572428997021285,0.0,0.0101341971156526
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-184.5618817480543,100.96965741314496,1055.2004019982946,2.577732900935944,0.1890861405900736,0.1770385002923919,0.0334755267561429,0.0,0.0,58.54346486221137,7.693603574899961,67.55290805842932,0.0,0.0572428997021285,0.0,0.0101341971156526
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-184.5618817480543,100.96965741314496,1055.2004019982946,2.577732900935944,0.1890861405900736,0.1770385002923919,0.0334755267561429,0.0,0.0,58.54346486221137,7.693603574899961,67.55290805842932,0.0,0.0572428997021285,0.0,0.0101341971156526
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-195.14595395125124,100.50697250120294,1055.1555056278469,0.4206556672130049,0.188391855699389,0.0288905993463659,0.0054427536231293,0.0,0.0,31.666000477761404,7.688388757142254,67.56487236075563,0.0,0.0572053382349464,0.0,0.0016526965074191
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-195.14595395125124,100.50697250120294,1055.1555056278469,0.4206556672130049,0.188391855699389,0.0288905993463659,0.0054427536231293,0.0,0.0,31.666000477761404,7.688388757142254,67.56487236075563,0.0,0.0572053382349464,0.0,0.0016526965074191
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-87.95431376284728,105.0305566858432,1055.5959189075588,0.5604392981842955,0.1964362813991825,0.0384909285284922,0.0075610148677386,0.0,0.0,25.001166078744323,8.005831711050932,67.60307320423459,0.0,0.0585192576947716,0.0,0.0022524605654698
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-87.95431376284728,105.0305566858432,1055.5959189075588,0.5604392981842955,0.1964362813991825,0.0384909285284922,0.0075610148677386,0.0,0.0,25.001166078744323,8.005831711050932,67.60307320423459,0.0,0.0585192576947716,0.0,0.0022524605654698
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-87.95431376284728,105.0305566858432,1055.5959189075588,0.5604392981842955,0.1964362813991825,0.0384909285284922,0.0075610148677386,0.0,0.0,25.001166078744323,8.005831711050932,67.60307320423459,0.0,0.0585192576947716,0.0,0.0022524605654698
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-80.6612801995619,105.40664161296895,1055.6335658550663,0.6139373067818372,0.1971142533100305,0.042165167704824,0.0083113555478285,0.0,0.0,27.74920306697468,8.114211348146572,67.61320749317761,0.0,0.0587265064705233,0.0,0.002476212994048
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-80.6612801995619,105.40664161296895,1055.6335658550663,0.6139373067818372,0.1971142533100305,0.042165167704824,0.0083113555478285,0.0,0.0,27.74920306697468,8.114211348146572,67.61320749317761,0.0,0.0587265064705233,0.0,0.002476212994048
CM_004-3,-73.19778,42.72306,14.89,6.5,11.31,111.85,-9.84,-73.19778,42.72306,-80.6612801995619,105.40664161296895,1055.6335658550663,0.6139373067818372,0.1971142533100305,0.042165167704824,0.0083113555478285,0.0,0.0,27.74920306697468,8.114211348146572,67.61320749317761,0.0,0.0587265064705233,0.0,0.002476212994048
CM_005-1,-122.58061,48.81862,5.31,6.3,11.04,87.15,-1.16,-122.58061,48.81862,-84.45183028896838,105.2106702034926,1055.6148415420084,2.540500442339248,0.1967679199241319,0.174481377857494,0.0343323377865155,0.0,0.0,28.58721441715014,7.942505847578318,67.57848626623871,0.0,0.0581933584312022,0.0,0.0101536573612311
CM_005-2,-122.58061,48.81862,5.31,6.3,11.04,87.15,-1.8,-122.58061,48.81862,-84.45183028896838,105.2106702034926,1055.6148415420084,2.540500442339248,0.1967679199241319,0.174481377857494,0.0343323377865155,0.0,0.0,28.58721441715014,7.942505847578318,67.57848626623871,0.0,0.0581933584312022,0.0,0.0101536573612311
CM_005-3,-122.58061,48.81862,5.31,6.3,11.04,87.15,-2.56,-122.58061,48.81862,-84.45183028896838,105.2106702034926,1055.6148415420084,2.540500442339248,0.1967679199241319,0.174481377857494,0.0343323377865155,0.0,0.0,28.58721441715014,7.942505847578318,67.57848626623871,0.0,0.0581933584312022,0.0,0.0101536573612311
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-3657.26,-119.8217832,38.9745676,-2609.6964014034725,267.3742957239815,1085.2555298493185,5.279283226606744,0.4838339364499228,0.3625807719325313,0.1754288821651683,0.0,0.0,352.7598224636316,58.7041644388014,67.64129327958752,0.0,0.1313005102582926,0.0,0.0476070403645869
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2199.18,-119.8217832,38.9745676,-2609.6964014034725,267.3742957239815,1085.2555298493185,5.279283226606744,0.4838339364499228,0.3625807719325313,0.1754288821651683,0.0,0.0,352.7598224636316,58.7041644388014,67.64129327958752,0.0,0.1313005102582926,0.0,0.0476070403645869
CM_006-3,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2196.81,-119.8217832,38.9745676,-2609.6964014034725,267.3742957239815,1085.2555298493185,5.279283226606744,0.4838339364499228,0.3625807719325313,0.1754288821651683,0.0,0.0,352.7598224636316,58.7041644388014,67.64129327958752,0.0,0.1313005102582926,0.0,0.0476070403645869
CM_007-1,-121.580361,39.007299,13.15,6.5,10.53,100.23,-2.13,-121.580361,39.007299,-90.06812767478067,104.86049679155768,1055.5790923032273,4.815989110892796,0.1962085278255937,0.3307617671743166,0.0648982793982644,0.0,0.0,25.927722514585312,7.6605066145167635,67.56164946343652,0.0,0.0584326822751595,0.0,0.0193272972500671
CM_007-2,-121.580361,39.007299,13.15,6.5,10.53,100.23,-1.78,-121.580361,39.007299,-90.06812767478067,104.86049679155768,1055.5790923032273,4.815989110892796,0.1962085278255937,0.3307617671743166,0.0648982793982644,0.0,0.0,25.927722514585312,7.6605066145167635,67.56164946343652,0.0,0.0584326822751595,0.0,0.0193272972500671
CM_007-3,-121.580361,39.007299,13.15,6.5,10.53,100.23,-6.94,-121.580361,39.007299,-90.06812767478067,104.86049679155768,1055.5790923032273,4.815989110892796,0.1962085278255937,0.3307617671743166,0.0648982793982644,0.0,0.0,25.927722514585312,7.6605066145167635,67.56164946343652,0.0,0.0584326822751595,0.0,0.0193272972500671
CM_008-1,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2719.07,-117.611779,33.94849,-3033.7665790773563,314.5976268937048,1098.057445734722,4.056553874100007,0.571043479486303,0.2786038126623592,0.1590948905808636,0.0,0.0,223.86380597420376,65.61883885646907,70.10754952667797,0.0,0.1512368770186423,0.0,0.042135170552542
CM_008-2,-117.611779,33.94849,29.98,9.5,18.88,249.65,-3664.98,-117.611779,33.94849,-3033.7665790773563,314.5976268937048,1098.057445734722,4.056553874100007,0.571043479486303,0.2786038126623592,0.1590948905808636,0.0,0.0,223.86380597420376,65.61883885646907,70.10754952667797,0.0,0.1512368770186423,0.0,0.042135170552542
CM_008-3,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2756.74,-117.611779,33.94849,-3033.7665790773563,314.5976268937048,1098.057445734722,4.056553874100007,0.571043479486303,0.2786038126623592,0.1590948905808636,0.0,0.0,223.86380597420376,65.61883885646907,70.10754952667797,0.0,0.1512368770186423,0.0,0.042135170552542
CM_010-1,-79.8466751,33.666607,25.62,6.5,6.36,77.85,-6.64,-79.8466751,33.666607,-119.01695147050586,103.55940240595676,1055.451001108113,3.3857546732331465,0.1937534974911203,0.2325333743808427,0.0450541545697003,0.0,0.0,30.87016519723344,7.701810415558655,67.56001699863212,0.0,0.0576846909313374,0.0,0.0134136158323798
