Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
101541,-83.020214485,42.8225382263,-894.2577060712692,211.69155430967703,1017.6266135654278,2.825623539362674,0.1879663956178881,0.1915896889944292,0.036012423277835,0.0,0.0,1150.3166447640672,194.94732822603055,301.6850571186344,0.0,0.1320309964137144,0.0,0.0252957775405281
101542,-82.9851784681,42.818631781,-766.8799461431513,189.30965682182205,1008.6248392892998,2.8809020233568616,0.1733904681471892,0.1953378130488171,0.0338697148513825,0.0,0.0,597.007014187178,101.46330544798172,271.290094707977,0.0,0.0765442130917508,0.0,0.0149519791868852
101543,-82.8853545828,42.8480541554,-1595.6672989662752,341.8079693259465,1076.6204078464411,2.926764891387452,0.2945815621562231,0.1984475169778675,0.0584589795573637,0.0,0.0,1936.930127977998,354.13778149910576,348.0939829127668,0.0,0.2436947464689098,0.0,0.048360617337306
101545,-82.8888146191,42.6292083193,-922.5891068605716,193.47673794835617,1007.3645022132272,2.697860889498543,0.1829343502407702,0.1829268200695426,0.033463598971032,0.0,0.0,444.9314669860016,88.65762950659618,275.243826526326,0.0,0.1033405387661339,0.0,0.0189037561407621
101547,-82.9021628022,42.5938334484,-434.6400344105608,133.0225641381896,996.1334295914417,2.384209487219718,0.133212507336595,0.161659877117609,0.0215351175665624,0.0,0.0,341.08056707414465,50.475782839830586,271.1401836984671,0.0,0.0709858569472963,0.0,0.0114755649111881
101548,-82.9562542447,42.3395915163,-1692.6921345213627,354.72229011465606,1072.6445855076377,4.243353001697431,0.3369141468642974,0.2877179746570764,0.0969362559691124,0.0,0.0,1635.2197818686325,337.0814208902035,358.98324666872384,0.0,0.2959647183658099,0.0,0.0851543693381628
101549,-84.0729212401,42.1687580972,-507.0838253826829,154.64393843696374,1000.3883042680402,2.7283897646203403,0.1471208485657282,0.1849968119168126,0.0272168879511558,0.0,0.0,388.3086082918029,70.4984916075131,270.94506218918366,0.0,0.0648036128337523,0.0,0.0119884617749356
101550,-83.5312543893,41.960424753,-1677.1372128015057,333.574351235381,1062.4930753247722,3.44209341171607,0.2932464124253807,0.2333890545055413,0.0684405029331015,0.0,0.0,1498.5484836005855,273.15525941145114,312.6798343796478,0.0,0.2045459544143254,0.0,0.0477387869036929
101551,-84.8141349844,41.4684299843,-1116.135105684935,241.9014551502822,1031.9541324984723,2.86560776767393,0.2126234419419789,0.1943007953255166,0.0413129038741752,0.0,0.0,1490.1485626009944,272.46360778318024,331.4259433265976,0.0,0.1803562801552594,0.0,0.0350433686761186
101552,-84.8062547268,41.38125792,-1097.4565240875077,225.36702614695204,1022.1689785005308,2.928009307017332,0.196545705339964,0.1985318938243182,0.0390205911041794,0.0,0.0,1231.801683371007,221.58271863434248,313.77445726602366,0.0,0.1469272893933297,0.0,0.0291697530177313
101553,-85.0229214337,41.0937578583,-835.3866068205174,192.47072278273907,1014.0946511578824,2.92301888544582,0.1726837655311808,0.1981935213187393,0.0342248035652042,0.0,0.0,1182.7836089716675,201.45576155942453,304.85348245163595,0.0,0.1391123454952719,0.0,0.0275711656126169
101554,-84.2641488649,40.9477992602,-1326.7861475880477,278.50874250756067,1047.1927289769778,3.503469584338512,0.2360221474434243,0.2375506286362036,0.0560672094972521,0.0,0.0,1604.1046042123166,292.0953216553113,326.9408702174675,0.0,0.1965320793188713,0.0,0.0466863189893781
101555,-83.7145877394,41.502091329,-561.3967522309587,176.16357251039938,1006.3397028759188,3.268573135231072,0.1657653039848544,0.2216236174815113,0.0367375063220457,0.0,0.0,669.6231659057139,103.56648421887238,271.6748542110281,0.0,0.0966549440109015,0.0,0.0214210183391689
101556,-83.1563646782,41.3070518559,-1092.7487461347516,232.42625258737272,1024.064299930072,3.204271554956867,0.1983671525707081,0.2172636878606801,0.0430979791179341,0.0,0.0,1235.3601013559792,221.22026897418385,312.3707221506545,0.0,0.1427198175857243,0.0,0.031007833899478
