Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-8.826570200512254,3.597294175131176,24.569150948105413,1.1022895336316048,0.1352354804363013,0.0749063686460874,0.0101299987515923,0.0,0.0,1.461031177195361,1.353838659650324,9.21630390737494,0.0,0.13963796304891,0.0,0.0104597727371303
100002,-68.0024586084,46.8479089414,-10.351432328159062,4.3707241099042085,24.73105983416794,1.845115064831266,0.1570823769008844,0.1253852685921372,0.0196958160188086,0.0,0.0,2.947323168989364,2.03096339032044,9.23095838606016,0.0,0.1642026032164513,0.0,0.0205885875078228
100003,-67.8319392853,46.7736187052,-10.748509439277628,4.386126961390722,24.72777575696421,1.968391187193952,0.1581840293953537,0.1337625291804117,0.021159095847871,0.0,0.0,2.851619884708749,1.957733728475332,9.233030002032852,0.0,0.1643074224585045,0.0,0.0219781763911639
100004,-67.2980373631,45.1687180464,-9.927563222598792,4.437447444880939,24.73445466903134,1.4779511858691403,0.1733074912535004,0.1004345528029259,0.0174060603814422,0.0,0.0,2.840733936473014,2.684306053228907,9.421130788804811,0.0,0.2057724190566659,0.0,0.0206666608871325
100005,-67.9355420529,44.6060839859,-10.659767427802382,3.895468164304764,24.626491850318157,0.9834649510208372,0.1431884224787878,0.0668316135861031,0.0095695133211059,0.0,0.0,3.2950299145966,1.029752592145056,9.138697718534084,0.0,0.1416950370302994,0.0,0.0094697079618775
100006,-68.6437497835,45.2562592587,-11.101286498574993,4.328267430086512,24.73093160097416,1.671419135062393,0.1510910122799677,0.1135817170291224,0.0171611766024269,0.0,0.0,4.081436426775475,1.3380663584496215,9.08145816616062,0.0,0.1434914046941659,0.0,0.016298000124084
100007,-68.6976688239,44.8272759862,-10.210361027681197,4.255880104564577,24.70625108439227,1.652227011845349,0.1472829394858962,0.1122775113617959,0.0165365619115263,0.0,0.0,3.929388730436189,1.397414505821441,9.126911188335091,0.0,0.1369254665728346,0.0,0.0153736506288506
100008,-69.8848789022,45.0515545607,-9.955467219898738,3.8841586562180175,24.621507439498764,0.749217772563112,0.1421866700043114,0.0509132863512874,0.0072391906452654,0.0,0.0,2.849084977353228,1.168417697792067,9.164910950871056,0.0,0.1460487521026915,0.0,0.0074358219370525
100009,-69.6814483853,44.4726905408,-8.036804411568829,4.133848809449128,24.66982845552,1.442262104638356,0.1597183605167689,0.0980092921125647,0.0156538834516279,0.0,0.0,2.1427844220508634,2.5744187970191224,9.425287060067864,0.0,0.187959079684964,0.0,0.0184217363460524
100010,-70.9770838575,44.389592367,-4.43304006371843,4.671452613913369,24.78355359489516,1.5927642449452772,0.186066844709738,0.1082367037497899,0.020139261948506,0.0,0.0,1.4628879705781137,3.3703030718480558,9.621750990733272,0.0,0.2246587250038669,0.0,0.024316319863049
100011,-70.2064326548,44.0731455038,-6.880705824798365,4.13878372309841,24.67952704483637,2.327715666373082,0.1673789329090352,0.1581805165419344,0.0264760860657889,0.0,0.0,2.525267001215624,2.905686856296432,9.495524308931444,0.0,0.2061544178258431,0.0,0.0326096122990936
100013,-69.9744186896,43.918531399,-7.116404208784995,3.976099549532521,24.64729231190733,2.211801719913931,0.1573999601617301,0.15030355450993,0.0236577734920293,0.0,0.0,1.655153412261832,2.684608743228138,9.446107645091814,0.0,0.1911602398803421,0.0,0.0287320635349862
100014,-70.3019546667,43.7268608231,-9.373046790385985,3.5474715963428416,24.55879298802686,1.1227931809304863,0.1323996805487926,0.0762996992695756,0.0101020558092607,0.0,0.0,1.771425124062108,1.1600445656594878,9.199074133266556,0.0,0.1413954798007045,0.0,0.0107884325868711
100015,-70.7813953823,43.8061260977,-5.622458143085035,3.829310340450758,24.60225195436523,1.3206934022506345,0.1443883922595655,0.0897480596876503,0.0129585780467153,0.0,0.0,1.880565027185738,1.7003678815027798,9.279262181039975,0.0,0.1490418204582837,0.0,0.0133762141984461
100016,-70.8521447672,43.4072254227,-9.492941030421832,3.62203988024117,24.57260662133752,0.1695071406996312,0.1380065882207727,0.0115189013249166,0.0015896842719034,0.0,0.0,2.5129787122627,1.1954186518457508,9.194901580666778,0.0,0.1449320873719998,0.0,0.0016694584132522
100017,-70.7435056312,43.3151044661,-10.940110427698675,4.428669986311272,24.748659241185,0.2177002824939048,0.1801855816123462,0.0147938786655447,0.0026656436316536,0.0,0.0,3.2888088667151862,3.289516987106472,9.565859843119894,0.0,0.2257051687492891,0.0,0.0033390548806632
100018,-71.1021736139,43.2522405659,-8.586463828811214,3.605062936632425,24.569000024467265,0.3049320860468309,0.1398267000070138,0.0207217383024505,0.0028974522852405,0.0,0.0,2.7083408899457395,1.6943207692348428,9.276233719827408,0.0,0.1546931579565941,0.0,0.0032055111363561
100019,-70.8894448683,43.1802865919,-13.076416155693067,4.698356575570908,24.77261263536464,0.8293039971118976,0.1765394332371285,0.0563555663299065,0.009948979739639,0.0,0.0,2.336250331538214,2.061930336751026,9.29264418995832,0.0,0.183018778289009,0.0,0.0103141268994847
