Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-208.9197797892827,103.94435947507924,1122.91376796117,2.6401144351312817,0.1354357790721672,0.1811966606815864,0.0245405109046857,1.6183619311098782,2.3199795593995445,-41.53,-208.9197797892827,403.05750009458876
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-208.9197797892827,103.94435947507924,1122.91376796117,2.6401144351312817,0.1354357790721672,0.1811966606815864,0.0245405109046857,1.6796095717797561,2.3199795593995445,-47.82,-208.9197797892827,336.8878707429584
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-208.9197797892827,103.94435947507924,1122.91376796117,2.6401144351312817,0.1354357790721672,0.1811966606815864,0.0245405109046857,1.6264430253312947,2.3199795593995445,-42.31,-208.9197797892827,393.78345494985274
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-170.0753262117734,104.90413880213636,1123.0014666395607,0.4598222124469602,0.1367430112020055,0.0315585749973239,0.0043154145743783,1.9205407165024797,2.230641312628855,-83.28,-170.0753262117734,104.22109295361837
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-170.0753262117734,104.90413880213636,1123.0014666395607,0.4598222124469602,0.1367430112020055,0.0315585749973239,0.0043154145743783,2.239949807908753,2.230641312628855,-173.76,-170.0753262117734,2.1205535153237824
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-74.50983416954776,109.05321241860835,1123.3972647905937,0.5111584020709943,0.1418442500108803,0.0350818867175332,0.0049761639104151,0.8241258339165489,1.8722135968249043,-6.67,-74.50983416954776,1017.0889680591868
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-74.50983416954776,109.05321241860835,1123.3972647905937,0.5111584020709943,0.1418442500108803,0.0350818867175332,0.0049761639104151,0.9074113607745862,1.8722135968249043,-8.08,-74.50983416954776,822.1514129894524
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-74.50983416954776,109.05321241860835,1123.3972647905937,0.5111584020709943,0.1418442500108803,0.0350818867175332,0.0049761639104151,0.9960736544852753,1.8722135968249043,-9.91,-74.50983416954776,651.8651278460925
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-73.64563506334615,109.06855202369483,1123.3986367087143,0.5489947596928236,0.141929982243828,0.0376786762968792,0.0053477338577869,0.8585371975696391,1.8671470115441742,-7.22,-73.64563506334615,920.0226463067335
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-73.64563506334615,109.06855202369483,1123.3986367087143,0.5489947596928236,0.141929982243828,0.0376786762968792,0.0053477338577869,1.2521245525056444,1.8671470115441742,-17.87,-73.64563506334615,312.11883079656485
