Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-219.4136918099,93.0451291396603,1098.4527603571655,2.615990018471621,0.1331511978943966,0.182069866051292,0.0242428207652018,1.6183619311098782,2.3412637248428574,-41.53,-219.4136918099,428.3257688656393
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-219.4136918099,93.0451291396603,1098.4527603571655,2.615990018471621,0.1331511978943966,0.182069866051292,0.0242428207652018,1.6796095717797561,2.3412637248428574,-47.82,-219.4136918099,358.8324797363028
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-219.4136918099,93.0451291396603,1098.4527603571655,2.615990018471621,0.1331511978943966,0.182069866051292,0.0242428207652018,1.6264430253312947,2.3412637248428574,-42.31,-219.4136918099,418.58589413826513
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-172.0192407808875,94.1492203110544,1098.546496924728,0.2907296249118447,0.13408501344297,0.0202344441267279,0.0027131357127432,1.9205407165024797,2.235577026544878,-83.28,-172.0192407808875,106.55528431902917
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-172.0192407808875,94.1492203110544,1098.546496924728,0.2907296249118447,0.13408501344297,0.0202344441267279,0.0027131357127432,2.239949807908753,2.235577026544878,-173.76,-172.0192407808875,1.0018181509625372
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-64.24985352964232,98.00405552428836,1098.884461158782,0.6853012887535743,0.1394459032014963,0.0476961735202028,0.0066510359957799,0.8241258339165489,1.8078721419435562,-6.67,-64.24985352964232,863.266169859705
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-64.24985352964232,98.00405552428836,1098.884461158782,0.6853012887535743,0.1394459032014963,0.0476961735202028,0.0066510359957799,0.9074113607745862,1.8078721419435562,-8.08,-64.24985352964232,695.1714545747813
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-64.24985352964232,98.00405552428836,1098.884461158782,0.6853012887535743,0.1394459032014963,0.0476961735202028,0.0066510359957799,0.9960736544852753,1.8078721419435562,-9.91,-64.24985352964232,548.3335371305986
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-60.00274799981753,98.14057995792032,1098.8965775465103,0.5905678435957422,0.1396791094323964,0.041102835797706,0.0057412074993695,0.8585371975696391,1.7781711406141112,-7.22,-60.00274799981753,731.0629916872234
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-60.00274799981753,98.14057995792032,1098.8965775465103,0.5905678435957422,0.1396791094323964,0.041102835797706,0.0057412074993695,1.2521245525056444,1.7781711406141112,-17.87,-60.00274799981753,235.7736317840936
CM_004-3,-73.19778,42.72306,14.89,6.5,11.31,111.85,-9.84,-73.19778,42.72306,-60.00274799981753,98.14057995792032,1098.8965775465103,0.5905678435957422,0.1396791094323964,0.041102835797706,0.0057412074993695,0.9929950984313415,1.7781711406141112,-9.84,-60.00274799981753,509.7840243883895
CM_005-1,-122.58061,48.81862,5.31,6.3,11.04,87.15,-1.16,-122.58061,48.81862,-69.44272845132329,97.81016222005884,1098.866985123261,2.4076000527543298,0.1392171023663918,0.1675661665430088,0.0233280761607618,0.06445798922691845,1.841626776224812,-1.16,-69.44272845132329,5886.442107872698
CM_005-2,-122.58061,48.81862,5.31,6.3,11.04,87.15,-1.8,-122.58061,48.81862,-69.44272845132329,97.81016222005884,1098.866985123261,2.4076000527543298,0.1392171023663918,0.1675661665430088,0.0233280761607618,0.25527250510330607,1.841626776224812,-1.8,-69.44272845132329,3757.9293584068496
CM_005-3,-122.58061,48.81862,5.31,6.3,11.04,87.15,-2.56,-122.58061,48.81862,-69.44272845132329,97.81016222005884,1098.866985123261,2.4076000527543298,0.1392171023663918,0.1675661665430088,0.0233280761607618,0.4082399653118496,1.841626776224812,-2.56,-69.44272845132329,2612.606580129816
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-3657.26,-119.8217832,38.9745676,-3101.3753328394805,299.4922755278164,1136.078144525373,5.295852185223398,0.4301522841973138,0.3685851594167794,0.1585477482443587,3.5631558360699276,3.4915543283518438,-3657.26,-3101.3753328394805,15.199484509182277
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2199.18,-119.8217832,38.9745676,-3101.3753328394805,299.4922755278164,1136.078144525373,5.295852185223398,0.4301522841973138,0.3685851594167794,0.1585477482443587,3.3422607772495927,3.4915543283518438,-2199.18,-3101.3753328394805,41.02416959227897
CM_006-3,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2196.81,-119.8217832,38.9745676,-3101.3753328394805,299.4922755278164,1136.078144525373,5.295852185223398,0.4301522841973138,0.3685851594167794,0.1585477482443587,3.3417924968295583,3.4915543283518438,-2196.81,-3101.3753328394805,41.17631169010887
CM_007-1,-121.580361,39.007299,13.15,6.5,10.53,100.23,-2.13,-121.580361,39.007299,-64.75740578931757,97.96829061440438,1098.8807956932535,4.755509926711158,0.1395430841997204,0.3309779659892394,0.0461856861762886,0.3283796034387377,1.8112894423983366,-2.13,-64.75740578931757,2940.2537929257073
CM_007-2,-121.580361,39.007299,13.15,6.5,10.53,100.23,-1.78,-121.580361,39.007299,-64.75740578931757,97.96829061440438,1098.8807956932535,4.755509926711158,0.1395430841997204,0.3309779659892394,0.0461856861762886,0.250420002308894,1.8112894423983366,-1.78,-64.75740578931757,3538.056505017841
CM_007-3,-121.580361,39.007299,13.15,6.5,10.53,100.23,-6.94,-121.580361,39.007299,-64.75740578931757,97.96829061440438,1098.8807956932535,4.755509926711158,0.1395430841997204,0.3309779659892394,0.0461856861762886,0.8413594704548549,1.8112894423983366,-6.94,-64.75740578931757,833.1038298172562
CM_008-1,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2719.07,-117.611779,33.94849,-3094.619155272821,296.51100190570145,1135.2578088090822,4.051127998451308,0.4221078575538793,0.28195380212712,0.119014915345049,3.434420388250395,3.4906072094334863,-2719.07,-3094.619155272821,13.811676612695548
CM_008-2,-117.611779,33.94849,29.98,9.5,18.88,249.65,-3664.98,-117.611779,33.94849,-3094.619155272821,296.51100190570145,1135.2578088090822,4.051127998451308,0.4221078575538793,0.28195380212712,0.119014915345049,3.564071609014435,3.4906072094334863,-3664.98,-3094.619155272821,15.562454494354103
CM_008-3,-117.611779,33.94849,29.98,9.5,18.88,249.65,-2756.74,-117.611779,33.94849,-3094.619155272821,296.51100190570145,1135.2578088090822,4.051127998451308,0.4221078575538793,0.28195380212712,0.119014915345049,3.440395807857696,3.4906072094334863,-2756.74,-3094.619155272821,12.25647523062825
CM_009-1,-121.10824,37.7323106,16.62,6.25,9.35,95.97,-16.93,-121.10824,37.7323106,-80.037580567717,97.36340922048385,1098.8271983416455,5.048527769148852,0.1386289509800283,0.3513716673973354,0.0487102856553959,1.2286569581089353,1.9032939520035161,-16.93,-80.037580567717,372.75593956123447
