Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-71.9851717969,44.1566503267,-63.1688211575,77.0355080664,912.193666618,0.0538860838447,0.142600533091,0.00376201085357,0.000536464753216,0,0,16.9522053512,9.37452000667,91.7288763409,0,0.0423239025317,0,0.00015922298069,100065
-73.4270844722,41.1395916761,-78.1811200629,76.548711227,912.152280001,0.0587777802387,0.141807402344,0.00410352045334,0.000581909575953,0,0,19.6299261167,9.10349759807,91.7060528269,0,0.0423160809062,0,0.000173644903504,100141
-91.4609446474,37.1432351374,-97.2669410707,76.0940277211,912.114617551,0.091143513411,0.141061298425,0.00636310643159,0.000897588055254,0,0,71.6968856354,8.62793926726,91.6558371771,0,0.0423155610389,0,0.000269258418603,102154
-73.3986001479,41.4504455218,-52.5811156984,77.3507640864,912.219979657,0.0996279889384,0.143166622995,0.00695544283356,0.000995787261913,0,0,14.8867412012,9.28768837457,91.724072882,0,0.0422457879462,0,0.000293838163019,100130
-79.9562532385,41.4395914879,-54.1363836208,77.3057253417,912.216264919,0.104030554312,0.143102515538,0.00726280416952,0.00103932554652,0,0,14.2083249119,9.33685577747,91.7279244237,0,0.042326964709,0,0.000307412455771,101051
-71.9019858951,41.9770770293,-60.220908232,77.1032105784,912.199014371,0.107645498829,0.142743955846,0.00751517842899,0.00107274629784,0,0,14.044922267,9.25774771914,91.7211298686,0,0.0423264454999,0,0.000318090790197,100054
-73.7396750721,42.0144464324,-63.104725006,77.0125697852,912.191343868,0.126331545636,0.142584887329,0.00881972880421,0.00125756003782,0,0,14.002452977,9.232614508,91.7187467987,0,0.0423084175571,0,0.000373148768989,103109
-81.497684454,38.4641215337,-102.700607012,76.1275374048,912.117487627,0.128074962391,0.141249398907,0.00894144395375,0.00126297358383,0,0,61.9007320472,8.8669910859,91.6778322019,0,0.0428194659051,0,0.00038286785452,103481
-80.9644655169,34.0058921568,-125.292109024,76.4134724049,912.140806361,0.13600519028,0.141689634019,0.00949508603098,0.00134535526471,0,0,124.641811837,8.87821582156,91.6854472396,0,0.0425858560436,0,0.000404356366837,103032
-78.6520860266,39.4479244891,-77.6226244514,76.5476275624,912.152027954,0.142939620591,0.141849904423,0.0099792073519,0.00141554960908,0,0,23.320068188,8.96520057631,91.6942083197,0,0.0424058689414,0,0.000423176959104,100501
-73.8645846044,40.9854249643,-251.656606471,75.0448507463,912.027508268,0.148423273905,0.139378615919,0.0103620439178,0.00144424733936,0,0,248.545826967,8.56067291415,91.6515195207,0,0.0428276752503,0,0.000443782251839,100224
-71.6311427616,42.3273972203,-68.1445141663,76.8720494765,912.17962441,0.154192978133,0.142319591643,0.0107648508834,0.00153204918183,0,0,16.4450689577,9.2922860737,91.7232992155,0,0.0423477355035,0,0.000455867057946,100030
-74.9858348862,39.6444524383,-92.6474632689,76.144731179,912.118462699,0.158834410857,0.141051291976,0.0110888885392,0.00156410205503,0,0,31.4083557685,8.88302557722,91.6844706963,0,0.0419677259573,0,0.000465375435383,100281
