Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-121.65204730652874,75.59687793994378,912.0737025694564,1.2341439991603709,0.1398263931450633,0.0861607077088645,0.0120475409897565,0.0,0.0,60.44565264920602,9.14917838953654,91.70166777902055,0.0,0.040999958030178,0.0,0.0035325853999138
100002,-68.0024586084,46.8479089414,-482.37476380498464,81.55991180550201,912.662858858636,1.719535369932644,0.1509688265765374,0.1200478910926249,0.0181234892512415,0.0,0.0,401.4421621251155,14.497888641720142,91.55560364657188,0.0,0.0510448003658183,0.0,0.0061278206351605
100003,-67.8319392853,46.7736187052,-274.1219331757895,77.69871047493272,912.2998389950174,1.858311395153464,0.1455696618784137,0.1297364205950037,0.0188856868793303,0.0,0.0,316.2256283342302,14.292262661923916,91.81155704210704,0.0,0.054329206523591,0.0,0.0070484767881374
100004,-67.2980373631,45.1687180464,-121.9723195875745,75.82418717355762,912.092403477354,1.162532390247985,0.1402788642207537,0.0811612044837471,0.0113852015837683,0.0,0.0,93.14819947801662,9.004913244504412,91.689239812395,0.0,0.0412763052193324,0.0,0.0033500346482397
100005,-67.9355420529,44.6060839859,-63.66903495638292,77.02957596201868,912.193130906662,0.6250480799709848,0.1425258721219823,0.0436371970847859,0.0062194295714679,0.0,0.0,22.73506461035938,9.32467643076486,91.72417991511522,0.0,0.0419625197285093,0.0,0.0018311267435671
100006,-68.6437497835,45.2562592587,-79.29738053383252,76.44209913541495,912.1425070388862,1.3477556647546447,0.1417369890964065,0.0940924089675873,0.0133363747438934,0.0,0.0,23.899288296431006,8.686243842343844,91.67477330117678,0.0,0.0424382401343868,0.0,0.0039931162465894
100007,-68.6976688239,44.8272759862,-121.05891178690574,75.35530855436788,912.05198597631,1.339753441687831,0.1401025934188097,0.0935337406086681,0.0131043196314365,0.0,0.0,65.13277937774785,8.429810590195716,91.65177740797294,0.0,0.0431757954269756,0.0,0.0040383936500396
100008,-69.8848789022,45.0515545607,-62.72939241560458,76.98952880694961,912.1890516325648,0.4141905302239156,0.1426001152097868,0.0289163576006377,0.0041234759252982,0.0,0.0,16.186136967072056,9.084632281326508,91.70780682164424,0.0,0.0423273650749631,0.0,0.0012239532248003
100009,-69.6814483853,44.4726905408,-61.022002664169634,77.08547494049073,912.1976173159528,1.1183611588252875,0.1427124550284174,0.0780774277426692,0.0111426213954601,0.0,0.0,16.760518302290023,9.222464077549471,91.7164495188602,0.0,0.0422520952935409,0.0,0.0032989349172578
100010,-70.9770838575,44.389592367,-48.197453465725474,77.51631100932796,912.2343556260583,1.7167863477540724,0.1434213599501208,0.1198559704605315,0.0171899062815909,0.0,0.0,15.204780323864512,9.481543874696811,91.74032874697994,0.0,0.042284536120293,0.0,0.0050680541121711
100011,-70.2064326548,44.0731455038,-120.57474133009715,75.54558769295396,912.0690533681624,1.987269660889917,0.1400568135576025,0.1387395316163432,0.0194314167126592,0.0,0.0,49.36000461731715,9.200851782772988,91.7112518606878,0.0,0.0425841796913516,0.0,0.0059081091446443
100013,-69.9744186896,43.918531399,-89.91463707032861,76.23216728288574,912.1259226676956,1.868815937342445,0.1412692269208706,0.1304697862231444,0.0184313658362748,0.0,0.0,28.037776195670457,8.97196730266138,91.69140051595124,0.0,0.0423225942309184,0.0,0.0055218198217168
100014,-70.3019546667,43.7268608231,-76.92616940747344,76.59850211951955,912.1565794844662,0.766548770516234,0.1418924588007273,0.0535159467663192,0.0075935092717218,0.0,0.0,18.023707074934745,9.176675103574254,91.71202387806376,0.0,0.042344231531675,0.0,0.0022660916405098
100015,-70.7813953823,43.8061260977,-54.38218119779393,77.3048691991888,912.2163022070816,0.9644657744204268,0.1430926099315125,0.0673333531108016,0.0096349052320646,0.0,0.0,15.072850218910853,9.35333112993556,91.72838918581375,0.0,0.0423023390015482,0.0,0.002848358329404
100016,-70.8521447672,43.4072254227,-53.92659224469645,77.2690232345839,912.212665166079,0.4139700446800806,0.1431358869963976,0.0289009645909813,0.0041367652017815,0.0,0.0,15.082333957628736,9.135036965343344,91.71301861097947,0.0,0.0425205334248132,0.0,0.0012288844309001
100017,-70.7435056312,43.3151044661,-53.45125071861137,77.31196304908195,912.2165838024488,0.1990577032561312,0.1431414245855378,0.0138970432940707,0.0019892425746401,0.0,0.0,15.240053599287348,9.224774783748549,91.7189016084733,0.0,0.0423819467317064,0.0,0.0005889837486175
100018,-71.1021736139,43.2522405659,-46.452857245694425,77.54252034042285,912.2362316667976,0.6192962589267729,0.1435392628017521,0.0432356386182527,0.0062060116940269,0.0,0.0,13.71841714205202,9.316241675896627,91.72727541824489,0.0,0.0423844031823476,0.0,0.0018325167390423
100019,-70.8894448683,43.1802865919,-86.11757887045536,76.31129672366218,912.1323044638432,0.5187908523223872,0.1414762240592655,0.036218939620816,0.0051241188169835,0.0,0.0,27.42284113286723,8.89895997572527,91.68688281819928,0.0,0.0424073154869948,0.0,0.0015359479991043
