#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Other_Names,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
S19S_0024_Sediment-U,10.58052/IEWDR014E,10.58052/IEWDR00P5,National Ecological Observatory (NEON) site: BLUE,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,34.44251,-96.62259,stream,Blue River,S19S_0024,United States,Oklahoma,Connerville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kaitlan Jones, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0025_Sediment-D,10.58052/IEWDR014F,10.58052/IEWDR00P6,National Ecological Observatory (NEON) site: PRIN,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.37853,-97.78275,stream,Pringle Creek,S19S_0025,United States,Texas,Alvord,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kaitlan Jones, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0025_Sediment-M,10.58052/IEWDR014G,10.58052/IEWDR00P6,National Ecological Observatory (NEON) site: PRIN,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.37834,-97.78307,stream,Pringle Creek,S19S_0025,United States,Texas,Alvord,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kaitlan Jones, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0025_Sediment-U,10.58052/IEWDR014H,10.58052/IEWDR00P6,National Ecological Observatory (NEON) site: PRIN,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.37834,-97.78338,stream,Pringle Creek,S19S_0025,United States,Texas,Alvord,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kaitlan Jones, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0026_Sediment-D,10.58052/IEWDR014I,10.58052/IEWDR00P7,National Ecological Observatory (NEON) site: COMO,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.03489,-105.54327,stream,Como Creek,S19S_0026,United States,Colorado,Nederland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Zack Lafaver/Hannah Schartel, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0026_Sediment-M,10.58052/IEWDR014J,10.58052/IEWDR00P7,National Ecological Observatory (NEON) site: COMO,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.03496,-105.54371,stream,Como Creek,S19S_0026,United States,Colorado,Nederland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Zack Lafaver/Hannah Schartel, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0026_Sediment-U,10.58052/IEWDR014K,10.58052/IEWDR00P7,National Ecological Observatory (NEON) site: COMO,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.03497,-105.54393,stream,Como Creek,S19S_0026,United States,Colorado,Nederland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Zack Lafaver/Hannah Schartel, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0027_Sediment-D,10.58052/IEWDR014L,10.58052/IEWDR00P8,National Ecological Observatory (NEON) site: WLOU,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,39.89064,-105.91125,stream,West St. Louis Creek,S19S_0027,United States,Colorado,Fraser,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Richard Lehrter, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0027_Sediment-M,10.58052/IEWDR014M,10.58052/IEWDR00P8,National Ecological Observatory (NEON) site: WLOU,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,39.89078,-105.91152,stream,West St. Louis Creek,S19S_0027,United States,Colorado,Fraser,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Richard Lehrter, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0027_Sediment-U,10.58052/IEWDR014N,10.58052/IEWDR00P8,National Ecological Observatory (NEON) site: WLOU,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,39.89071,-105.91164,stream,West St. Louis Creek,S19S_0027,United States,Colorado,Fraser,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Richard Lehrter, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0028_Sediment-D,10.58052/IEWDR014O,10.58052/IEWDR00P9,National Ecological Observatory (NEON) site: SYCA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.750675,-111.507871,stream,Sycamore Creek,S19S_0028,United States,Arizona,Mesa,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rachel More-Hla, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0028_Sediment-M,10.58052/IEWDR014P,10.58052/IEWDR00P9,National Ecological Observatory (NEON) site: SYCA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.750788,-111.508001,stream,Sycamore Creek,S19S_0028,United States,Arizona,Mesa,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rachel More-Hla, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0028_Sediment-U,10.58052/IEWDR014Q,10.58052/IEWDR00P9,National Ecological Observatory (NEON) site: SYCA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.750837,-111.508141,stream,Sycamore Creek,S19S_0028,United States,Arizona,Mesa,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rachel More-Hla, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0029_Sediment-D,10.58052/IEWDR014R,10.58052/IEWDR00PA,National Ecological Observatory (NEON) site: REDB,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.78319,-111.80126,stream,Red Butte Creek,S19S_0029,United States,Utah,Salt Lake City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Beth Johnston, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0029_Sediment-M,10.58052/IEWDR014S,10.58052/IEWDR00PA,National Ecological Observatory (NEON) site: REDB,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.78466,-111.79582,stream,Red Butte Creek,S19S_0029,United States,Utah,Salt Lake City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Beth Johnston, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0029_Sediment-U,10.58052/IEWDR014T,10.58052/IEWDR00PA,National Ecological Observatory (NEON) site: REDB,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.78464,-111.79547,stream,Red Butte Creek,S19S_0029,United States,Utah,Salt Lake City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Beth Johnston, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0030_Sediment-D,10.58052/IEWDR014U,10.58052/IEWDR00PB,National Ecological Observatory (NEON) site: MART,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,45.792348,-121.929131,stream,Martha Creek,S19S_0030,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alex Keithline, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0030_Sediment-M,10.58052/IEWDR014V,10.58052/IEWDR00PB,National Ecological Observatory (NEON) site: MART,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,45.792279,-121.929539,stream,Martha Creek,S19S_0030,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alex Keithline, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0030_Sediment-U,10.58052/IEWDR014W,10.58052/IEWDR00PB,National Ecological Observatory (NEON) site: MART,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,45.792233,-121.929928,stream,Martha Creek,S19S_0030,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alex Keithline, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0031_Sediment-D,10.58052/IEWDR014X,10.58052/IEWDR00PC,National Ecological Observatory (NEON) site: MCRA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,44.2602628,-122.1650676,stream,McRae Creek,S19S_0031,United States,Oregon,Blue River,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alex Keithline, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0031_Sediment-M,10.58052/IEWDR014Y,10.58052/IEWDR00PC,National Ecological Observatory (NEON) site: MCRA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,44.2602364,-122.1647132,stream,McRae Creek,S19S_0031,United States,Oregon,Blue River,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alex Keithline, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0031_Sediment-U,10.58052/IEWDR014Z,10.58052/IEWDR00PC,National Ecological Observatory (NEON) site: MCRA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,44.2605576,-122.1642723,stream,McRae Creek,S19S_0031,United States,Oregon,Blue River,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alex Keithline, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0032_Sediment-D,10.58052/IEWDR0150,10.58052/IEWDR00PD,National Ecological Observatory (NEON) site: RECR,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,39.95545,-119.02313,stream,Teakettle 2 Creek,S19S_0032,United States,California,Sierra National Forest,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Crandall, 2019-08-26,https://whondrs.pnnl.gov,regular URL
S19S_0032_Sediment-M,10.58052/IEWDR0151,10.58052/IEWDR00PD,National Ecological Observatory (NEON) site: RECR,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,36.95503,-119.02367,stream,Teakettle 2 Creek,S19S_0032,United States,California,Sierra National Forest,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Crandall, 2019-08-26,https://whondrs.pnnl.gov,regular URL
S19S_0032_Sediment-U,10.58052/IEWDR0152,10.58052/IEWDR00PD,National Ecological Observatory (NEON) site: RECR,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,36.95497,-119.02375,stream,Teakettle 2 Creek,S19S_0032,United States,California,Sierra National Forest,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Crandall, 2019-08-26,https://whondrs.pnnl.gov,regular URL
S19S_0033_Sediment-D,10.58052/IEWDR0153,10.58052/IEWDR00PE,National Ecological Observatory (NEON) site: BIGC,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,37.0576,-119.2554,stream,Big Creek,S19S_0033,United States,California,Auberry,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Crandall, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0033_Sediment-M,10.58052/IEWDR0154,10.58052/IEWDR00PE,National Ecological Observatory (NEON) site: BIGC,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,37.0582,-119.2557,stream,Big Creek,S19S_0033,United States,California,Auberry,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Crandall, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0033_Sediment-U,10.58052/IEWDR0155,10.58052/IEWDR00PE,National Ecological Observatory (NEON) site: BIGC,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,37.0581,-119.256,stream,Big Creek,S19S_0033,United States,California,Auberry,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Crandall, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0034_Sediment-D,10.58052/IEWDR0156,10.58052/IEWDR00PF,NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,35.8677,-106.5233,stream,La Jara,S19S_0034,United States,New Mexico,Los Alamos,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Killebrew, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0034_Sediment-M,10.58052/IEWDR0157,10.58052/IEWDR00PF,NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,35.8678,-106.5232,stream,La Jara,S19S_0034,United States,New Mexico,Los Alamos,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Killebrew, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0034_Sediment-U,10.58052/IEWDR0158,10.58052/IEWDR00PF,NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,35.868,-106.5233,stream,La Jara,S19S_0034,United States,New Mexico,Los Alamos,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Killebrew, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0035_Sediment-D,10.58052/IEWDR0159,10.58052/IEWDR00PG,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,32.42735,-110.757838,stream,Marshall Gulch,S19S_0035,United States,Arizona,Summerhaven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bryan Moravec, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0035_Sediment-M,10.58052/IEWDR015A,10.58052/IEWDR00PG,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,32.42728,-110.758821,stream,Marshall Gulch,S19S_0035,United States,Arizona,Summerhaven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bryan Moravec, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0035_Sediment-U,10.58052/IEWDR015B,10.58052/IEWDR00PG,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,32.327329,-110.759543,stream,Marshall Gulch,S19S_0035,United States,Arizona,Summerhaven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bryan Moravec, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0036_Sediment-D,10.58052/IEWDR015C,10.58052/IEWDR00PH,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.372515,-119.271902,stream,Columbia,S19S_0036,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0036_Sediment-M,10.58052/IEWDR015D,10.58052/IEWDR00PH,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.372735,-119.271921,stream,Columbia,S19S_0036,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0036_Sediment-U,10.58052/IEWDR015E,10.58052/IEWDR00PH,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.372753,-119.271963,stream,Columbia,S19S_0036,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0037_Sediment-D,10.58052/IEWDR015F,10.58052/IEWDR00PI,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,39.8577967,-75.7830393,stream,White Clay Creek,S19S_0037,United States,Pennsylvania,Avondale,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Raven Bier. Clara Mendoza-Lera. Laura Zgleszewski, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0037_Sediment-M,10.58052/IEWDR015G,10.58052/IEWDR00PI,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,39.8578837,-75.7830477,stream,White Clay Creek,S19S_0037,United States,Pennsylvania,Avondale,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Raven Bier. Clara Mendoza-Lera. Laura Zgleszewski, 2019-08-12,https://whondrs.pnnl.gov,regular URL
