#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Other_Names,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
S19S_0052_Sediment-M,10.58052/IEWDR016O,10.58052/IEWDR00PX,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,42.13233,-74.69546,stream,Platte Kill,S19S_0052,United States,New York,Dunraven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Marty Briggs and Juliette Lamoureux, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0052_Sediment-U,10.58052/IEWDR016P,10.58052/IEWDR00PX,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,42.13247,-74.69548,stream,Platte Kill,S19S_0052,United States,New York,Dunraven,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Marty Briggs and Juliette Lamoureux, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0053_Sediment-D,10.58052/IEWDR016Q,10.58052/IEWDR00PY,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,41.869567,-73.00222222,stream,Farmington,S19S_0053,United States,Connecticut,Simsbury,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Haynes, 2019-08-25,https://whondrs.pnnl.gov,regular URL
S19S_0053_Sediment-M,10.58052/IEWDR016R,10.58052/IEWDR00PY,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,41.869617,-72.796633,stream,Farmington,S19S_0053,United States,Connecticut,Simsbury,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Haynes, 2019-08-25,https://whondrs.pnnl.gov,regular URL
S19S_0053_Sediment-U,10.58052/IEWDR016S,10.58052/IEWDR00PY,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,41.869583,-72.796767,stream,Farmington,S19S_0053,United States,Connecticut,Simsbury,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Adam Haynes, 2019-08-25,https://whondrs.pnnl.gov,regular URL
S19S_0054_Sediment-D,10.58052/IEWDR016T,10.58052/IEWDR00PZ,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,37.57261,-77.0237,stream,Pamunkey River,S19S_0054,United States,Virginia,New Kent,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bongkeun Song, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0054_Sediment-M,10.58052/IEWDR016U,10.58052/IEWDR00PZ,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,37.57267,-77.0237,stream,Pamunkey River,S19S_0054,United States,Virginia,New Kent,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bongkeun Song, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0054_Sediment-U,10.58052/IEWDR016V,10.58052/IEWDR00PZ,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,37.5728,-77.02396,stream,Pamunkey River,S19S_0054,United States,Virginia,New Kent,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Bongkeun Song, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0055_Sediment-D,10.58052/IEWDR016W,10.58052/IEWDR00Q0,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.732428,-117.180863,stream,South Fork Polouse,S19S_0055,United States,Washington,Pullman,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Philip Moffatt, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0055_Sediment-M,10.58052/IEWDR016X,10.58052/IEWDR00Q0,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.732323,-117.180621,stream,South Fork Polouse,S19S_0055,United States,Washington,Pullman,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Philip Moffatt, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0055_Sediment-U,10.58052/IEWDR016Y,10.58052/IEWDR00Q0,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.7322206,-117.180384,stream,South Fork Polouse,S19S_0055,United States,Washington,Pullman,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Philip Moffatt, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0056_Sediment-D,10.58052/IEWDR016Z,10.58052/IEWDR00Q1,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,35.1632,128.9646,stream,Nakdong,S19S_0056,South Korea,N/A,Busan,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Soonmo An, 2019-08-11,https://whondrs.pnnl.gov,regular URL
S19S_0056_Sediment-M,10.58052/IEWDR0170,10.58052/IEWDR00Q1,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,35.1633,128.9646,stream,Nakdong,S19S_0056,South Korea,N/A,Busan,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Soonmo An, 2019-08-11,https://whondrs.pnnl.gov,regular URL
S19S_0056_Sediment-U,10.58052/IEWDR0171,10.58052/IEWDR00Q1,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,35.1634,128.9646,stream,Nakdong,S19S_0056,South Korea,N/A,Busan,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Soonmo An, 2019-08-11,https://whondrs.pnnl.gov,regular URL
S19S_0057_Sediment-D,10.58052/IEWDR0172,10.58052/IEWDR00Q2,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.337475,-81.718207,stream,Tims Branch,S19S_0057,United States,South Carolina,Aiken,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Crystal Ng, 2019-08-29,https://whondrs.pnnl.gov,regular URL
S19S_0057_Sediment-M,10.58052/IEWDR0173,10.58052/IEWDR00Q2,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.337694,-81.718237,stream,Tims Branch,S19S_0057,United States,South Carolina,Aiken,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Crystal Ng, 2019-08-29,https://whondrs.pnnl.gov,regular URL
S19S_0057_Sediment-U,10.58052/IEWDR0174,10.58052/IEWDR00Q2,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,33.337716,-81.718159,stream,Tims Branch,S19S_0057,United States,South Carolina,Aiken,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Crystal Ng, 2019-08-29,https://whondrs.pnnl.gov,regular URL
S19S_0058_Sediment-D,10.58052/IEWDR0175,10.58052/IEWDR00Q3,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,32.89919667,35.6136003,stream,Jordan River,S19S_0058,Israel,N/A,Gesher Arik,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Edo Bar-Zeev and Shai Arnon, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0058_Sediment-M,10.58052/IEWDR0176,10.58052/IEWDR00Q3,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,32.89930396,35.61364573,stream,Jordan River,S19S_0058,Israel,N/A,Gesher Arik,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Edo Bar-Zeev and Shai Arnon, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0058_Sediment-U,10.58052/IEWDR0177,10.58052/IEWDR00Q3,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,32.899396,35.61366095,stream,Jordan River,S19S_0058,Israel,N/A,Gesher Arik,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Edo Bar-Zeev and Shai Arnon, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0059_Sediment-D,10.58052/IEWDR0178,10.58052/IEWDR00Q4,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,48.16874998,-117.3915976,stream,Heel Creek tributary,S19S_0059,United States,Washington,Deer Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stone. Robinson, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0059_Sediment-M,10.58052/IEWDR0179,10.58052/IEWDR00Q4,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,48.16841972,-117.3913007,stream,Heel Creek tributary,S19S_0059,United States,Washington,Deer Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stone. Robinson, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0059_Sediment-U,10.58052/IEWDR017A,10.58052/IEWDR00Q4,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,48.16859001,-117.3903992,stream,Heel Creek tributary,S19S_0059,United States,Washington,Deer Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stone. Robinson, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0060_Sediment-D,10.58052/IEWDR017B,10.58052/IEWDR00Q5,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.2531882,-119.4768203,stream,Yakima River,S19S_0060,United States,Washington,Benton City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sarah Roley and Aaron Pelly, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0060_Sediment-M,10.58052/IEWDR017C,10.58052/IEWDR00Q5,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.253117,-119.4769597,stream,Yakima River,S19S_0060,United States,Washington,Benton City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sarah Roley and Aaron Pelly, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0060_Sediment-U,10.58052/IEWDR017D,10.58052/IEWDR00Q5,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.2530248,-119.4772256,stream,Yakima River,S19S_0060,United States,Washington,Benton City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sarah Roley and Aaron Pelly, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0061_Sediment-D,10.58052/IEWDR017E,10.58052/IEWDR00Q6,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.1095,-89.6407,stream,Black Earth Creek,S19S_0061,United States,Wisconsin,Cross Plains,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sam Blackburn, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0061_Sediment-M,10.58052/IEWDR017F,10.58052/IEWDR00Q6,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.1095,-89.6405,stream,Black Earth Creek,S19S_0061,United States,Wisconsin,Cross Plains,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sam Blackburn, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0061_Sediment-U,10.58052/IEWDR017G,10.58052/IEWDR00Q6,NSF Long Term Ecological Research (LTER) site: North Temperate Lakes,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.1091,-89.6403,stream,Black Earth Creek,S19S_0061,United States,Wisconsin,Cross Plains,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Sam Blackburn, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0062_Sediment-D,10.58052/IEWDR017H,10.58052/IEWDR00Q7,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.544583,-106.950417,stream,Gunnison River,S19S_0062,United States,Colorado,Gunnison,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Byron Crump & Ted Bambakidis, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0062_Sediment-M,10.58052/IEWDR017I,10.58052/IEWDR00Q7,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.544667,-106.950472,stream,Gunnison River,S19S_0062,United States,Colorado,Gunnison,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Byron Crump & Ted Bambakidis, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0062_Sediment-U,10.58052/IEWDR017J,10.58052/IEWDR00Q7,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.544778,-106.950056,stream,Gunnison River,S19S_0062,United States,Colorado,Gunnison,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Byron Crump & Ted Bambakidis, 2019-08-13,https://whondrs.pnnl.gov,regular URL
S19S_0063_Sediment-D,10.58052/IEWDR017K,10.58052/IEWDR00Q8,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,30.250335,-97.709399,stream,Lower Colorado,S19S_0063,United States,Texas,Austin,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephen Ferencz & Anna Turetcaia, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0063_Sediment-M,10.58052/IEWDR017L,10.58052/IEWDR00Q8,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,30.250384,-97.70953,stream,Lower Colorado,S19S_0063,United States,Texas,Austin,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephen Ferencz & Anna Turetcaia, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0063_Sediment-U,10.58052/IEWDR017M,10.58052/IEWDR00Q8,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,30.250278,-97.709566,stream,Lower Colorado,S19S_0063,United States,Texas,Austin,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephen Ferencz & Anna Turetcaia, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0064_Sediment-D,10.58052/IEWDR017N,10.58052/IEWDR00Q9,NSF Critical Zone Observatory (CZO) site: Shale Hills,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.61043,-78.00803,stream,Shavers Creek,S19S_0064,United States,Pennsylvania,Petersburg,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Brandon Forsythe, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0064_Sediment-M,10.58052/IEWDR017O,10.58052/IEWDR00Q9,NSF Critical Zone Observatory (CZO) site: Shale Hills,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.64061,-78.00808,stream,Shavers Creek,S19S_0064,United States,Pennsylvania,Petersburg,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Brandon Forsythe, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0064_Sediment-U,10.58052/IEWDR017P,10.58052/IEWDR00Q9,NSF Critical Zone Observatory (CZO) site: Shale Hills,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.61507,-78.00688,stream,Shavers Creek,S19S_0064,United States,Pennsylvania,Petersburg,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Brandon Forsythe, 2019-08-12,https://whondrs.pnnl.gov,regular URL
S19S_0065_Sediment-D,10.58052/IEWDR017Q,10.58052/IEWDR00QA,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.509458,-122.888357,stream,Russian River,S19S_0065,United States,California,Guerneville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Michelle Newcomer, 2019-09-02,https://whondrs.pnnl.gov,regular URL
S19S_0065_Sediment-M,10.58052/IEWDR017R,10.58052/IEWDR00QA,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.50916,-122.883392,stream,Russian River,S19S_0065,United States,California,Guerneville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Michelle Newcomer, 2019-09-02,https://whondrs.pnnl.gov,regular URL
