Study_Code,Sample_ID,Sed_Extract_Method,Frozen_Method,Thaw_Date,Thawed_Method,Vial_Break_Method,Precipitate_Description,Filter_Method,Randomized_Method,Subsampling_Method,Acidification_Method,NPOC_Software_Method,NPOC_Dilution_Method,NPOC_Dilution_Factor,NPOC_Dilution_Description,Geochem_Method_QA_QC,C_Sample_Vol_mL,C_DIW_Vol_mL,ICR_Dilution_Method,Acidification_After_Dilution_Method,SPE_NPOC_sample_concentration_mg.per.L.as.C,SPE_sample_volume_mL,Final_Concen_After_SPE_ppm,Methanol_elution_mL,SPE_Method,FTICR_Format_Method,FTICR_Ion_Accumulation_Time
Study Code,Sample Name,Method of extracting sample,Frozen method,Date Thawed,Thawed method,Did the vial break? (method code),Precipitate Description (method code),Filter method,Randomized?,Subsampling approach method,Acidified in lab to pH 2? (method code),NPOC method,Dilution method,NPOC dilution factor for calculating NPOC concentration,Description of why dilution occurred,NPOC QA/QC (method code),C Sample Volume (mL),C DI water Volume (mL) Added to Sample for Dilution,Dilution needed to achieve desired C concentration for FTICR?,re-acidified after dilution? Method,Sample concentration after dilution (mg/L as C) (Target final concentration 1.5 mg/L as C for SPE),Sample Volume (ml),Theoretical Final concentration after SPE (assuming 60% efficiency) (ppm),Methanol elution (ml),SPE Method,FTICR-MS Column Information (method code),FTICR-MS Ion Accumulation Time (IAT) 
WHONDRS_S19S,S19S_0026_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.62,14.38,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_000,NA
WHONDRS_S19S,S19S_0074_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.99,14.01,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0011_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.96,14.04,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0036_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.47,13.53,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0011_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.31,13.69,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0026_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.74,13.26,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0036_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.05,13.95,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0006_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.71,11.29,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0023_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.75,14.25,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0075_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.44,12.56,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0076_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.51,14.49,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0034_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.24,13.76,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0018_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.22,13.78,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0055_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.79,14.21,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0018_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.94,13.06,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0028_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.35,14.65,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0054_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.53,13.47,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0039_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.68,13.32,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0023_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.97,13.03,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0039_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.34,13.66,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0025_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.21,13.79,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0076_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.06,12.94,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0041_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.21,12.79,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0028_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.89,13.11,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0054_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.9,13.1,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0041_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.9,13.1,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0039_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.77,13.23,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0055_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.09,13.91,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0034_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.41,13.59,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0018_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.41,13.59,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0023_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.83,14.17,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0044_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.89,14.11,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0075_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.02,12.98,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0044_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.01,13.99,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0028_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.55,14.45,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0041_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.15,13.85,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0034_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.88,14.12,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0055_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.93,14.07,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0025_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.93,13.07,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0025_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.42,12.58,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0063_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,6,9,ICRCDILU_001,ACID2_001,1.388008193,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0038_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.25,13.75,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0038_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.46,12.54,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0061_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.26,13.74,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0012_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.62,13.38,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0063_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.37,10.63,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0016_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.42,11.58,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0037_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.01,13.99,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0035_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.78,12.22,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0027_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.44,13.56,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0027_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.05,12.95,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0035_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.33,12.67,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0016_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.02,12.98,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.1
WHONDRS_S19S,S19S_0030_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.19,11.81,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0027_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.49,13.51,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0061_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.97,14.03,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0012_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.89,13.11,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0016_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.99,14.01,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0012_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.29,12.71,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0009_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.86,13.14,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0009_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.63,12.37,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0048_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,5.19,9.81,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_000,NA
WHONDRS_S19S,S19S_0049_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.34,10.66,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0049_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.2,10.8,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0048_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.34,11.66,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_000,NA
WHONDRS_S19S,S19S_0048_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,6.68,9.32,ICRCDILU_001,ACID2_001,1.406250014,15,9,1.5,SPE_001,ICRFORM_000,NA
WHONDRS_S19S,S19S_0049_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.63,13.37,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0069_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.32,10.68,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0056_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.86,12.14,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
