Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-74.572633889,41.1936032705,-15.0690074706,3.24819059096,19.1297123889,0.022343900275,0.252619866583,0.00151090068095,0.000381683528442,0,0,2.2211383273,1.33657075161,7.22572162078,0,0.217914222108,0,0.000329246746572,100210
-91.3143743492,37.3146237606,-11.6528528116,2.45140872054,18.9992893863,0.0388049473657,0.190072271604,0.00262400121185,0.000498749871028,0,0,1.79908049917,1.02223518406,7.20757303912,0,0.161594317326,0,0.000424023684492,102152
-78.6807991369,41.4975949617,-12.2486544941,2.67826699166,19.0342936762,0.0363664698092,0.205654068059,0.00245911068892,0.000505726116985,0,0,3.12598832943,1.26883881356,7.23379856014,0,0.174335948593,0,0.000428711394649,101063
-73.5065018478,42.5070344312,-10.5589863498,2.18129782891,18.9610691861,0.0529210758522,0.188845826324,0.00357853770191,0.00067579190935,0,0,1.81655594558,0.841516903802,7.19958127992,0,0.170777205739,0,0.000611132669362,100201
-115.085547215,47.3018809799,-7.28108688321,2.06107821563,18.9483241431,0.0742285280455,0.170523757612,0.00501935347856,0.00085591901595,0,0,1.20757171073,0.980741446679,7.21511117686,0,0.147798096347,0,0.000741850889024,102702
-74.765834875,40.6616748705,-10.9540746423,2.3397436368,18.9835044739,0.0655667957063,0.200522947015,0.00443364475589,0.000889047512468,0,0,2.92663296017,1.18182064125,7.23688933947,0,0.193496269652,0,0.000857893721229,100252
-72.5337066063,43.6192450232,-11.4586336368,2.33073062239,18.9800693483,0.0665974240882,0.202131307965,0.00450333613049,0.000910265222261,0,0,1.98398728778,0.827737206229,7.19438277321,0,0.178798540901,0,0.000805189929317,104150
-71.7895840108,42.4104253072,-8.94969649756,2.04470719561,18.9454694065,0.0879098059622,0.171533420586,0.0059444852535,0.00101967788916,0,0,2.11231435903,0.784167908324,7.1941925838,0,0.147691130287,0,0.000877947746062,100027
-80.493955069,39.1062165618,-12.4884220185,2.55853952024,19.0110172238,0.0754675200298,0.210948172524,0.00510313445725,0.0010764968879,0,0,1.47411713706,0.899974846363,7.19827372987,0,0.18547734597,0,0.000946515835259,103544
-80.1645625197,39.5516902587,-12.7575405768,2.61963016455,19.0201601216,0.0783307513264,0.214491707109,0.00529674694489,0.00113610829433,0,0,1.44169794292,0.960186630579,7.20362995344,0,0.191485271363,0,0.00101424902608,103611
-71.5018674879,43.0229070829,-12.386909665,2.5802303959,19.0160282011,0.0737680932887,0.233083006973,0.00498821875369,0.00116266902655,0,0,2.56777047602,1.04170559579,7.21127344452,0,0.218477816959,0,0.00108981514382,100024
-72.506003884,42.360166402,-13.028286903,2.65639227966,19.0409076333,0.073502370996,0.236095719663,0.00497025053918,0.00117345487795,0,0,3.69858539145,0.957914208045,7.15723553783,0,0.189881762983,0,0.000943759934849,100090
-70.8521447672,43.4072254227,-10.6769276917,2.25487662714,18.9730859307,0.0961446546954,0.1913404488,0.00650132798935,0.00124396701528,0,0,2.19906669615,0.872435791964,7.19327085539,0,0.160879362907,0,0.00104592950498,100016
-76.602273646,40.6400421547,-10.6857910463,2.22680669265,18.9669005724,0.109872979556,0.189718289476,0.00742964109158,0.00140953879932,0,0,2.06593614463,0.839060440605,7.19770744992,0,0.174858524068,0,0.00129913607563,103961
-73.3259502449,42.0531561276,-10.1421569939,2.13103737751,18.9556825976,0.124359708356,0.186239865165,0.00840923767672,0.00156613529105,0,0,1.9203401503,0.774386321534,7.19107832262,0,0.171531520819,0,0.00144244932762,100127
-76.6102424226,40.6764829067,-9.76268184248,2.08280589241,18.9502938031,0.135556602993,0.177143496303,0.00916637477116,0.00162376367539,0,0,1.11338181069,0.633376311383,7.177342168,0,0.157226097842,0,0.00144119333663,100447
-75.4556811451,41.1650054122,-15.4476674582,3.35091542805,19.1541477708,0.0884474003296,0.274377011778,0.00598083753246,0.00164100433009,0,0,4.05164944377,1.42601306993,7.22301427601,0,0.224466706505,0,0.00134249890305,100331
-73.2727681735,42.09433842,-12.4680286903,2.60988252403,19.0194152817,0.114699441905,0.220155488225,0.00775600780282,0.0017075276845,0,0,2.50658022274,1.20934250775,7.23931472213,0,0.201582252448,0,0.00156347352289,100123
-119.972775825,39.5227100953,-7.92070921222,2.09194537551,18.9517138065,0.148612799542,0.170954527194,0.0100492383721,0.00171796279456,0,0,1.51648149908,0.947584802615,7.21065776709,0,0.143548570416,0,0.00144255380209,102534
-74.0473410066,44.0160862191,-12.5862723142,2.64812882352,19.0270793261,0.123462879058,0.226930418123,0.00834859383299,0.00189454988926,0,0,2.72568919465,1.25750515232,7.24057611664,0,0.208414177528,0,0.00173996531722,100154
-79.9725965438,39.760747745,-6.12429172523,2.10305794445,18.9526002195,0.168275586855,0.173929059622,0.0113788414573,0.00197911119424,0,0,1.28161991984,0.944228002303,7.21122041477,0,0.146043087608,0,0.00166180113982,101107
-74.1161126532,43.9688977411,-12.9269098089,2.71713417757,19.0371227024,0.125963089026,0.233508851695,0.00851765871856,0.0019889487065,0,0,2.67884266617,1.27782647106,7.24320801951,0,0.215236333138,0,0.0018333096295,104158
