Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-73.3986001479,41.4504455218,-140.479076065,73.1048204702,889.141650992,0.0487014770764,0.191775579671,0.0033871651645,0.000649575562865,0,0,100.185648488,23.033477066,247.682485209,0,0.0810791610855,0,0.000274628509996,100130
-73.4270844722,41.1395916761,-136.503890103,72.6103789389,889.096106453,0.0508825689824,0.190427752673,0.00353885909594,0.000673896984667,0,0,61.5477823731,21.1561362406,247.535026557,0,0.0797276680389,0,0.000282144983238,100141
-71.9019858951,41.9770770293,-108.73998139,73.8145577197,889.198441029,0.0537587182329,0.193096880053,0.00373889394363,0.000721968755363,0,0,79.7292829331,23.0311377298,247.689629494,0,0.0814773014549,0,0.000304634988953,100054
-81.497684454,38.4641215337,-234.202180094,71.1810872498,888.980137916,0.0904587253774,0.186946213431,0.00629136243534,0.00117614638461,0,0,84.5178433378,20.4382134726,247.476230086,0,0.0783089356099,0,0.000492669895847,103481
-80.2978641547,38.8853855255,-260.083653679,72.83730072,889.118715012,0.104400370025,0.19146998806,0.00726099736064,0.00139026307794,0,0,189.733871247,20.8699074951,247.49457155,0,0.0819204581214,0,0.000594824230202,103523
-91.4609446474,37.1432351374,-255.970680483,70.4727998462,888.923785972,0.108020641475,0.185157843565,0.00751278556247,0.00139105117391,0,0,89.3706000042,20.5570757903,247.485753137,0,0.0783072983021,0,0.00058830594012,102154
-71.9851717969,44.1566503267,-50.8528592699,75.4790147919,889.337250376,0.106054700093,0.197958846628,0.0073760552503,0.00146015539002,0,0,43.2975554005,23.3003754583,247.718432098,0,0.0851247552438,0,0.000627884897846,100065
-91.0982012264,37.4938527774,-386.561772801,70.4820673062,888.924154431,0.134108531286,0.185716154316,0.00932718621082,0.00173220915366,0,0,162.448713133,19.7341068338,247.42021583,0,0.0785068386714,0,0.000732247903111,102140
-73.7396750721,42.0144464324,-116.967557415,73.8581633605,889.204746748,0.145365905297,0.192805683035,0.0101101313571,0.00194929078188,0,0,114.541656531,22.8642169714,247.663453897,0,0.0797148031142,0,0.00080592713059,103109
-79.9562532385,41.4395914879,-61.5541009512,75.3192234532,889.325879105,0.143596676354,0.196931329744,0.00998708230393,0.00196676939838,0,0,64.2271959719,23.9682918584,247.77347005,0,0.083516569522,0,0.000834086853558,101051
