Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-91.4609446474,37.1432351374,-128.943542919,122.384289412,813.869877167,0.0576851004251,0.0857738462609,0.00395586674618,0.000339309906115,0,0,104.434760617,60.1488059994,308.933499159,0,0.0437151969754,0,0.000172931494018,102154
-73.4270844722,41.1395916761,-115.782146677,122.766663626,813.91920134,0.0853969960921,0.0865226116025,0.00585626330846,0.00050669919568,0,0,73.1119407941,59.6720600458,308.865225126,0,0.0453429866244,0,0.000265540468864,100141
-91.0982012264,37.4938527774,-189.687342493,121.87165242,813.782485825,0.0924402836022,0.0858867579596,0.00633927030055,0.000544459373943,0,0,120.080636615,59.0905096552,308.759836239,0,0.0448039708417,0,0.000284024481704,102140
-71.9851717969,44.1566503267,-91.2844892927,122.760193864,813.898505734,0.093114274545,0.0863120771644,0.00638549052619,0.000551144951029,0,0,40.0568975016,57.6777783391,308.543944223,0,0.0436547372542,0,0.00027875691116,100065
-71.9019858951,41.9770770293,-114.579302389,121.786846127,813.753820599,0.0946728303822,0.0858231936437,0.00649237149134,0.000557196055708,0,0,49.6864619628,57.5669226002,308.518680815,0,0.0440700559941,0,0.000286119175158,100054
-80.2978641547,38.8853855255,-86.6508172185,123.153375206,813.978490652,0.0951753773149,0.0869616683936,0.00652683461414,0.000567584427374,0,0,30.266168246,59.7458436174,308.876940126,0,0.0453188269245,0,0.000295788488243,103523
-81.497684454,38.4641215337,-98.9933944828,124.421490147,814.171597493,0.10851361556,0.0874306753469,0.0074415299642,0.000650617990384,0,0,66.6691312908,60.3858313738,309.000555041,0,0.0452182033409,0,0.000336492615089,103481
-73.7396750721,42.0144464324,-99.7948806985,122.894102927,813.933770677,0.116638961478,0.0866994511196,0.00799874119349,0.000693486471124,0,0,51.7924269743,59.2489157459,308.797409318,0,0.0453612340496,0,0.000362832771381,103109
-73.3986001479,41.4504455218,-149.64471141,126.885455437,814.619289889,0.121938573757,0.0880800010298,0.00836217230181,0.000736540144954,0,0,181.484883267,58.3393772728,308.409096797,0,0.0434128443547,0,0.000363025684605,100130
-78.6520860266,39.4479244891,-193.501976831,123.146018057,813.967402368,0.134316327659,0.0868082980565,0.00921100059009,0.000799591284623,0,0,191.031876471,58.9565448911,308.754458921,0,0.0448788391312,0,0.00041337901372,100501
