Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-106.25981385708342,83.0285275876703,1011.773582071815,1.1727381088282047,0.1901348703626769,0.0824930489914029,0.0156848051758023,0.0,0.0,29.24145020973149,13.735196897505617,153.74385829553322,0.0,0.0639144344123597,0.0,0.0052724965692365
100002,-68.0024586084,46.8479089414,-292.6631418041729,80.14510704706123,1011.5416632311992,1.676762082476604,0.1832644477052068,0.1179472344041751,0.0216155347714376,0.0,0.0,214.16541149544523,12.586221621037602,153.64094105026098,0.0,0.0599997379718582,0.0,0.0070768031587558
100003,-67.8319392853,46.7736187052,-219.6362125365956,81.23743002671691,1011.6284251033106,1.8175829914078512,0.1861788723139882,0.1278528953970517,0.0238035078871013,0.0,0.0,137.2417119919879,13.300179911733837,153.70377841563325,0.0,0.0631373687221296,0.0,0.0080722953988755
100004,-67.2980373631,45.1687180464,-121.2310331758179,82.76030222616943,1011.7526829234008,1.1347584343465689,0.1892312592444806,0.0798214728533838,0.0151047178227949,0.0,0.0,51.379654352697,13.928834588431776,153.75340608122542,0.0,0.0629858774998941,0.0,0.0050276255110043
100005,-67.9355420529,44.6060839859,-62.96184136827412,84.67431442537642,1011.9095757085148,0.6579477106810332,0.1936877361365251,0.0462815289470079,0.0089641645666829,0.0,0.0,20.02698423699857,14.063035202548354,153.77636597012125,0.0,0.0643314136731107,0.0,0.002977356184114
100006,-68.6437497835,45.2562592587,-77.74106561960059,84.12404937304423,1011.8640845529296,1.3294697231565211,0.1924013532527626,0.0935179049604874,0.0179929714677609,0.0,0.0,22.784608180690363,14.164894893298328,153.78275217275856,0.0,0.0640582005386716,0.0,0.0059905887099153
100007,-68.6976688239,44.8272759862,-81.57747562634358,83.9971325879593,1011.8536167829964,1.3288695454762394,0.1921553262641533,0.0934756871060404,0.017961851153627,0.0,0.0,22.924189183719804,14.230256278161058,153.78823153355637,0.0,0.0642150933845401,0.0,0.0060025499766984
100008,-69.8848789022,45.0515545607,-69.70812068666011,84.44625452348367,1011.8909182403715,0.4260478211575945,0.1931933941496225,0.0299691666185826,0.0057898450188795,0.0,0.0,22.683781943712464,14.253553605492046,153.790977841534,0.0,0.064506779521275,0.0,0.0019332144235012
100009,-69.6814483853,44.4726905408,-73.51653440683313,84.2754135722497,1011.8762824728798,1.1097906686147267,0.1928506606267764,0.0780651837840529,0.0150549222647053,0.0,0.0,19.505968241602435,14.269749525926487,153.79535089013774,0.0,0.0645941881802323,0.0,0.0050425571716715
100010,-70.9770838575,44.389592367,-58.99797601481372,84.85863011808996,1011.925231858879,1.7502795311117432,0.1941977888743523,0.1231186178923789,0.0239093633639662,0.0,0.0,24.19676639240612,14.213592993897546,153.78862592659144,0.0,0.0648818774493661,0.0,0.0079881670778286
100011,-70.2064326548,44.0731455038,-105.32406584215146,82.95869032667248,1011.7666363609756,1.9632660373898063,0.1900889255447434,0.138100570098622,0.0262513889871635,0.0,0.0,24.372399298424533,13.75051613498682,153.75412678817713,0.0,0.0642131229755993,0.0,0.0088678688907431
