Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-168.96196864611758,105.87917791107188,1093.162626182121,2.537738718939814,0.1897872824616881,0.1741747827176075,0.0330561586853296,1.6183619311098782,2.2277889610286996,-41.53,-168.96196864611758,306.8431703494283
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-168.96196864611758,105.87917791107188,1093.162626182121,2.537738718939814,0.1897872824616881,0.1741747827176075,0.0330561586853296,1.679609571779756,2.2277889610286996,-47.82,-168.96196864611758,253.32908541638977
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-168.96196864611758,105.87917791107188,1093.162626182121,2.537738718939814,0.1897872824616881,0.1741747827176075,0.0330561586853296,1.6264430253312947,2.2277889610286996,-42.31,-168.96196864611758,299.342870825142
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-187.51069667191396,105.11673898651657,1093.0878345044298,0.4162416956407231,0.1885186971018158,0.0285682707818396,0.0053856531862442,1.9205407165024797,2.2730260473868387,-83.28,-187.51069667191396,125.15693644562195
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-187.51069667191396,105.11673898651657,1093.0878345044298,0.4162416956407231,0.1885186971018158,0.0285682707818396,0.0053856531862442,2.239949807908753,2.2730260473868387,-173.76,-187.51069667191396,7.913614567169643
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-83.92180290350446,109.6068257751371,1093.5324742533908,0.5800890468876084,0.1961575810107647,0.0398137455776862,0.0078097680234969,0.8241258339165489,1.923874805293137,-6.67,-83.92180290350446,1158.1979445802767
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-83.92180290350446,109.6068257751371,1093.5324742533908,0.5800890468876084,0.1961575810107647,0.0398137455776862,0.0078097680234969,0.9074113607745862,1.923874805293137,-8.08,-83.92180290350446,938.6361745483224
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-83.92180290350446,109.6068257751371,1093.5324742533908,0.5800890468876084,0.1961575810107647,0.0398137455776862,0.0078097680234969,0.9960736544852753,1.923874805293137,-9.91,-83.92180290350446,746.8395853027695
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-79.10179554263016,109.85106353207443,1093.5573883414695,0.6555453047387981,0.1965790178394313,0.0449925991837837,0.0088446009575913,0.8585371975696391,1.8981863417202542,-7.22,-79.10179554263016,995.5927360475091
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-79.10179554263016,109.85106353207443,1093.5573883414695,0.6555453047387981,0.1965790178394313,0.0449925991837837,0.0088446009575913,1.2521245525056444,1.8981863417202542,-17.87,-79.10179554263016,342.6513460695587
CM_004-3,-73.19778,42.72306,14.89,6.5,11.31,111.85,-9.84,-73.19778,42.72306,-79.10179554263016,109.85106353207443,1093.5573883414695,0.6555453047387981,0.1965790178394313,0.0449925991837837,0.0088446009575913,0.9929950984313415,1.8981863417202542,-9.84,-79.10179554263016,703.880036002339
CM_005-1,-122.58061,48.81862,5.31,6.3,11.04,87.15,-1.16,-122.58061,48.81862,-103.12076226747833,108.53820606325324,1093.4234048500316,2.530452532563371,0.1944442206622866,0.1736747036828804,0.0337700424063712,0.06445798922691845,2.0133461146569838,-1.16,-103.12076226747833,8789.720885127443
CM_005-2,-122.58061,48.81862,5.31,6.3,11.04,87.15,-1.8,-122.58061,48.81862,-103.12076226747833,108.53820606325324,1093.4234048500316,2.530452532563371,0.1944442206622866,0.1736747036828804,0.0337700424063712,0.25527250510330607,2.0133461146569838,-1.8,-103.12076226747833,5628.931237082129
CM_005-3,-122.58061,48.81862,5.31,6.3,11.04,87.15,-2.56,-122.58061,48.81862,-103.12076226747833,108.53820606325324,1093.4234048500316,2.530452532563371,0.1944442206622866,0.1736747036828804,0.0337700424063712,0.4082399653118496,2.0133461146569838,-2.56,-103.12076226747833,3928.1547760733724
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-3657.26,-119.8217832,38.9745676,-2584.94932880247,273.9856561166045,1122.7971305967735,5.231225013652409,0.4911667479789207,0.3590391214429159,0.1763480776763257,3.5631558360699276,3.4124520343014644,-3657.26,-2584.94932880247,29.32005575752148
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.63,80.23,-2199.18,-119.8217832,38.9745676,-2584.94932880247,273.9856561166045,1122.7971305967735,5.231225013652409,0.4911667479789207,0.3590391214429159,0.1763480776763257,3.3422607772495927,3.4124520343014644,-2199.18,-2584.94932880247,17.541507689341948
