Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_DO_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_DO_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100071,-72.4395165485,43.1268930845,-10.326119571946307,32.63061963042888,114.35635741402749,1.2883563803750735,0.1664892765356103,0.0867337342470274,0.0144402366660194,0.0,0.0,6.399620219387265,34.17174371589072,72.85367431091643,0.0,0.2119502490235664,0.0,0.0183832365724012
100072,-72.3903664595,43.1317531899,-10.564055365364377,33.10673262294081,114.2390868523139,0.3735126972538152,0.1696746333877331,0.0251453336320431,0.0042665252654291,0.0,0.0,2.309960922692152,32.84443337896767,72.68609724972819,0.0,0.2167537128919167,0.0,0.0054503444266513
100073,-72.4354175962,43.0812587467,-8.968605466456818,34.23395201661261,114.99516323738148,1.606087430955398,0.1762715374953657,0.1081237788983681,0.0190591447462243,0.0,0.0,6.608823376983072,35.96541735391412,73.41518144494522,0.0,0.233348943209671,0.0,0.0252305695417703
100074,-72.2938637705,42.9182575072,-22.38885135958583,22.464941624218262,110.70393800643156,1.3507591498384264,0.1252215206680284,0.0909347653478609,0.0113869895984494,0.0,0.0,13.226943318048292,13.258974066884807,67.87329717428038,0.0,0.1180716232015377,0.0,0.0107368153500728
100075,-72.4862005314,42.7859245543,-12.264721812994646,32.61352257570299,114.23802947363308,1.0637484710100076,0.1761756470678811,0.0716128538622237,0.0126164408675548,0.0,0.0,4.016977275609902,33.26896438716523,72.63324939100421,0.0,0.2327860671655659,0.0,0.0166704746090894
100076,-71.9886901252,42.6553735025,-2.095890557613809,44.55105553472565,119.30681766644128,0.9696915832751448,0.1973609771947059,0.0652808286328977,0.0128838881310687,0.0,0.0,8.777238291441614,46.14578845574743,77.5008543099943,0.0,0.2392551512610292,0.0,0.0156187745290092
100077,-72.0815796849,42.6817503606,-23.280712456019863,21.490205819671697,110.48466225925031,0.9223798660733478,0.1202676627518599,0.0620957457093696,0.0074681102032996,0.0,0.0,13.86562069653995,10.693816061953893,67.4657463685209,0.0,0.1132611537383858,0.0,0.0070330358012886
100078,-72.1145990816,42.6852987749,-17.489964780900657,28.92654054198928,112.85244715581884,0.5405222829563685,0.1560091376010613,0.0363886241094919,0.0056769578658109,0.0,0.0,6.188939315886794,27.10423525663816,70.71711632339492,0.0,0.1719593450487326,0.0,0.0062573639690927
100079,-72.0394479844,42.589443982,-22.931313610465548,21.618393634775764,110.510463441839,0.5274397482509704,0.1179598897755393,0.035507891801491,0.0041885070030656,0.0,0.0,13.692248583174385,11.503844682731652,67.59742736564289,0.0,0.1119710701290404,0.0,0.0039758566430391
100080,-72.4351338522,42.5979447727,-12.0811599587111,35.051910779463384,115.10746527601988,0.9811119322783228,0.180997523644728,0.0660496605574632,0.0119548249984756,0.0,0.0,3.4877762050605083,35.596590537998495,73.46871878192826,0.0,0.2344182005510794,0.0,0.0154832425748901
100081,-72.7144041143,42.6725929319,-9.057731265895525,36.91956282518494,116.12997120489923,1.315404685444755,0.1959013519345581,0.0885546593726229,0.017347977491201,0.0,0.0,3.505591217826115,39.43670310158169,74.64870364191123,0.0,0.2776758092249161,0.0,0.0245894867019298
100082,-72.7142485273,42.6480155629,-9.106134878153728,37.84037113036928,116.52110590057596,1.0786154180670526,0.1966117027267009,0.0726137150018527,0.0142767061478255,0.0,0.0,3.221584297775261,40.49457517725844,75.04908823380421,0.0,0.2763764886921643,0.0,0.0200687235831055
100083,-72.7249932171,42.6398265462,-11.56985167403998,34.273444953678606,114.79011753035527,0.983800817670652,0.1757333446401815,0.066230679625317,0.0116389388483492,0.0,0.0,2.719012397651268,34.7428981955809,73.20317221602176,0.0,0.228224321586768,0.0,0.0151154519257185
100084,-72.6941338756,42.5438711432,-10.978167462226974,34.41422209572012,114.99669543015348,0.997252113651113,0.1877200450263855,0.0671362373953711,0.0126028175067611,0.0,0.0,3.06300015525198,35.884495932752486,73.46654584431234,0.0,0.2625259908969105,0.0,0.01762500724731
100085,-72.6516942361,42.5354957055,-15.454650228729792,25.185752018235117,111.43206300816756,1.0501482934736834,0.1250624164292532,0.0706972732029309,0.0088415718217176,0.0,0.0,7.295875543234679,21.39149050196864,69.66290001083809,0.0,0.1326350572553943,0.0,0.0093769368790709
100086,-72.6690703995,42.7141406703,-25.757222289985453,23.440168627375343,111.09163355684711,0.7141921633264328,0.1311374297291875,0.048080293805997,0.0063051261503425,0.0,0.0,17.05029766567739,11.91985143048625,67.28495776766938,0.0,0.120227173333079,0.0,0.0057805578173189
100087,-72.6687509835,42.7020920013,-16.516348478897577,30.66418463894049,113.27277598714,1.0573265930270457,0.1627184141156036,0.0711805251472614,0.0115823821678781,0.0,0.0,5.148695906329277,28.859567770817247,71.4744055419589,0.0,0.1950689465281802,0.0,0.0138851100537989
100088,-72.5808776982,42.5854816137,-8.491447270948239,36.0988899102127,115.42209210092304,2.6288603493372444,0.1882169339119899,0.1769781082200131,0.0333102768987151,0.0,0.0,5.409678028914307,36.128313308374814,73.74260026460624,0.0,0.2540845801781525,0.0,0.0449674083278056
100090,-72.506003884,42.360166402,-22.92902761350223,24.910657642352284,111.30505521798048,0.1177230143409377,0.1366126181796346,0.0079252579458125,0.0010826902377263,0.0,0.0,13.931068371071628,15.757013901941272,68.2621958321666,0.0,0.1287453200675768,0.0,0.0010203398708517
100091,-72.6650917082,42.3189869846,-18.36752849841751,29.066981203120587,112.88740881133992,0.8597076097285552,0.1488539372771609,0.0578765724206183,0.0086151556809157,0.0,0.0,7.648464371181814,27.11713527521803,70.72404437482493,0.0,0.1572310903241066,0.0,0.0090999965859159
100092,-72.0267312194,42.4273082036,-8.063124649687651,37.28195405595151,115.91591543899736,0.9647942806388308,0.1850416074595823,0.0649511362031823,0.012018662649363,0.0,0.0,4.94165183902086,37.59083440425478,74.26515820289235,0.0,0.2422343867624177,0.0,0.0157333986477001
100093,-72.1609134015,42.3553773466,-12.007615476996424,34.59096307212165,115.11993629941676,1.258232443679477,0.1866586285854651,0.084705753822023,0.0158110598417167,0.0,0.0,4.27203804471796,36.46350609332448,73.62923255508123,0.0,0.2552056237408179,0.0,0.0216173847385855
