Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_per_L_per_H_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Respiration_Rate_mg_per_L_per_H_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-7.06607314559578,2.411545837537197,22.92102879213674,1.170835954000824,0.129254654025295,0.0801761969484093,0.0103631465976305,0.0,0.0,1.7630635799616676,0.5211071430201236,4.506949845257148,0.0,0.116695722263608,0.0,0.0093562192112439
100002,-68.0024586084,46.8479089414,-13.072520964238356,2.7569261452657328,22.96763703841117,1.8084355030563133,0.1644995824059651,0.1238375714087754,0.0203712287829124,0.0,0.0,3.55890615574342,0.8137681995827765,4.506690686314184,0.0,0.1745402228781409,0.0,0.0216146373143753
100003,-67.8319392853,46.7736187052,-12.43282484430274,2.670652077979541,22.957901619577846,1.931528498817508,0.1621605870395772,0.1322667012432289,0.0214484459193903,0.0,0.0,3.918818219047584,0.8036229886606354,4.502260180024948,0.0,0.1765832274161584,0.0,0.0233560809852181
100004,-67.2980373631,45.1687180464,-12.568094621975458,2.691360530531658,22.957412977182727,1.3628345752491755,0.159267137853784,0.0933238281075222,0.0148634189962435,0.0,0.0,3.29464273486374,0.6701803613295403,4.496886062931148,0.0,0.1676705930205785,0.0,0.0156476616017388
100005,-67.9355420529,44.6060839859,-12.750203996679057,2.767312567449676,22.96712572385173,0.8367147287890203,0.1649551031390919,0.0572963314423261,0.0094513222625604,0.0,0.0,3.4439752325690614,0.6061814652700351,4.483898674884274,0.0,0.1697080833254441,0.0,0.0097236505906565
100006,-68.6437497835,45.2562592587,-12.975216785785198,2.7124737198491826,22.95642789515681,1.5440683135138007,0.152587877812214,0.1057343044369763,0.0161337731259887,0.0,0.0,1.985775599250549,0.424581614225853,4.486661956290618,0.0,0.1518143904166384,0.0,0.0160519889742268
100007,-68.6976688239,44.8272759862,-12.26971504454654,2.695004308247829,22.958348597941043,1.5227133069361316,0.1484457741733355,0.1042719619052534,0.0154787321095978,0.0,0.0,3.001871083694021,0.6425084844008669,4.489959255621487,0.0,0.1436040432577778,0.0,0.0149738753280153
100008,-69.8848789022,45.0515545607,-10.091553263869372,2.4102386225917494,22.92079384500588,0.6055503330163337,0.1313113307985225,0.0414667166618785,0.0054450497487165,0.0,0.0,2.8797494598153284,0.4319191116330126,4.498062030960012,0.0,0.1249500915772496,0.0,0.0051812700443095
100009,-69.6814483853,44.4726905408,-9.160782228231126,2.371892519608488,22.915930617282868,1.3088591348534853,0.1282134007568277,0.0896277120762759,0.011491473767353,0.0,0.0,3.4154689995211607,0.4747897263291772,4.507256891270759,0.0,0.1205677387991842,0.0,0.0108062105787809
100010,-70.9770838575,44.389592367,-4.462622888313768,2.605442540489704,22.941887867002777,1.6084161774285146,0.1336925919900616,0.1101407005617335,0.0147249957416993,0.0,0.0,3.629857630637495,0.593301474540916,4.517849205177052,0.0,0.1176742508833524,0.0,0.0129607244303696
100011,-70.2064326548,44.0731455038,-11.731755007045804,2.779541880604633,22.96958645880657,2.209532249325609,0.1474047953532735,0.151303769055308,0.0223029011137766,0.0,0.0,4.068392778049052,0.9135879249086236,4.530155378202277,0.0,0.1444295844476413,0.0,0.02185274049002
100013,-69.9744186896,43.918531399,-8.537324945706192,2.3829880688644933,22.91770403966276,2.085416692166198,0.1298785290920511,0.1428046165299941,0.01854725354247,0.0,0.0,2.365290334975003,0.5034753014513962,4.506854004894431,0.0,0.1234886330129435,0.0,0.0176347468832265
100014,-70.3019546667,43.7268608231,-8.183083187127973,2.3461084301847,22.91333477710076,0.9921579096358816,0.1297505728943311,0.0679407287545874,0.008815348478766,0.0,0.0,2.028116779084004,0.3863307397329227,4.498467374360181,0.0,0.1259135133309757,0.0,0.0085546558557569
100015,-70.7813953823,43.8061260977,-7.278967065859966,2.363624475296193,22.915071443677416,1.1781913869256158,0.1256045519242275,0.0806798803523941,0.0101337602209627,0.0,0.0,2.305647984201064,0.4933811148181468,4.5092807032523785,0.0,0.115658797978113,0.0,0.0093313379825758
100016,-70.8521447672,43.4072254227,-13.542291591513372,2.918934464843088,22.98326030516608,0.1598363394426543,0.1664186686062708,0.0109452308727598,0.0018214907494329,0.0,0.0,3.04983443997934,0.5270945514073965,4.488864907969106,0.0,0.1637381620249971,0.0,0.0017921519860449
100017,-70.7435056312,43.3151044661,-15.378994709593522,3.24420447711677,23.038971394054062,0.0973687906867824,0.1838366703913743,0.0066675944756018,0.0012257483679145,0.0,0.0,2.856735247823429,0.8163127511910254,4.462851236291774,0.0,0.1833341083676741,0.0,0.0012223974881416
100018,-71.1021736139,43.2522405659,-11.609375453401302,2.716081065654083,22.95733790766943,0.375507952934314,0.149721328704575,0.0257139349772089,0.0038499245110107,0.0,0.0,3.514616750809634,0.5798046091924962,4.50126352457537,0.0,0.1433439718780152,0.0,0.0036859375722461
100019,-70.8894448683,43.1802865919,-9.348035167341058,2.3692522313585256,22.916565918970303,0.736208164602639,0.1369133947247569,0.050413869337127,0.0069023339921563,0.0,0.0,2.4990577978448627,0.3816666378318055,4.493255747195653,0.0,0.1420356257713374,0.0,0.0071605654788532
