Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric
CM_001-1,-117.180494,46.732215,8.66,6.5,10.25,87.93,-41.53,-117.180494,46.732215,-186.8337658597001,115.08216276297964,1119.107863247646,2.626553877700049,0.1923888088048244,0.1774319873661073,0.0341359286932379
CM_001-2,-117.180494,46.732215,8.66,6.5,10.25,87.93,-47.82,-117.180494,46.732215,-186.8337658597001,115.08216276297964,1119.107863247646,2.626553877700049,0.1923888088048244,0.1774319873661073,0.0341359286932379
CM_001-3,-117.180494,46.732215,8.66,6.5,10.25,87.93,-42.31,-117.180494,46.732215,-186.8337658597001,115.08216276297964,1119.107863247646,2.626553877700049,0.1923888088048244,0.1774319873661073,0.0341359286932379
CM_002-1,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-83.28,-77.388447,38.7819267,-220.88283728995705,113.07122727406237,1118.8968825250292,0.6075598805523991,0.1884325348236516,0.0410425835790289,0.0077337580595079
CM_002-2,-77.388447,38.7819267,19.95,6.5,9.42,103.51,-173.76,-77.388447,38.7819267,-220.88283728995705,113.07122727406237,1118.8968825250292,0.6075598805523991,0.1884325348236516,0.0410425835790289,0.0077337580595079
CM_003-1,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-6.67,-77.1803039,40.1046605,-91.88371186907324,119.7971096086106,1119.6010425853678,0.3947936997116718,0.1997276708118344,0.0266695579078693,0.00532664868252
CM_003-2,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-8.08,-77.1803039,40.1046605,-91.88371186907324,119.7971096086106,1119.6010425853678,0.3947936997116718,0.1997276708118344,0.0266695579078693,0.00532664868252
CM_003-3,-77.1803039,40.1046605,14.93,6.5,9.42,93.22,-9.91,-77.1803039,40.1046605,-91.88371186907324,119.7971096086106,1119.6010425853678,0.3947936997116718,0.1997276708118344,0.0266695579078693,0.00532664868252
CM_004-1,-73.19778,42.72306,14.89,6.5,11.31,111.85,-7.22,-73.19778,42.72306,-89.3235174059587,119.9232605070586,1119.614543195597,0.6004432142151617,0.1999432141735035,0.040561830352393,0.0081100627334177
CM_004-2,-73.19778,42.72306,14.89,6.5,11.31,111.85,-17.87,-73.19778,42.72306,-89.3235174059587,119.9232605070586,1119.614543195597,0.6004432142151617,0.1999432141735035,0.040561830352393,0.0081100627334177
