Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Respiration_Rate_mg_DO_per_L_per_H_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_DO_per_L_per_H_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error
S19S_0015-D,-84.439009,31.184396,28.2,7.0,6.87,,-4.22,-84.439009,31.184396,-10.798652575411005,27.215351693367516,111.98431021067076,4.798261874715533,0.1272693645186086,0.3230248839750865,0.0411111717072064,0.6253124509616739,1.0333695688600295,-4.22,-10.798652575411005,155.89224112348353
S19S_0015-U,-84.437254,31.185895,28.2,7.0,6.87,,-3.18,-84.437254,31.185895,-10.798652575411005,27.215351693367516,111.98431021067076,4.798261874715533,0.1272693645186086,0.3230248839750865,0.0411111717072064,0.5024271199844327,1.0333695688600295,-3.18,-10.798652575411005,239.58026966701271
S19S_0018-M,-83.5044488,35.692083,18.3,6.5,9.8,,-0.44,-83.5044488,35.692083,-3.650022246653357,44.2895407122672,118.70469270080116,3.651952281129728,0.2208436943318843,0.2458539139163637,0.0542952866152428,-0.3565473235138126,0.5622955114617761,-0.44,-3.650022246653357,729.5505106030357
S19S_0018-U,-83.5041467,35.6918387,18.3,6.5,9.8,,-2.89,-83.5041467,35.6918387,-3.650022246653357,44.2895407122672,118.70469270080116,3.651952281129728,0.2208436943318843,0.2458539139163637,0.0542952866152428,0.4608978427565479,0.5622955114617761,-2.89,-3.650022246653357,26.298347635064257
S19S_0022-D,-87.40811,32.96161,22.3,7.0,7.45,,-0.25,-87.40811,32.96161,-18.29984666977669,24.260649592505043,111.0071911081503,1.3857352910823886,0.1234371903714363,0.093289402143898,0.0115153816920737,-0.6020599913279624,1.2624474508916936,-0.25,-18.29984666977669,7219.9386679106765
S19S_0022-M,-87.40821,32.96156,22.3,7.0,7.45,,-0.28,-87.40821,32.96156,-18.29984666977669,24.260649592505043,111.0071911081503,1.3857352910823886,0.1234371903714363,0.093289402143898,0.0115153816920737,-0.5528419686577808,1.2624474508916936,-0.28,-18.29984666977669,6435.6595249202455
S19S_0026-D,-105.54327,40.03489,9.5,6.0,8.25,,-6.4,-105.54327,40.03489,-5.585069753744895,39.20595328196163,116.2274420662922,5.337397578253137,0.2050629802751851,0.359320161854722,0.0736832632628911,0.8061799739838872,0.7470286015299314,-6.4,-5.585069753744895,12.733285097736024
S19S_0026-M,-105.54371,40.03496,9.5,6.0,8.25,,-1.07,-105.54371,40.03496,-5.585069753744895,39.20595328196163,116.2274420662922,5.337397578253137,0.2050629802751851,0.359320161854722,0.0736832632628911,0.029383777685209663,0.7470286015299314,-1.07,-5.585069753744895,421.9691358640088
S19S_0026-U,-105.54393,40.03497,9.5,6.0,8.25,,-1.85,-105.54393,40.03497,-5.585069753744895,39.20595328196163,116.2274420662922,5.337397578253137,0.2050629802751851,0.359320161854722,0.0736832632628911,0.26717172840301384,0.7470286015299314,-1.85,-5.585069753744895,201.8956623645889
S19S_0029-D,-111.80126,40.78319,12.0,7.5,9.72,,-26.7,-111.80126,40.78319,-15.752667668221124,27.52266205208061,112.07046959748432,2.629989155569276,0.1452827999496965,0.1770541008422695,0.0257229155129408,1.4265112613645752,1.1973541108547376,-26.7,-15.752667668221124,41.00124468831039
S19S_0029-M,-111.79582,40.78466,12.0,7.5,9.72,,-39.84,-111.79582,40.78466,-15.752667668221124,27.52266205208061,112.07046959748432,2.629989155569276,0.1452827999496965,0.1770541008422695,0.0257229155129408,1.6003193297516611,1.1973541108547376,-39.84,-15.752667668221124,60.46017151550923
S19S_0029-U,-111.79547,40.78464,12.0,7.5,9.72,,-3.58,-111.79547,40.78464,-15.752667668221124,27.52266205208061,112.07046959748432,2.629989155569276,0.1452827999496965,0.1770541008422695,0.0257229155129408,0.5538830266438743,1.1973541108547376,-3.58,-15.752667668221124,340.0186499503107
S19S_0034-D,-106.5233,35.8677,13.8,7.0,,,-37.92,-106.52330000000002,35.8677,-13.103790576674962,28.551927093155435,112.310518329758,3.323568328636692,0.1550102577114588,0.2237467028213812,0.0346830340664314,1.5788683286660288,1.1173969436256512,-37.92,-13.103790576674962,65.44359025138459
S19S_0034-M,-106.5232,35.8678,13.8,7.0,,,-2.53,-106.5232,35.8678,-10.428710732070734,30.981699928769387,112.99496252213666,3.323568328636692,0.1582043724564589,0.2237467028213812,0.0353977067090583,0.40312052117581787,1.018230621316596,-2.53,-10.428710732070734,312.2020052201871
S19S_0034-U,-106.5233,35.868,13.8,7.0,,,-8.76,-106.52330000000002,35.868,-9.414644257117924,32.63868270397636,113.52126852203438,3.323568328636692,0.1617338396849839,0.2237467028213812,0.0361874133641569,0.9425041061680808,0.9738039143591043,-8.76,-9.414644257117924,7.473107957967175
S19S_0036-D,-119.271902,46.372515,11.0,7.0,,,-13.76,-119.271902,46.372515,-8.687148529464391,33.614308894361685,114.29826265440984,4.464751662271635,0.16060048429286,0.3005725667627035,0.0482720997872381,1.1386184338994925,0.9388772469734836,-13.76,-8.687148529464391,36.86665312889251
S19S_0036-M,-119.271921,46.372735,11.0,7.0,,,-1.55,-119.271921,46.372735,-6.978317964498602,38.14615582518384,116.03523421151436,4.464751662271635,0.1681952023949399,0.3005725667627035,0.0505548637010194,0.1903316981702915,0.8437507540317138,-1.55,-6.978317964498602,350.2140622257163
S19S_0036-U,-119.271963,46.372753,11.0,7.0,,,-5.75,-119.271963,46.372753,-9.233700990237242,32.87813995223301,114.06621756148915,4.464751662271635,0.1598413845625677,0.3005725667627035,0.0480439352328753,0.7596678446896306,0.9653758069280808,-5.75,-9.233700990237242,60.586104178038994
S19S_0039-D,-84.359197,35.966194,22.8,7.5,6.13,,-543.6,-84.359197,35.966194,-55.04454256135934,37.09258084206827,121.58875112090568,1.184547060751847,0.2281409578913729,0.0797451633223082,0.0181931379475553,2.7352794480604565,1.7407142669412377,-543.6,-55.04454256135934,89.87407237649755
S19S_0039-M,-84.358455,35.966319,22.8,7.5,6.13,,-3.7,-84.358455,35.966319,-56.520877063829495,37.10465765246426,121.63474447883982,1.184547060751847,0.2301262868596666,0.0797451633223082,0.0183514583303804,0.568201724066995,1.7522088924020354,-3.7,-56.520877063829495,1427.5912719953917
S19S_0039-U,-84.357361,35.966243,22.8,7.5,6.13,,-561.6,-84.357361,35.966243,-58.07283207391695,37.33159973400107,121.7220020471301,1.184547060751847,0.2338280046601129,0.0797451633223082,0.0186466524209501,2.749427099121749,1.7639730060588628,-561.6,-58.07283207391695,89.65939599823416
S19S_0040-D,-96.584725,39.087889,21.7,7.5,8.62,,-9.16,-96.584725,39.087889,-13.284078481198918,22.620078356710994,110.54013839846884,1.6332018502278631,0.112898085788894,0.1099491549133151,0.0124130491238198,0.9618954736678504,1.1233314327085624,-9.16,-13.284078481198918,45.02269084278295
S19S_0040-M,-96.584798,39.087692,21.7,7.5,8.62,,-20.8,-96.584798,39.087692,-13.507048727328092,23.15691278037976,110.67420786549108,1.6332018502278631,0.1133925805649634,0.1099491549133151,0.0124674184065576,1.3180633349627615,1.130560466605077,-20.8,-13.507048727328092,35.06226573399956
S19S_0041-D,-120.858196,44.299994,20.0,6.5,,,-1.5,-120.858196,44.299994,-9.174513299079743,31.205554958239,113.1883487215246,2.252040797638657,0.1671317918049251,0.1516101530843429,0.0253388765408051,0.17609125905568124,0.9625830345447859,-1.5,-9.174513299079743,511.63421993864955
S19S_0041-M,-120.858255,44.300038,20.0,6.5,,,-28.35,-120.858255,44.300038,-9.295410525312176,31.401960649593587,113.21136728915135,2.252040797638657,0.1656283921812503,0.1516101530843429,0.0251109458937129,1.4525530632289254,0.9682685748438722,-28.35,-9.295410525312176,67.21195581900467
S19S_0041-U,-120.85829,44.300082,20.0,6.5,,,-15.66,-120.85828999999998,44.300082,-9.244204195970068,31.296601393777443,113.1964884688018,2.252040797638657,0.1662579812906536,0.1516101530843429,0.0252063979949697,1.1947917577219247,0.9658695300787699,-15.66,-9.244204195970068,40.969321864814376
S19S_0042-D,-80.96434,25.40976,29.1,7.5,3.9,,-6.27,-80.96434,25.40976,-17.88200798598367,23.2258710433588,110.91487509642056,3.9634100349926777,0.1138901057223084,0.2668216325260708,0.0303883439373931,0.7972675408307164,1.252416284497292,-6.27,-17.88200798598367,185.19948940962792
S19S_0042-M,-80.96423,25.40979,29.1,7.5,3.9,,-9.88,-80.96423,25.40979,-17.859179620986644,23.51884591460558,111.0108432447878,3.9634100349926777,0.1143471531120442,0.2668216325260708,0.0305102940680641,0.9947569445876282,1.2518615052657627,-9.88,-17.859179620986644,80.76092733792149
S19S_0042-U,-80.96423,25.40982,29.1,7.5,3.9,,-16.44,-80.96423,25.40982,-18.212835472607654,20.39936444641926,110.11909360726835,3.9634100349926777,0.1125128228383758,0.2668216325260708,0.0300208550698519,1.2159018132040316,1.2603775643695643,-16.44,-18.212835472607654,10.783670757954093
S19S_0043-D,-89.472992,43.14501,15.7,7.5,,,-6.92,-89.472992,43.14501,-15.259635353302889,20.40097958536082,110.07228986232232,2.627048615928127,0.1079284136806883,0.1768561401012329,0.0190878026508156,0.8401060944567578,1.1835441557721689,-6.92,-15.259635353302889,120.51496175293192
S19S_0043-M,-89.472023,43.145025,15.7,7.5,,,-10.08,-89.472023,43.145025,-15.3288578799082,20.399005634521856,110.0683701386552,2.627048615928127,0.1080036734995,0.1768561401012329,0.0191011128118753,1.0034605321095065,1.1855097977159774,-10.08,-15.3288578799082,52.072002776867066
S19S_0055-U,-117.180384,46.7322206,20.1,7.5,,,-10.88,-117.180384,46.7322206,-22.680961220892748,25.73715926770991,111.71219889128012,3.1452837845098083,0.1263089038453021,0.2117443682917444,0.0267451990543461,1.0366288953621612,1.3556614560446627,-10.88,-22.680961220892748,108.46471710379362
S19S_0074-D,-119.272998,46.376172,11.0,6.5,,,-1.7,-119.272998,46.376172,-6.336896587686489,37.43970214307135,115.72454228972552,4.495771714562321,0.1832277034822946,0.3026608747904295,0.0554558570217926,0.23044892137827394,0.8018766198972811,-1.7,-6.336896587686489,272.7586228050876
S19S_0074-M,-119.272953,46.376303,11.0,6.5,,,-1.0,-119.272953,46.376303,-5.894178230336164,37.74472030504528,115.82189384616638,4.495771714562321,0.1826010102570345,0.3026608747904295,0.0552661815020102,0.0,0.7704232640692507,-1.0,-5.894178230336164,489.41782303361634
S19S_0074-U,-119.272955,46.376327,11.0,6.5,,,-1.66,-119.272955,46.376327,-6.219231299767316,37.509420767706914,115.7469508391284,4.495771714562321,0.1831140544970457,0.3026608747904295,0.0554214599204982,0.22010808804005508,0.7937367089834261,-1.66,-6.219231299767316,274.6524879377901
S19S_0023-D,-102.44896,39.75841,24.7,7.5,3.83,,-11.32,-102.44896,39.75841,-18.070061986108524,18.589866588769542,109.6949218966345,1.933165480553221,0.1047492853133813,0.1301430750061694,0.0136323940953819,1.0538464268522527,1.2569596423328584,-11.32,-18.070061986108524,59.62952284548165
S19S_0023-M,-102.44896,39.75861,24.7,7.5,3.83,,-7.24,-102.44896,39.75861,-18.070061986108524,18.589866588769542,109.6949218966345,1.933165480553221,0.1047492853133813,0.1301430750061694,0.0136323940953819,0.859738566197147,1.2569596423328584,-7.24,-18.070061986108524,149.58649152083595
S19S_0023-U,-102.44917,39.75854,24.7,7.5,3.83,,-26.57,-102.44917,39.75854,-18.070061986108524,18.589866588769542,109.6949218966345,1.933165480553221,0.1047492853133813,0.1301430750061694,0.0136323940953819,1.4243915544102776,1.2569596423328584,-26.57,-18.070061986108524,31.99073396270785
S19S_0025-D,-97.78275,33.37853,26.0,7.0,5.04,,-14.86,-97.78275,33.37853,-22.18080267908729,20.104768857566203,110.1254076451481,2.8160327829232026,0.1185506391273746,0.1895787863866301,0.0224746862911269,1.1720188094245565,1.345977258350144,-14.86,-22.18080267908729,49.26515934782834
S19S_0025-M,-97.78307,33.37834,26.0,7.0,5.04,,-19.89,-97.78307,33.37834,-22.18080267908729,20.104768857566203,110.1254076451481,2.8160327829232026,0.1185506391273746,0.1895787863866301,0.0224746862911269,1.2986347831244356,1.345977258350144,-19.89,-22.18080267908729,11.517358869217139
S19S_0025-U,-97.78338,33.37834,26.0,7.0,5.04,,-7.68,-97.78338,33.37834,-22.18080267908729,20.104768857566203,110.1254076451481,2.8160327829232026,0.1185506391273746,0.1895787863866301,0.0224746862911269,0.885361220031512,1.345977258350144,-7.68,-22.18080267908729,188.8125348839491
S19S_0028-D,-111.507871,33.750675,23.8,7.5,,,-3.15,-111.507871,33.750675,-11.875715435315843,26.12937975859304,111.45747585004574,0.4963136376140125,0.12721474563159,0.0334124437956034,0.0042505555383874,0.4983105537896005,1.0746597825285265,-3.15,-11.875715435315843,277.00683921637597
S19S_0028-M,-111.508001,33.750788,23.8,7.5,,,-10.69,-111.508001,33.750788,-10.54624047655251,28.805028934128405,112.33896543219872,0.4963136376140125,0.1308714543688137,0.0334124437956034,0.0043727351135468,1.028977705208778,1.0230976699396017,-10.69,-10.54624047655251,1.3448037740644445
S19S_0028-U,-111.508141,33.750837,23.8,7.5,,,-5.29,-111.508141,33.750837,-20.02221237522578,24.95341520975632,111.3785922466776,0.4963136376140125,0.1271456897715396,0.0334124437956034,0.0042482482133447,0.7234556720351858,1.3015120636161752,-5.29,-20.02221237522578,278.4917273199581
S19S_0075-D,-119.465555,46.694742,11.0,6.5,,,-1.33,-119.465555,46.694742,-7.397162057515577,36.74331761810908,115.3813632962211,4.585096342510482,0.1837369262748457,0.3086743184774277,0.0567148704970253,0.12385164096708581,0.8690651333583643,-1.33,-7.397162057515577,456.1775983094418
S19S_0076-D,-119.462605,46.679191,14.0,6.5,,,-5.04,-119.46260499999998,46.679191,-6.719443766740179,35.415300314798145,114.67918704413653,4.727674231483159,0.1732591685255821,0.318272837117168,0.0551436871231985,0.7024305364455253,0.8273333237928704,-5.04,-6.719443766740179,33.32229695913053
S19S_0076-M,-119.46257,46.679318,14.0,6.5,,,-3.91,-119.46257,46.679318,-6.956068109989045,35.25193715820501,114.62249414587843,4.727674231483159,0.1736146509238666,0.318272837117168,0.0552568275146457,0.5921767573958668,0.8423638257239454,-3.91,-6.956068109989045,77.90455524268656
S19S_0076-U,-119.462645,46.679398,14.0,6.5,,,-7.06,-119.462645,46.679398,-6.85064676372545,35.31950870037964,114.64563712483712,4.727674231483159,0.1734730897655917,0.318272837117168,0.0552117724431759,0.8488047010518037,0.8357315748000957,-7.06,-6.85064676372545,2.9653432900077816
S19S_0016-D,-96.6025,39.10445,18.5,7.5,4.37,,-2.82,-96.6025,39.10445,-17.297561675343328,19.325005287549924,109.8466128103478,1.6407101685119894,0.1106227504691903,0.1104546241240221,0.0122187943226398,0.45024910831936105,1.237984887777542,-2.82,-17.297561675343328,513.3887118916074
S19S_0016-U,-96.60276,39.10415,18.5,7.5,4.37,,-6.51,-96.60276,39.10415,-17.297561675343328,19.325005287549924,109.8466128103478,1.6407101685119894,0.1106227504691903,0.1104546241240221,0.0122187943226398,0.8135809885681919,1.237984887777542,-6.51,-17.297561675343328,165.70755261664098
S19S_0033-D,-119.2554,37.0576,16.6,7.0,9.46,,-0.67,-119.25539999999998,37.0576,-5.491762881650127,37.28190506874844,115.61948007071264,2.3393216879178254,0.1871989913464989,0.1574860098407735,0.0294812221933775,-0.17392519729917355,0.7397117773968284,-0.67,-5.491762881650127,719.6661017388249
S19S_0033-M,-119.2557,37.0582,16.6,7.0,9.46,,-0.55,-119.2557,37.0582,-5.491762881650127,37.28190506874844,115.61948007071264,2.3393216879178254,0.1871989913464989,0.1574860098407735,0.0294812221933775,-0.2596373105057561,0.7397117773968284,-0.55,-5.491762881650127,898.5023421182048
S19S_0033-U,-119.256,37.0581,16.6,7.0,9.46,,-1.23,-119.256,37.0581,-5.491762881650127,37.28190506874844,115.61948007071264,2.3393216879178254,0.1871989913464989,0.1574860098407735,0.0294812221933775,0.08990511143939793,0.7397117773968284,-1.23,-5.491762881650127,346.48478712602656
S19S_0035-D,-110.757838,32.42735,18.4,6.5,5.88,,-3.81,-110.75783800000002,32.42735,-6.92881244668587,38.77468408877341,116.11907355227817,6.82062946303193,0.2054076712641515,0.4591731544588874,0.0943176883644146,0.5809249756756193,0.8406588057450421,-3.81,-6.92881244668587,81.85859440120394
S19S_0035-M,-110.758821,32.42728,18.4,6.5,5.88,,-2.5,-110.75882099999998,32.42728,-5.587689450205676,39.95869421787742,116.48426980853768,6.82062946303193,0.2016331376538866,0.4591731544588874,0.0925845238599781,0.3979400086720376,0.7472322611125395,-2.5,-5.587689450205676,123.50757800822704
S19S_0035-U,-110.759543,32.327329,18.4,6.5,5.88,,-3.7,-110.75954299999998,32.327329,-9.204169223802444,36.5332459109235,115.4714416247177,3.681605707586242,0.201879080192613,0.2478502190140606,0.0500357742400962,0.568201724066995,0.9639845948171185,-3.7,-9.204169223802444,148.76133037303902
S19S_0037-D,-75.7830393,39.8577967,19.4,6.5,8.97,,-2.37,-75.7830393,39.8577967,-9.902593270803129,31.172484001853785,113.41214364649524,0.7911790032918486,0.1622066318480686,0.0532631424492697,0.0086396349383399,0.37474834601010387,0.9957489416397596,-2.37,-9.902593270803129,317.83093969633455
S19S_0037-M,-75.7830477,39.8578837,19.4,6.5,8.97,,-4.51,-75.7830477,39.8578837,-9.46219162913155,31.592010901886106,113.4924559666885,0.7911790032918486,0.1622761755240182,0.0532631424492697,0.0086433390530584,0.6541765418779605,0.9759917391714001,-4.51,-9.46219162913155,109.80469244194124
S19S_0037-U,-75.7831181,39.8579143,19.4,6.5,8.97,,-4.55,-75.7831181,39.8579143,-9.5289180184114,31.47048582404376,113.46752740046774,0.7911790032918486,0.1621989043811182,0.0532631424492697,0.0086392233491669,0.6580113966571124,0.9790435905323172,-4.55,-9.5289180184114,109.42676963541538
S19S_0038-D,-75.7839486,39.8594333,19.5,6.5,8.62,,-2.24,-75.7839486,39.8594333,-17.01708007332101,33.287077900132026,114.01901494098016,0.7921404363481006,0.1491541836282812,0.0533278673037181,0.0079540745123233,0.35024801833416286,1.230885042421067,-2.24,-17.01708007332101,659.6910747018308
S19S_0038-M,-75.7840693,39.8595115,19.5,6.5,8.62,,-1.12,-75.7840693,39.8595115,-9.768707413465664,31.297071138088945,113.36712484771496,0.7921404363481006,0.1612261574886268,0.0533278673037181,0.0085978471324417,0.04921802267018165,0.9898371020670698,-1.12,-9.768707413465664,772.2060190594343
S19S_0038-U,-75.784143,39.8595761,19.5,6.5,8.62,,-3.3,-75.784143,39.8595761,-9.768707413465664,31.297071138088945,113.36712484771496,0.7921404363481006,0.1612261574886268,0.0533278673037181,0.0085978471324417,0.5185139398778875,0.9898371020670698,-3.3,-9.768707413465664,196.0214367716868
S19S_0059-M,-117.3913007,48.16841972,11.0,6.5,,,-15.0,-117.39130070000002,48.16841972,-10.495311562398188,34.848598705863026,114.80978718322804,1.897467986596045,0.1887676742341125,0.1277398758593113,0.0241131592729164,1.1760912590556813,1.0209953355169792,-15.0,-10.495311562398188,30.03125625067875
S19S_0059-U,-117.3903992,48.16859001,11.0,6.5,,,-6.92,-117.3903992,48.16859001,-11.209885296201213,33.818351616503826,114.49384326049488,1.897467986596045,0.1866593933723538,0.1277398758593113,0.0238438477373587,0.8401060944567578,1.0496011687518214,-6.92,-11.209885296201213,61.99256208383256
S19S_0063-D,-97.709399,30.250335,24.0,7.5,,,-0.39,-97.709399,30.250335,-4.9457120468033136,34.421181601719894,114.56280656655576,4.352940620981425,0.1558261842253254,0.2930453101054072,0.0456641324788527,-0.4089353929735008,0.694228826921181,-0.39,-4.9457120468033136,1168.1312940521318
S19S_0063-M,-97.70953,30.250384,24.0,7.5,,,-0.64,-97.70953,30.250384000000004,-5.3701595623686185,34.00643767503037,114.45022544625245,4.352940620981425,0.1569409129569659,0.2930453101054072,0.0459907985056997,-0.1938200260161128,0.7299871899875809,-0.64,-5.3701595623686185,739.0874316200967
S19S_0063-U,-97.709566,30.250278,24.0,7.5,,,-0.52,-97.709566,30.250278,-4.972444977214289,34.393032461856805,114.55471572338342,4.352940620981425,0.1558819437691525,0.2930453101054072,0.0456804725516648,-0.28399665636520083,0.6965699861203698,-0.52,-4.972444977214289,856.2394186950557
S19S_0064-D,-78.00803,40.61043,23.5,7.7,,,-22.97,-78.00803,40.61043,-20.836129226888552,21.095001001272102,110.24519810527131,0.575021991309261,0.1130031732216441,0.0387111868580139,0.0043744869541315,1.361160995195026,1.3188170422887155,-22.97,-20.836129226888552,9.289816165047657
S19S_0064-M,-78.00808,40.64061,23.5,7.7,,,-21.19,-78.00808,40.64061,-19.060045757645263,22.27162510890785,110.53700619632266,0.7900708250070451,0.1135277789482603,0.0531885385257619,0.0060383766443336,1.3261309567107946,1.2801239389187289,-21.19,-19.060045757645263,10.051695339097396
S19S_0064-U,-78.00688,40.61507,23.5,7.7,,,-7.67,-78.00688,40.61507,-20.403779799822452,20.81193638295961,110.166812443531,0.575021991309261,0.112004562595781,0.0387111868580139,0.0043358295515953,0.884795363948981,1.3097106279233497,-7.67,-20.403779799822452,166.02059712936702
S19S_0068-U,-122.257915,44.207269,14.7,6.0,,,-0.85,-122.257915,44.207269,-2.429929031622423,48.3003760474206,120.90558722140084,5.039583050238448,0.2378834456530577,0.3392709219695515,0.0807069359280065,-0.07058107428570727,0.38559358980207853,-0.85,-2.429929031622423,185.87400372028503
S19S_0069-D,-123.735151,39.362202,15.0,6.5,,,-0.3,-123.735151,39.362202,-5.949757001809632,39.21793492732904,116.85225528882964,2.7165653142148902,0.2120199605580304,0.1828825141993804,0.038774743447306,-0.5228787452803376,0.7744992287658221,-0.3,-5.949757001809632,1883.2523339365443
