Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std,Sample_ID
-80.2059299151,40.0234068447,-214.723490277,180.505285899,1375.01332037,0.0538295413906,0.140759760552,0.00368275398483,0.000518383569076,0,0,118.020888858,21.9926255288,162.208430389,0,0.0813405550276,0,0.000299557253156,101109
-79.2813933786,39.9611329365,-270.53988701,178.14242732,1374.71056411,0.0622392762797,0.136636942639,0.00425810692068,0.000581814711072,0,0,145.099483173,21.7164093431,162.120030484,0,0.0746712174974,0,0.000317958028001,101128
-77.4307825305,38.5686260993,-157.468113721,183.272817136,1375.38681017,0.0678451170566,0.142083057737,0.00464163113296,0.000659497144258,0,0,45.5730648756,22.8914563954,162.262637377,0,0.0809044610097,0,0.000375528665018,100600
-83.1767086079,36.618893891,-290.936633313,177.641634812,1374.64148108,0.0707504042561,0.138432773434,0.00484039667573,0.000670069536342,0,0,136.383226092,22.6013141292,162.281198673,0,0.0801632014042,0,0.000388021693593,101264
-72.0394479844,42.589443982,-538.536142522,215.762217472,1381.19198377,0.0649469088829,0.162091561381,0.00444334990253,0.000720229523465,0,0,448.527169369,74.1573873968,167.119408697,0,0.0923597414882,0,0.000410386648339,100079
-78.9562527597,39.0104243909,-131.774285466,186.454152347,1375.82088182,0.0837309025431,0.143245474577,0.00572845889132,0.00082057581248,0,0,26.0745885875,24.3209296616,162.408918951,0,0.0797838004361,0,0.000457038220991,100498
-78.1896636033,38.927372909,-320.584503055,178.562133089,1374.76462735,0.0881019954775,0.136946679471,0.00602750769438,0.000825447164228,0,0,164.24381806,19.8466957634,161.883837922,0,0.0745013722733,0,0.000449057594619,100551
-75.1729853127,41.477361937,-178.878136019,181.048413206,1375.09132399,0.0872126125926,0.141628159394,0.00596666046665,0.000845047139622,0,0,66.5891049483,21.5890455206,162.092014824,0,0.0827060362562,0,0.000493478836884,100296
-92.0893939594,36.9183750158,-645.595107561,219.091640482,1381.95199843,0.0773444960795,0.163172678202,0.00529153219187,0.000863433479539,0,0,414.846113184,79.7451059938,167.523653472,0,0.093829789155,0,0.00049650334987,102132
-74.9533349535,40.9808415929,-542.035286299,208.893442423,1380.49872163,0.0790809171739,0.162257976534,0.0054103296317,0.000877869138423,0,0,439.489282909,78.8715222226,165.941681575,0,0.102355807269,0,0.000553778657045,100328
-78.4105791616,40.3976527067,-148.054510888,184.53557537,1375.55576664,0.0952409547865,0.142780623051,0.00651592037938,0.000930347171516,0,0,30.8599248699,23.0659259378,162.286190995,0,0.081185922211,0,0.000529001005053,103911
-119.972775825,39.5227100953,-117.945652106,186.914603573,1375.87157622,0.0968214404517,0.145503593328,0.0066240494797,0.00096382300168,0,0,37.6606802999,21.9208322234,162.177980818,0,0.0834225436188,0,0.000552595056653,102534
-78.6354192332,37.4145907428,-135.630948544,185.910713766,1375.74738228,0.098393024727,0.143891304155,0.00673156959046,0.000968614327382,0,0,35.8407121937,23.1449965838,162.236582203,0,0.0821188058287,0,0.000552788456121,100607
-80.8854198913,36.9395905625,-227.782892256,181.996847862,1375.21748696,0.124065962041,0.142115890966,0.00848798641572,0.00120627775198,0,0,142.645927643,23.6733569697,162.37365543,0,0.0829898694214,0,0.000704416884291,101141
-77.593634465,40.6644960437,-144.797790887,184.527418883,1375.55121516,0.126142124577,0.143210111037,0.00863002730357,0.00123590716839,0,0,31.3424797524,22.374303933,162.221911272,0,0.0820233585497,0,0.000707863823815,103977
-79.4522663148,39.3684403335,-179.481221142,181.825608843,1375.19935339,0.130612786159,0.139830614461,0.00893588810663,0.0012495107247,0,0,34.9813851812,23.6282081405,162.324557555,0,0.0782849539418,0,0.000699545588857,101116
-79.8433860031,40.5111872361,-190.391048227,181.028728713,1375.09729601,0.131879863514,0.140171681116,0.00902257534302,0.00126470955382,0,0,59.0232450229,21.884383757,162.05089424,0,0.0807699539061,0,0.00072875299457,101099
-71.514167281,42.8933420742,-156.351241335,184.07175141,1375.50027486,0.129649193166,0.142781932516,0.00886996378622,0.00126647057074,0,0,49.9478469913,23.1524079409,162.235824415,0,0.0821402455276,0,0.000728581003221,100025
-79.5889140431,40.6024169556,-472.58356798,196.379782154,1377.85769761,0.130478961457,0.144498385163,0.00892673247498,0.00128989842742,0,0,337.33222983,57.8141949382,164.674761409,0,0.0735862173388,0,0.000656884476029,101096
-75.5548457373,40.1021599832,-222.948696369,182.467546549,1375.28723664,0.138842182846,0.141992803675,0.00949890318459,0.00134877589502,0,0,138.717966987,23.1635663357,162.23063256,0,0.0830057724923,0,0.000788463796667,102950
-79.1686116343,35.772868861,-182.91660181,182.577129425,1375.2921154,0.139760364043,0.141629574214,0.009561720652,0.0013542224247,0,0,104.739200761,23.1136973263,162.314531891,0,0.0804786219294,0,0.000769514101347,103190
-81.6270867727,36.8062571725,-168.248391101,181.820341519,1375.18411203,0.146782037902,0.141828956834,0.0100421092401,0.00142426187793,0,0,44.6492874644,22.5129738633,162.30296613,0,0.0818591087378,0,0.000822038112239,101232
-94.1813773075,36.6230937984,-685.439657724,223.954424795,1382.79191182,0.128957665697,0.165099609169,0.0088226528585,0.00145661653877,0,0,403.870488723,80.7696774023,167.45832661,0,0.093778717562,0,0.000827377070565,102183
-79.1226984845,35.77278906,-163.198834042,183.607951719,1375.43581633,0.152672134498,0.142457147245,0.0104450808454,0.00148797641998,0,0,78.1682606073,23.3595067622,162.288759548,0,0.0816617499626,0,0.000852963580338,103191
-91.1641978808,37.5061411934,-270.265900387,180.571233642,1375.0315501,0.158637569151,0.140367926036,0.0108532067122,0.00152344211703,0,0,159.264105438,22.5807786601,162.199093664,0,0.0808145767248,0,0.000877097306552,102139
-91.6566051476,36.4229617958,-433.598302438,191.63874035,1376.94210536,0.157859429688,0.141624744715,0.0107999702154,0.00152954302469,0,0,253.500382311,39.764740973,161.601494742,0,0.0749570395724,0,0.000809533794814,103084
-111.581261144,36.8645889613,-95.047773358,190.834662527,1376.4275237,0.156535247437,0.147551228769,0.0107093761413,0.001580181609,0,0,43.2859144821,24.1277934754,162.322238239,0,0.0843681159914,0,0.000903529888484,102446
-73.3896074161,42.1939738853,-209.666715807,180.650692605,1375.03558719,0.163944731833,0.141200665525,0.0112162968299,0.00158374857711,0,0,105.922959145,22.5737623561,162.258388971,0,0.0825265923873,0,0.000925642756573,100120
-79.4059366209,39.5105649203,-210.547105963,183.375942422,1375.41634195,0.165717650972,0.142366771368,0.0113375912874,0.00161409626668,0,0,137.631377233,23.1542200194,162.151201771,0,0.0831622466738,0,0.00094285956333,101120
-79.9934806995,39.8810920219,-246.266059596,180.03594279,1374.96596394,0.169555468947,0.139229105548,0.0116001560255,0.00161507934765,0,0,122.780012437,22.6232615299,162.16161971,0,0.0797466637915,0,0.000925073742498,101108
-75.0694460721,40.485841492,-384.014671745,184.506632177,1375.60063003,0.174701509711,0.142850178834,0.0119522229695,0.00170737718865,0,0,247.134756915,30.1261610713,162.982662137,0,0.0801720841633,0,0.000958234625849,100343
-86.1351997157,35.422818282,-173.589278656,182.755643816,1375.32732392,0.182455564707,0.140941766186,0.0124827174934,0.00175933625032,0,0,59.8874267904,24.0804136321,162.346814839,0,0.0798850872894,0,0.000997182976571,101317
-79.5687731754,40.7564064193,-136.019936954,185.906925252,1375.74623057,0.181253200231,0.143757768355,0.0124004575958,0.00178266211054,0,0,28.7769390307,23.0987413593,162.236017848,0,0.0820180620534,0,0.00101706150058,101084
-74.9356826111,40.3312399122,-345.618399469,185.35273016,1375.70407147,0.183402060418,0.142723172134,0.0125474721015,0.00179081502058,0,0,245.150908007,28.7784597734,162.835651394,0,0.0800280288968,0,0.00100414945992,100347
-79.8103638084,39.5146744106,-185.350496123,181.356815852,1375.13691334,0.188446223927,0.139430063236,0.0128925691017,0.00179761172514,0,0,39.9941438225,23.4013237786,162.296732093,0,0.0778414549362,0,0.00100357633675,103605
-74.6180179748,40.3686904413,-153.214360497,183.890390864,1375.47031988,0.185092296855,0.14240347024,0.0126631098129,0.00180327078138,0,0,34.4566301486,23.3023564686,162.310940145,0,0.0811689156169,0,0.00102785089185,100257
-91.0062332217,37.477176391,-220.69182901,181.456969714,1375.15104432,0.188175300246,0.141092682283,0.0128740338284,0.00181643196465,0,0,124.6998703,21.7105836183,162.052920049,0,0.0823182517433,0,0.00105976795764,102141
-80.1267386586,39.9437411681,-200.637950996,179.725698549,1374.9180127,0.191525751568,0.138860202997,0.0131032553235,0.00181952069415,0,0,46.2545483595,22.494708221,162.213090673,0,0.0789105154968,0,0.00103398463226,101112
-76.3282949733,39.905942085,-199.337180762,182.363144639,1375.26706963,0.188680015585,0.141815792554,0.0129085639837,0.00183063823208,0,0,111.504624256,22.8031374836,162.23909249,0,0.0824038616506,0,0.00106371552062,100476
-71.7109029692,42.2303806253,-330.643277144,203.101115584,1379.75509359,0.179747484022,0.151914166311,0.012297443856,0.00186815593113,0,0,504.120531457,57.8548623192,155.859601283,0,0.0785810818292,0,0.000966346441938,100046
-70.7435056312,43.3151044661,-191.475515496,182.971540744,1375.35477234,0.194916003191,0.140106003742,0.0133351997605,0.00186834154755,0,0,111.507065557,24.6444314657,162.44325662,0,0.0769621240308,0,0.00102630529795,100017
-91.0147004764,36.993448762,-598.74085875,215.087372657,1381.2186314,0.171795855223,0.161409180389,0.0117534322986,0.00189711187408,0,0,423.571013666,77.2913448323,167.328051918,0,0.0933776162575,0,0.00109750749089,102157
-79.1103381165,40.8397782942,-209.475538686,181.966654232,1375.21982404,0.197559965564,0.141259450448,0.0135160867366,0.00190927498462,0,0,112.284789469,22.0401600522,162.083904732,0,0.0820685943424,0,0.00110924623948,101081
-74.9480571391,40.3808414753,-631.074853041,219.672284439,1382.24432006,0.173460457322,0.162597942293,0.011867316234,0.00192960120019,0,0,425.423620213,84.9475541241,168.244573337,0,0.0948138477113,0,0.00112518591415,100346
-76.7899152855,40.64373925,-134.018192504,185.944893295,1375.74682329,0.196244223075,0.143775969097,0.0134260700697,0.00193034623543,0,0,25.1721226225,23.1003957842,162.279009908,0,0.0816300742424,0,0.00109597109657,103964
-73.9140263065,41.8001016617,-253.740899632,183.276002393,1375.41264065,0.200067321494,0.142280063194,0.0136876277678,0.00194747654378,0,0,179.668829197,24.8924934318,162.317986702,0,0.0811480707955,0,0.00111072458713,103111
-78.8890163472,38.6393955672,-144.32036963,184.826230909,1375.5952151,0.202412231008,0.142037395191,0.0138480550097,0.00196694166204,0,0,25.5357826863,23.9994383056,162.417493209,0,0.078801028741,0,0.00109124098083,100544
-71.6311427616,42.3273972203,-267.279544138,185.110677499,1375.71256097,0.203231482209,0.142581554445,0.0139041041705,0.0019824687858,0,0,235.210280087,18.2905428483,160.92297814,0,0.0790298313984,0,0.00109883900834,100030
-75.7241051353,40.0523345101,-202.850935728,181.999519257,1375.22327753,0.210893253909,0.139954826469,0.0144282851227,0.00201930814059,0,0,114.210707135,23.8222651857,162.344265742,0,0.0784182126061,0,0.00113144033029,100393
-74.4554683413,42.468897434,-114.647644392,188.579909682,1376.1172409,0.208121893554,0.145632819629,0.0142386821997,0.00207361943654,0,0,29.6403741653,23.8703535007,162.279314661,0,0.083097875569,0,0.0011832042417,100189
-79.1723718886,38.9939481805,-107.272991092,189.140618836,1376.18757619,0.208657427305,0.146201355732,0.0142753208001,0.00208707125449,0,0,36.1593544778,23.2715865157,162.25467378,0,0.0832124738432,0,0.00118788475868,100495
-77.363877308,38.7359562222,-195.581392669,179.779084923,1374.92147496,0.225824835368,0.139600337476,0.0154498309077,0.00215680160866,0,0,63.4488404173,22.6368446152,162.265980055,0,0.0791228647609,0,0.00122243488149,100598
-76.8349463932,40.7313523293,-134.555700177,185.528020738,1375.68538134,0.224249722412,0.143734650356,0.0153420693819,0.00220518697835,0,0,21.9318483838,22.3376605121,162.220817805,0,0.0818549960467,0,0.00125582502861,104001
-71.3521754796,42.7816340779,-169.495456992,183.133511183,1375.37091438,0.226892056303,0.142403925068,0.0155228449452,0.00221051404843,0,0,64.6528880066,22.5383988903,162.188143877,0,0.0823205388286,0,0.00127784896004,102550
-79.7889639366,35.760174811,-244.130707883,177.622536583,1374.64080396,0.238914023991,0.137250592083,0.0163453291846,0.00224340610838,0,0,85.5823593012,21.9370000538,162.173147157,0,0.0778550288751,0,0.00127256607564,100661
-79.9725965438,39.760747745,-113.714194184,188.537746932,1376.10753879,0.226285138247,0.145730618086,0.0154813225798,0.00225610270834,0,0,26.1992023118,23.5418346922,162.268303918,0,0.0832023254925,0,0.00128808204034,101107
-79.5688634844,40.5689428948,-158.261805911,184.008764237,1375.49656571,0.236563220464,0.142444147353,0.0161844987032,0.00230538711811,0,0,47.5631522788,23.0278508798,162.173635001,0,0.0821708933715,0,0.00132989471721,101095
-73.4315026816,43.1014738944,-180.690901468,181.585281758,1375.15808263,0.237381360477,0.14244664336,0.016240471842,0.00231340070048,0,0,88.3211359393,22.5428619998,162.259761658,0,0.0829835332274,0,0.00134769173473,100164
-82.2389713643,36.5354166411,-206.473441141,180.714780683,1375.04805709,0.243860697288,0.139839879529,0.0166837563813,0.00233305448247,0,0,80.649194767,22.4216153171,162.199160572,0,0.0799506120673,0,0.00133387653427,101234
-74.9680571647,40.7116748736,-393.872790012,183.306841918,1375.41875208,0.240662224155,0.142438760786,0.0164649324908,0.00234524458041,0,0,237.001480584,27.6097866081,162.738055892,0,0.0805485035387,0,0.001326225673,100341
-80.0481154781,41.6906197016,-280.731154708,177.327295776,1374.60075947,0.250807611765,0.138706784243,0.0171590302981,0.00238007391339,0,0,132.509503458,21.987267944,162.198096272,0,0.080774628962,0,0.00138601430568,101050
-75.0771232948,40.1395509563,-611.573171061,214.942983734,1381.23049766,0.216470401584,0.161525183565,0.0148098462933,0.00239216314109,0,0,411.877941761,77.8305624745,167.262992276,0,0.0939401513384,0,0.00139123920209,100360
-73.7396750721,42.0144464324,-150.85920343,183.712300114,1375.44138654,0.249043872169,0.143381460274,0.01703836386,0.00244298549092,0,0,47.567734242,22.1332231427,162.195613552,0,0.0832258708484,0,0.00141803267008,103109
-71.1354171316,42.4645920047,-220.430795873,181.418559601,1375.15683817,0.256369841286,0.140250082169,0.0175395708415,0.00245992625173,0,0,110.615879693,23.2026970768,162.15724592,0,0.0810103021072,0,0.0014208859327,100037
-78.7854626306,35.8308208298,-383.309081421,177.48651492,1374.62391366,0.269636573236,0.1359689297,0.0184472157646,0.00250824818346,0,0,130.496167205,21.3751325936,162.091702369,0,0.0743891543343,0,0.00137227278055,103149
-79.0311841589,35.9270372288,-239.594597819,179.031326759,1374.83455412,0.265555920041,0.138121328306,0.0181680374282,0.0025093934623,0,0,105.200326225,21.7705662055,162.04700583,0,0.0781948736754,0,0.00142064739163,103192
-91.0982012264,37.4938527774,-229.822431878,180.835393752,1375.0672376,0.261670698183,0.140498986969,0.0179022295482,0.00251524511601,0,0,122.87155541,22.1615806528,162.132100253,0,0.0815871661605,0,0.00146059217679,102140
-71.4427783441,42.4594531053,-167.24973355,182.851007699,1375.33488088,0.262544798848,0.141673529077,0.0179620312412,0.00254474435533,0,0,47.3610669281,22.5746166968,162.178539375,0,0.0811837571264,0,0.00145822518178,100032
-81.7980622299,36.6645198618,-443.871358728,182.851895239,1375.37102469,0.26709885154,0.141080953714,0.0182735972561,0.00257805652868,0,0,237.739842882,23.3066508053,161.942453238,0,0.0774598074961,0,0.00141546932572,101230
-77.5525597196,38.6104952538,-193.932475381,179.982778973,1374.94948182,0.282880343253,0.139392352788,0.0193532897445,0.00269770059166,0,0,59.9958850996,22.9200879087,162.292954925,0,0.0785878262811,0,0.00152093297241,100592
-80.493955069,39.1062165618,-169.618396457,182.50386585,1375.2886481,0.279358803259,0.141417203224,0.0191123631992,0.00270281695063,0,0,40.5626073883,22.7847026354,162.209076966,0,0.0814729465233,0,0.00155714054486,103544
-75.4771658879,40.3440321242,-161.889268141,183.217519167,1375.38274265,0.280227784388,0.1421267495,0.0191718146385,0.00272482769658,0,0,44.4823354716,22.306998627,162.150118522,0,0.0821077104336,0,0.00157415380483,100375
-91.0727309652,37.0522590629,-185.911637747,181.946256754,1375.2215186,0.283068440538,0.14099237485,0.0193661584409,0.0027304806703,0,0,77.215622167,23.0251949931,162.179396952,0,0.0813658948107,0,0.00157574481059,102156
-79.1147709128,35.9228071704,-258.516135235,179.486216849,1374.88884034,0.290744717696,0.138297129836,0.0198913317856,0.00275091409457,0,0,141.306890791,19.8775023072,161.850976307,0,0.0772001589155,0,0.00153561397489,100658
-75.1849126617,40.5937082969,-417.870101141,184.190825151,1375.53578102,0.284328962658,0.142746425941,0.0194523972001,0.0027767601763,0,0,243.296810254,26.9266524717,162.633527024,0,0.0795662971092,0,0.00154775521511,100342
-74.2544981077,42.6729844539,-153.20184581,183.437541848,1375.40258759,0.288979947716,0.142805764431,0.0197705948536,0.00282335491133,0,0,33.6974092583,22.0444984497,162.203575987,0,0.0823698364886,0,0.00162850066537,100191
-79.5600503157,41.1772922782,-206.436435539,179.286253406,1374.85915101,0.298700981588,0.139314546578,0.0204356604533,0.00284698477007,0,0,57.586203527,21.9322340834,162.150062507,0,0.0807082214972,0,0.00164932581031,101071
-82.0558614772,36.9519254036,-284.27606909,179.455749612,1374.89660274,0.301054956131,0.138334492877,0.0205967078802,0.00284923513953,0,0,150.462156641,23.561198344,162.234046396,0,0.0788184025157,0,0.0016233996122,101251
-76.6893568742,40.6481391654,-213.441723944,181.289041185,1375.12574655,0.30037016344,0.140587874463,0.020549857713,0.00288906081639,0,0,107.460877519,22.9984930776,162.260139462,0,0.0810630164273,0,0.00166583345337,103968
-75.8282782629,40.039556011,-252.605710579,181.385581497,1375.14955344,0.302949858711,0.140372409143,0.0207263478483,0.0029094073802,0,0,149.927615834,23.7470624127,162.26366695,0,0.0803666007993,0,0.00166570612355,100392
-68.9096866095,47.1690414369,-134.103954744,189.178201524,1376.21066272,0.300432445338,0.144401457557,0.0205541187359,0.00296804470427,0,0,115.534838092,26.9065824662,162.647382235,0,0.0792881723829,0,0.00162969850951,110699
-91.4609446474,37.1432351374,-136.84539877,185.486192661,1375.68531578,0.302388736575,0.143824727024,0.0206879586157,0.00297544000059,0,0,32.7226945316,22.3627747027,162.17174119,0,0.082438731534,0,0.00170548906631,102154
-91.3899381275,37.3475849153,-173.771926731,181.989243054,1375.21900458,0.310923419993,0.141261397191,0.0212718599188,0.00300489265299,0,0,50.6088591721,22.1546386568,162.135408381,0,0.0812318723449,0,0.00172795300947,102150
-80.3021134181,39.7020901871,-168.826352187,182.629327966,1375.30623629,0.326184222221,0.141054379075,0.0223159293789,0.00314775956203,0,0,36.0780318909,23.0190467301,162.233367738,0,0.0803065785256,0,0.00179211593504,103651
-78.6807991369,41.4975949617,-202.905138221,182.160062848,1375.24501836,0.326628416285,0.141890770855,0.0223463189646,0.00317073642366,0,0,113.246909187,21.9725864394,162.078600256,0,0.0833122421003,0,0.00186172193563,101063
-71.9019858951,41.9770770293,-214.960870858,182.398637379,1375.26226699,0.328102768434,0.142061724622,0.0224471869288,0.00318888608802,0,0,148.076346469,20.0608458438,161.966169381,0,0.0815617545473,0,0.00183083195056,100054
-76.9120905406,40.6105300133,-139.579137423,185.325295908,1375.66278914,0.32948734389,0.143356625023,0.0225419128106,0.00323153254208,0,0,26.2919876507,22.7645391981,162.235562705,0,0.0815363935103,0,0.0018379862734,100452
-91.4228892512,37.6894602336,-621.155261449,217.614774091,1381.7153689,0.290667904222,0.162699928024,0.0198860765833,0.00323546322877,0,0,418.034029597,79.4242898069,167.401074017,0,0.0949976402447,0,0.00188913034913,102087
-79.8272195108,40.4062686584,-228.002112833,179.294620272,1374.86032923,0.341868566611,0.139361348442,0.0233889755226,0.00325951916752,0,0,93.3288940215,21.7565334219,162.125569889,0,0.080141614637,0,0.00187443026309,101133
-74.572633889,41.1936032705,-386.145744217,184.306833536,1375.55961331,0.333076646097,0.143118154563,0.0227874753152,0.00326130141427,0,0,242.43573061,28.1581548066,162.764092934,0,0.0808743715364,0,0.00184292274502,100210
-75.1144798409,40.4313281274,-315.70503335,186.044546861,1375.78542944,0.336997111617,0.14319694444,0.0230556943943,0.00330150498921,0,0,242.280641309,27.3042144994,162.694587771,0,0.080538328937,0,0.001856867099,100344
-74.9858348862,39.6444524383,-149.798187472,184.536351225,1375.56275945,0.341548612374,0.142427845051,0.0233670858183,0.00332812367823,0,0,38.3392839364,24.20124377,162.386617742,0,0.0805188974616,0,0.00188149198698,100281
-91.190136813,37.3897757208,-207.193847466,184.438495858,1375.54272569,0.345926550928,0.143231628867,0.0236666029652,0.00338980609246,0,0,173.734642009,21.0785976615,162.015868385,0,0.0808158220741,0,0.00191263597433,102151
-115.085547215,47.3018809799,-97.3815000352,189.614035994,1376.24376992,0.336876628886,0.14746352089,0.023047451555,0.00339865835384,0,0,34.9601931303,22.3494116843,162.209389098,0,0.0847852669601,0,0.00195408433284,102702
-71.5018674879,43.0229070829,-126.779723726,186.673812857,1375.8455597,0.348013666955,0.14481050472,0.0238093932373,0.00344785025177,0,0,28.8136324847,22.9474417037,162.257056581,0,0.0832566112997,0,0.00198228939804,100024
-75.4556811451,41.1650054122,-180.929362612,181.506677544,1375.15419059,0.358323542444,0.140894268429,0.024514744501,0.0034539869922,0,0,52.7885504007,21.689514524,162.082283506,0,0.0810063819506,0,0.00198585075647,100331
-74.9688904948,40.6475081943,-360.377274701,194.99853279,1377.83700169,0.331866535524,0.152389276958,0.0227046854675,0.00345995060194,0,0,351.911906635,62.7071626429,164.833843359,0,0.0954357624967,0,0.00216683896984,100247
-74.1161126532,43.9688977411,-170.102133697,181.792523223,1375.18531021,0.357657302319,0.141853959495,0.0244691636097,0.00347104774356,0,0,61.1619617641,23.1941116792,162.3529644,0,0.081337718097,0,0.00199026593176,104158
-72.0643015915,44.1522482693,-141.270263676,184.278674108,1375.51252435,0.353470604391,0.143692295813,0.0241827302112,0.00347487202307,0,0,32.5729105892,22.1670938245,162.243813323,0,0.0828137966249,0,0.00200266370154,100067
-80.2978641547,38.8853855255,-224.936444874,187.111265644,1375.93149723,0.355871545834,0.143057175686,0.0243469908837,0.00348301175228,0,0,202.557200512,27.9361181603,162.788571243,0,0.0784613181564,0,0.00191029699788,103523
-73.4431773726,41.151215796,-189.463463264,181.754943294,1375.1958868,0.367658648787,0.141170849123,0.0251534068264,0.00355092780002,0,0,74.7812690415,21.3049994225,161.947273192,0,0.0815892091247,0,0.00205224656976,100142
